,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
0,0,2022-03-17T02:01:36.967,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600334_postisrccd.fits,334,eta dor,empty_1,ronchi170lpmm,1.3892544707521,2.0,0.0410588495433331,0.690994143486023,743.55,10.6,44.0,7.8,,,,,    ,,
1,1,2022-03-17T02:01:51.934,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600335_postisrccd.fits,335,eta dor,empty_1,ronchi170lpmm,1.38974647736939,20.0,0.0410588495433331,0.690994143486023,743.55,10.6,45.0,7.9,,,,,    ,,
2,2,2022-03-17T02:02:25.113,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600336_postisrccd.fits,336,eta dor,empty_1,ronchi170lpmm,1.39085354611524,20.0,0.0410588495433331,0.901879549026489,743.55,10.6,45.0,7.9,,,,,    ,,
3,3,2022-03-17T02:04:15.406,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600339_postisrccd.fits,339,eta dor,empty_1,ronchi170lpmm,1.39422120553216,2.0,0.0410588495433331,0.888361811637878,743.55,10.6,44.0,9.6,,,,,    ,,
4,4,2022-03-17T02:04:42.650,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600340_postisrccd.fits,340,eta dor,empty_1,ronchi170lpmm,1.39550286600054,2.0,0.0410588495433331,0.769505560398102,743.55,10.6,44.0,9.6,,,,,    ,,
5,5,2022-03-17T02:05:03.885,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600341_postisrccd.fits,341,eta dor,empty_1,ronchi170lpmm,1.39622471157387,2.0,0.0410588495433331,0.769505560398102,743.55,10.6,43.0,7.7,,,,,    ,,
6,6,2022-03-17T02:05:18.889,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600342_postisrccd.fits,342,eta dor,empty_1,ronchi170lpmm,1.39673661691116,20.0,0.0410588495433331,0.769505560398102,743.55,10.6,43.0,7.7,,,,,    ,,
7,7,2022-03-17T02:05:51.894,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600343_postisrccd.fits,343,eta dor,empty_1,ronchi170lpmm,1.39786449281383,20.0,0.0410588495433331,0.707492291927338,743.55,10.5,43.0,8.2,,,,,    ,,
8,8,2022-03-17T02:08:45.652,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600346_postisrccd.fits,346,HD111980,empty_1,ronchi170lpmm,1.66559827987946,2.0,0.0410588495433331,0.636732578277588,743.65,10.5,42.0,6.1,,,,,    ,,
9,9,2022-03-17T02:09:12.307,/sps/lsst/groups/auxtel/data/2022/empty~ronchi170lpmm/20220316,exposure_2022031600347_postisrccd.fits,347,HD111980,empty_1,ronchi170lpmm,1.66242680359594,2.0,0.0410588495433331,0.636732578277588,743.65,10.5,42.0,6.1,,,,,    ,,
