,lambdas,ratioo2o1,ratioo2o1err
0,350.0,3.7638110959548046,1.1743855042817648
1,351.0,3.635047738042492,1.2184248583218706
2,352.0,3.502695514119693,1.4464166055957848
3,353.0,3.367600394159964,1.0708231877011725
4,354.0,3.2306083481368617,1.0098649119435064
5,355.0,3.0925653460239424,0.5801594226647929
6,356.0,2.9543173577947615,0.6897721148058614
7,357.0,2.8167103534228772,0.3923508071396909
8,358.0,2.6805903028818445,0.31625957003881994
9,359.0,2.546803176145221,0.3324463959009514
10,360.0,2.416194943186562,0.31454726290470425
11,361.0,2.2896115739794247,0.24417314822588462
12,362.0,2.1678990384973607,0.22792924353621916
13,363.0,1.9815035782074497,0.22313352925142557
14,364.0,1.8623780942659205,0.19678147212322888
15,365.0,1.796485142950424,0.16871015180818022
16,366.0,1.7499995268844648,0.15267880725526
17,367.0,1.7236032762092979,0.14694053896316567
18,368.0,1.6550850753995183,0.13114501685674798
19,369.0,1.6341322077328377,0.11906651449970176
20,370.0,1.5809654420326518,0.1051685993501722
21,371.0,1.5094619788342565,0.0964579906344746
22,372.0,1.4483853195674252,0.0923358892142107
23,373.0,1.394019563357717,0.0824344077730469
24,374.0,1.334591802211634,0.08005516388886824
25,375.0,1.28414126964062,0.07419903118043762
26,376.0,1.248801191491516,0.06704762229258708
27,377.0,1.2173410956961401,0.06558490040529437
28,378.0,1.1859944008115082,0.06523575768026509
29,379.0,1.1617387010704614,0.056797647674978365
30,380.0,1.150498487093916,0.054443109142424395
31,381.0,1.1349764312567634,0.0487698146477453
32,382.0,1.1194304205956211,0.04534594763362228
33,383.0,1.0975780243772166,0.04423909763906066
34,384.0,1.0736513172852573,0.04397143632390576
35,385.0,1.0453135039125916,0.04208706694542658
36,386.0,1.011238150782198,0.040789029188493
37,387.0,0.9808485792652684,0.039019987398503805
38,388.0,0.9513747116384668,0.03735680162074165
39,389.0,0.9221623262453026,0.035666008919108365
40,390.0,0.9031342700287316,0.033192905981008956
41,391.0,0.8937361743983774,0.0316728435776387
42,392.0,0.8791465575982926,0.02880597491472868
43,393.0,0.8661180033570877,0.027710415394475062
44,394.0,0.8494010755541492,0.025758391498739007
45,395.0,0.8286025931176461,0.024841982299364435
46,396.0,0.8085224793772053,0.023656229772489837
47,397.0,0.7934562651805803,0.022553592127878445
48,398.0,0.7817188622985387,0.022158840851537666
49,399.0,0.7736392039051914,0.020939305769581758
50,400.0,0.765967796893211,0.02043893584867263
51,401.0,0.7615064389401761,0.019314252609258765
52,402.0,0.7575824464233684,0.01866716639318068
53,403.0,0.7530741978053582,0.017633554446808735
54,404.0,0.7463535059545772,0.016867711009347246
55,405.0,0.7366050818206404,0.0164580626991867
56,406.0,0.7257895319588088,0.015907900874247705
57,407.0,0.7113692519554339,0.015235417160961193
58,408.0,0.6964701296769223,0.015131458864157414
59,409.0,0.6808597829385556,0.014548449686920034
60,410.0,0.6661867837567934,0.014246986322488924
61,411.0,0.6540311518865858,0.013789588262118721
62,412.0,0.6428844310033471,0.013608338541583954
63,413.0,0.6351401471983785,0.013274304663819863
64,414.0,0.6271302185266159,0.013006421226319639
65,415.0,0.6212491087275663,0.012734565769948188
66,416.0,0.6155986050187807,0.01244076559382055
67,417.0,0.6097396270352418,0.011973559810293605
68,418.0,0.6021869469050842,0.011981135202258745
69,419.0,0.5927641546333313,0.01162652939984206
70,420.0,0.583053109907273,0.011381622434038669
71,421.0,0.5735808080819287,0.011302541636883505
72,422.0,0.5620678276925574,0.011095391878166964
73,423.0,0.5513967636854975,0.010996247393047078
74,424.0,0.5410211442011785,0.010847834926160708
75,425.0,0.5325104753240184,0.010723363162027589
76,426.0,0.524212497053846,0.010700012814012347
77,427.0,0.5166815832246404,0.010393486376926114
78,428.0,0.5098140712693077,0.010004820397256873
79,429.0,0.5031341165694558,0.009728934070790271
80,430.0,0.4957586139431476,0.009690988868883053
81,431.0,0.4903322976357627,0.009656873617728656
82,432.0,0.48519395319204683,0.009313242451734285
83,433.0,0.4807548520048305,0.00930394186030062
84,434.0,0.47636238576201234,0.009233942527904507
85,435.0,0.47138148189055545,0.008997160443253046
86,436.0,0.46685151282016024,0.008876011760806615
87,437.0,0.4629133798041627,0.008557640826388817
88,438.0,0.4598545642454642,0.008449768328875779
89,439.0,0.45858986147834596,0.008319623589295541
90,440.0,0.45670500581044216,0.008089140765973429
91,441.0,0.4528520886217828,0.008092205057073166
92,442.0,0.4476600216973505,0.00800231915731146
93,443.0,0.4423223419617181,0.007751496727857711
94,444.0,0.4377283226169205,0.007597447327271782
95,445.0,0.43201372926599413,0.007326053938024447
96,446.0,0.42655659922636946,0.007318307176584858
97,447.0,0.4225435184600906,0.007283770091051269
98,448.0,0.4183270200163199,0.0072255718382482
99,449.0,0.41451028098795917,0.007147534967898077
100,450.0,0.41036023894432794,0.007051206625981999
101,451.0,0.40649834652112665,0.0067956917079239265
102,452.0,0.40287647197336746,0.0067277454316935865
103,453.0,0.39891516391138127,0.00670603454253516
104,454.0,0.3954193804009416,0.0066493081306293455
105,455.0,0.3923314773131803,0.006589338235071344
106,456.0,0.388929300269253,0.006501326977394713
107,457.0,0.384916273115744,0.006433163683279856
108,458.0,0.3800579806259874,0.006377623793229862
109,459.0,0.3749459039969474,0.006237408125600418
110,460.0,0.37040009704331656,0.0062663406055979125
111,461.0,0.36644112301974463,0.006197127342867512
112,462.0,0.3631538199995065,0.006085821540363247
113,463.0,0.3595362705749885,0.00602618129359094
114,464.0,0.35514758220421005,0.005959725443308496
115,465.0,0.35104182822079066,0.005872940677916395
116,466.0,0.34682896972504806,0.0058341663195273785
117,467.0,0.3428855911056873,0.005786701158548696
118,468.0,0.33941244132381804,0.005681151342132666
119,469.0,0.33625445178989954,0.005675874508227528
120,470.0,0.3334791082697641,0.00560378100128159
121,471.0,0.33129969277940063,0.005614231438529107
122,472.0,0.3291654464572009,0.005585838709234335
123,473.0,0.3279137419723893,0.005508830326558245
124,474.0,0.325897264022696,0.005435140349451192
125,475.0,0.323179310806103,0.00545695949917028
126,476.0,0.320222310617367,0.0053972016512014425
127,477.0,0.3168621555794154,0.005364103077577319
128,478.0,0.31384885184453043,0.005392231632469944
129,479.0,0.3110184811174664,0.005380874978527699
130,480.0,0.30823010946829826,0.005319815518869593
131,481.0,0.30499455029073286,0.0053099133597914044
132,482.0,0.3017355387977382,0.005295591214523314
133,483.0,0.2983374625735148,0.005253162645733836
134,484.0,0.2952785342253451,0.005146523237357679
135,485.0,0.29285700344037546,0.00505364131528472
136,486.0,0.29070232509926197,0.005110626150414291
137,487.0,0.28790034333625275,0.005129189743893481
138,488.0,0.2857128051278925,0.00515012917583699
139,489.0,0.2832529021441935,0.005171703191338471
140,490.0,0.28060929410779994,0.0050604153142913425
141,491.0,0.2789132766150113,0.005017761088730754
142,492.0,0.27691174444624733,0.004922653914486
143,493.0,0.27518610244912073,0.0049343944394420036
144,494.0,0.27325825714522317,0.004937916877397615
145,495.0,0.2721227569476471,0.004912759436169098
146,496.0,0.27049960898961656,0.0049154934725086155
147,497.0,0.26818206833354424,0.004819051278028783
148,498.0,0.2648322008184599,0.004756179487669339
149,499.0,0.26162475871442314,0.004757640276585464
150,500.0,0.2588423383275497,0.0046793652187986775
151,501.0,0.2562912764634051,0.004732686287805338
152,502.0,0.2547277537035257,0.004693319337470905
153,503.0,0.2525173661224665,0.004620349800845941
154,504.0,0.25041431701922445,0.00467041953645191
155,505.0,0.2480121981624013,0.004642156491253796
156,506.0,0.24605979258233218,0.004690018756811762
157,507.0,0.24459179837923972,0.004557409462169942
158,508.0,0.24349001783494323,0.00456902037486915
159,509.0,0.24259083126043926,0.00458134383511049
160,510.0,0.24188890654574144,0.0045864071636092865
161,511.0,0.24137891158086278,0.004623835134911081
162,512.0,0.24105551425581623,0.00462447403909225
163,513.0,0.24091338246061483,0.004658182780840492
164,514.0,0.24094718408527155,0.004640092611859086
165,515.0,0.24115158701979938,0.00469934779355382
166,516.0,0.24152125915421135,0.004718358664228974
167,517.0,0.2420508683785204,0.004795096395645608
168,518.0,0.24273508258273957,0.004791460917449486
169,519.0,0.24356856965688184,0.00478002993726327
