,wavelength,throu,errthrou,sedtoa,errsedtoa
0,370.0,0.03510098324244019,0.003063480979571136,1.9035896488833045e-11,1.6613810051940562e-12
1,383.265306122449,0.033823655421193324,0.00199485790307584,3.3851304832899346e-11,1.9964886152732738e-12
2,396.53061224489795,0.04906057486520172,0.002219764608927905,4.8280166612287024e-11,2.1844547368953204e-12
3,409.7959183673469,0.06435940134746904,0.0013585622666525978,5.7346137923546146e-11,1.2105193256936521e-12
4,423.0612244897959,0.07839182976396614,0.001588429767465528,6.2372203182029e-11,1.2638289537959432e-12
5,436.3265306122449,0.08738759642767056,0.0013714124103177848,6.274340977770543e-11,9.846602304254858e-13
6,449.59183673469386,0.09771655533150707,0.0017615369407016476,6.319985447448002e-11,1.1393041632103946e-12
7,462.8571428571429,0.10430315654950395,0.0012504538415154486,6.086563526294412e-11,7.29696683673267e-13
8,476.1224489795918,0.10779060448949242,0.0014989225072138564,5.638873467042942e-11,7.841346094228122e-13
9,489.38775510204084,0.10908875503696969,0.0017815044034163506,5.2007225674393404e-11,8.493185344080671e-13
10,502.65306122448976,0.11015807167358627,0.001957374354931256,4.8025425743974776e-11,8.533531434215528e-13
11,515.9183673469388,0.11344020103672998,0.0015260038159587153,4.504699030729245e-11,6.059745881808347e-13
12,529.1836734693877,0.11261376067016178,0.0016234686141632891,4.0744824857539465e-11,5.873877575187144e-13
13,542.4489795918367,0.11156972180380083,0.0017966163962722524,3.6790403965995216e-11,5.924388975982457e-13
14,555.7142857142858,0.10887920811439096,0.0019438404327791383,3.2781464018397564e-11,5.852534777595733e-13
15,568.9795918367347,0.10898211912799384,0.002074598363342926,3.009555974228434e-11,5.729031467254209e-13
16,582.2448979591836,0.10985448720332473,0.0015015719833361319,2.7771840418677057e-11,3.7960595474979706e-13
17,595.5102040816327,0.1081004580465416,0.0013485924856839787,2.5121344518390503e-11,3.133978991392784e-13
18,608.7755102040817,0.10823152843925841,0.0013867678861916332,2.32539166746542e-11,2.979518568906161e-13
19,622.0408163265306,0.10781418781865965,0.0012675923580143574,2.134118577280529e-11,2.5091246842273925e-13
20,635.3061224489795,0.10521708435189507,0.002000679736412804,1.9236416393206054e-11,3.6577623031609176e-13
21,648.5714285714286,0.1033141762120236,0.002135947443668285,1.7323100207007843e-11,3.5814283150874864e-13
22,661.8367346938776,0.1024539606720278,0.0021204713774056593,1.587854136729874e-11,3.2863534277695675e-13
23,675.1020408163265,0.10490663621309314,0.0014780778275700535,1.5255330707148256e-11,2.1493936784592275e-13
24,688.3673469387755,0.1026693817460296,0.002489511551198044,1.3923561866802812e-11,3.376164101871264e-13
25,701.6326530612246,0.10321593253081866,0.004986467546189672,1.2998761114236127e-11,6.279834793669779e-13
26,714.8979591836735,0.10479100231320122,0.006554803291449498,1.2283317759045337e-11,7.68336306549169e-13
27,728.1632653061224,0.10258831468870835,0.006803874840478865,1.1238700862378046e-11,7.453745026344469e-13
28,741.4285714285714,0.09764762246968868,0.006595277467807849,9.993332122790671e-12,6.749657238016296e-13
29,754.6938775510205,0.0924193004572992,0.007550886691421565,8.851859632576372e-12,7.232189462939589e-13
30,767.9591836734694,0.09053332795945769,0.007490635184757851,8.129903292542609e-12,6.726599035337524e-13
31,781.2244897959183,0.09318953240424917,0.007085436459411565,7.858091984253407e-12,5.974706601714862e-13
32,794.4897959183673,0.09430826424300572,0.006680551829095895,7.457683988206117e-12,5.282829114514692e-13
33,807.7551020408164,0.08932452389593334,0.005344209293015808,6.628259894565795e-12,3.965630778657325e-13
34,821.0204081632653,0.08516801494008955,0.004652568441132007,5.926039831984039e-12,3.23728408165611e-13
35,834.2857142857142,0.08110037320120334,0.0038667080454190513,5.309765397503691e-12,2.5315928609697904e-13
36,847.5510204081633,0.08255267584515788,0.002980491638664619,5.094223064571882e-12,1.839224361173693e-13
37,860.8163265306123,0.07804307571067438,0.002543225987751054,4.551612397571975e-12,1.4832550908922787e-13
38,874.0816326530612,0.07564467726036794,0.002783139480913725,4.166347315939933e-12,1.5328938037873725e-13
39,887.3469387755102,0.07335466652773671,0.0027960694684674146,3.8319532089864816e-12,1.4606306427951012e-13
40,900.6122448979592,0.06959530343713638,0.002665133935655725,3.4538891625319723e-12,1.322657817760964e-13
41,913.8775510204082,0.0652400949864804,0.0027153478742509983,3.051348301630713e-12,1.2699969437735085e-13
42,927.1428571428571,0.057430071652221866,0.0028716926530922555,2.566884076135473e-12,1.2835265446673973e-13
43,940.4081632653061,0.049262494619441224,0.00281251702372953,2.087635770476969e-12,1.191882625752376e-13
44,953.6734693877551,0.04528259427969913,0.002529969765660271,1.8137690615475237e-12,1.0133652809866632e-13
45,966.9387755102041,0.037994925104423635,0.0026098517612112215,1.447032989926219e-12,9.939594793016162e-14
46,980.204081632653,0.029781122266546157,0.002588406020929854,1.0919074300105075e-12,9.490239289310096e-14
47,993.469387755102,0.024276734776079903,0.002578576083907732,8.355017690094777e-13,8.874360162113716e-14
48,1006.7346938775511,0.020711403071167346,0.0029294693859217734,6.120097171658109e-13,8.656408859232519e-14
49,1020.0,0.02956549450062815,0.005157818342725638,4.327453201481701e-13,7.54941457157596e-14
