,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
0,0,2021-07-08T02:50:31.569,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000234_quickLookExp.fits,234,HD160617,RG610,holo4_003,1.02229974410899,5.0,-1.58831667900085,,742.4,12.1,6.0,3.8,600.0,2000.0,,,    ,1.0,1.0
1,1,2021-07-08T02:51:12.101,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000235_quickLookExp.fits,235,HD160617,RG610,holo4_003,1.02202032617541,5.0,-1.78831660747528,,742.4,12.1,6.0,4.4,600.0,1900.0,,,    ,1.0,1.0
2,2,2021-07-08T02:51:21.256,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000236_quickLookExp.fits,236,HD160617,RG610,holo4_003,1.0219576941755,5.0,-1.738316655159,,742.4,12.1,6.0,4.4,600.0,1900.0,,,    ,1.0,1.0
3,3,2021-07-08T02:51:30.934,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000237_quickLookExp.fits,237,HD160617,RG610,holo4_003,1.02189270597005,5.0,-1.68831670284271,,742.4,12.1,6.0,4.4,600.0,1900.0,,,    ,1.0,1.0
4,4,2021-07-08T02:51:40.885,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000238_quickLookExp.fits,238,HD160617,RG610,holo4_003,1.02182567164828,5.0,-1.63831663131714,,742.45,12.1,6.0,4.9,600.0,1900.0,,,    ,1.0,1.0
5,5,2021-07-08T02:51:50.381,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000239_quickLookExp.fits,239,HD160617,RG610,holo4_003,1.02176271389285,5.0,-1.58831667900085,,742.45,12.1,6.0,4.9,600.0,1900.0,,,    ,1.0,1.0
6,6,2021-07-08T02:51:59.759,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000240_quickLookExp.fits,240,HD160617,RG610,holo4_003,1.02170008046765,5.0,-1.53831660747528,,742.45,12.1,6.0,4.9,600.0,1900.0,,,    ,1.0,1.0
7,7,2021-07-08T02:52:10.113,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000241_quickLookExp.fits,241,HD160617,RG610,holo4_003,1.02163116456415,5.0,-1.488316655159,,742.45,12.1,6.0,4.9,600.0,1900.0,,,    ,1.0,1.0
8,8,2021-07-08T02:52:19.262,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000242_quickLookExp.fits,242,HD160617,RG610,holo4_003,1.02157217639222,5.0,-1.43831658363342,,742.45,12.1,6.0,4.9,600.0,1900.0,,,    ,1.0,1.0
9,9,2021-07-08T02:52:29.022,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000243_quickLookExp.fits,243,HD160617,RG610,holo4_003,1.02150790663861,5.0,-1.38831663131714,,742.45,12.1,6.0,4.9,600.0,1900.0,,,    ,1.0,1.0
10,10,2021-07-08T03:09:18.381,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000244_quickLookExp.fits,244,HD160617,RG610,holo4_003,1.0165785666983,0.5,-1.58831667900085,,742.5,12.1,5.0,4.2,1300.0,3300.0,,,    ,1.0,1.0
11,11,2021-07-08T03:09:51.483,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000245_quickLookExp.fits,245,HD160617,RG610,holo4_003,1.01658700815833,0.5,-1.58831667900085,,742.5,12.1,5.0,5.2,250.0,2200.0,,,    ,1.0,1.0
12,12,2021-07-08T03:10:22.899,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000246_quickLookExp.fits,246,HD160617,RG610,holo4_003,1.01649348268348,0.5,-1.58831667900085,,742.5,12.1,5.0,5.2,250.0,2200.0,,,    ,1.0,1.0
13,13,2021-07-08T03:10:54.635,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_RG610_HD160617_20210707_000247_quickLookExp.fits,247,HD160617,RG610,holo4_003,1.01641268861792,0.5,-1.58831667900085,,742.5,12.1,5.0,4.3,250.0,2200.0,,,    ,1.0,1.0
14,14,2021-07-08T03:14:25.113,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_empty_HD160617_20210707_000248_quickLookExp.fits,248,HD160617,empty_1,holo4_003,1.01585971751453,2.0,-1.58831667900085,,742.55,12.1,5.0,3.9,1400.0,3300.0,,,    ,1.0,1.0
15,15,2021-07-08T03:18:49.728,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_empty_HD160617_20210707_000249_quickLookExp.fits,249,HD160617,empty_1,holo4_003,1.01552268941817,2.0,-1.58831667900085,,742.5,12.0,5.0,4.9,1400.0,3300.0,,,    ,1.0,1.0
16,16,2021-07-08T03:22:35.058,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_empty_HD160617_20210707_000250_quickLookExp.fits,250,HD160617,empty_1,holo4_003,1.01553138653103,2.0,-1.58831667900085,,742.6,12.2,4.0,4.2,400.0,2200.0,,,    ,1.0,1.0
17,17,2021-07-08T03:27:28.637,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_empty_HD160617_20210707_000251_quickLookExp.fits,251,HD160617,empty_1,holo4_003,1.01568339265981,2.0,-1.58831667900085,,742.55,12.2,5.0,3.8,400.0,2200.0,,,    ,1.0,1.0
18,18,2021-07-08T03:31:49.398,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_empty_HD160617_20210707_000252_quickLookExp.fits,252,HD160617,empty_1,holo4_003,1.0160778730533,2.0,-1.58831667900085,,742.5,12.1,5.0,5.0,400.0,2200.0,,,    ,1.0,1.0
19,19,2021-07-08T03:33:02.383,/Users/dagoret/DATA/AuxTelData2021/holo/quickLookExp/2021-07-07,holo4_003_empty_HD160617_20210707_000253_quickLookExp.fits,253,HD160617,empty_1,holo4_003,1.01626858982149,20.0,-1.58831667900085,,742.5,12.2,5.0,4.8,0.0,3200.0,,,    ,1.0,1.0
