ccdVisitId,visitId,physical_filter,band,ra,dec,zenithDistance,zeroPoint,psfSigma,skyBg,skyNoise,astromOffsetMean,astromOffsetStd,nPsfStar,psfStarDeltaE1Median,psfStarDeltaE2Median,psfStarDeltaE1Scatter,psfStarDeltaE2Scatter,psfStarDeltaSizeMedian,psfStarDeltaSizeScatter,psfStarScaledDeltaSizeScatter,psfTraceRadiusDelta,maxDistToNearestPsf,decl,detector,seeing,skyRotation,expMidpt,expMidptMJD,expTime,obsStart,obsStartMJD,darkTime,xSize,ySize,llcra,llcdec,ulcra,ulcdec,urcra,urcdec,lrcra,lrcdec,nightObs,Time,airmass,tractID,patchID,selectedFlag,dayobsMJD
41389473792,2023070600320,SDSSi_65mm~empty,i,270.24642458396374,-24.960633138986,23.104092,26.770151,5.5583744,33.432877,8.965555,0.019210745,0.011807031,111,0.0056601823,-0.00041268952,0.02179239,0.023905521,-0.0062720594,0.07764671,0.013961295,0.22563492,1064.8811,-24.960633138986,0,1.252583231711674,180.001115617559,2023-07-07 02:04:30.360000,60132.0864625,30.0,2023-07-07 02:04:15.360000,60132.086288888895,30.2358,4071,3999,270.30533428917005,-24.906766219019758,270.1860015903023,-24.908152342854617,270.18746331718864,-25.014476857474424,270.3068991046194,-25.013089530575197,20230706,2023-07-07 02:04:15.360000,1.0872005780169567,5634,91,False,60132
41389474048,2023070600321,SDSSg_65mm~empty,g,270.24665106349926,-24.960592652289865,22.945398,26.98237,7.547815,13.091506,7.88897,0.040895257,0.022961939,58,0.0061588436,0.014980311,0.03022049,0.017335163,0.08751547,0.10705637,0.013891698,0.42926723,1171.4308,-24.960592652289865,0,1.7011066247171347,180.001031238268,2023-07-07 02:05:14.721002,60132.08697593752,30.0,2023-07-07 02:04:59.721002,60132.08680232641,30.2396,4071,3999,270.3055714585185,-24.9067160670257,270.18622937182045,-24.908104584400643,270.1876790880577,-25.014446027986796,270.30712428785625,-25.013056316491785,20230706,2023-07-07 02:04:59.721002,1.0859215984032748,5634,91,False,60132
41389474304,2023070600322,SDSSr_65mm~empty,r,270.24663587631886,-24.960598973021177,22.786669,27.07197,7.1477304,17.983204,8.236156,0.03189511,0.022373816,103,0.005603765,-0.00045596436,0.022518124,0.011536154,0.0649973,0.090865,0.012570134,0.46032193,879.035,-24.960598973021177,0,1.6106622266604036,180.000968657401,2023-07-07 02:05:59.043996,60132.08748893514,30.0,2023-07-07 02:05:44.043996,60132.08731532403,30.2419,4071,3999,270.3055422592506,-24.906742508579768,270.1862075504811,-24.908120554903494,270.18767794431864,-25.01443223908827,270.30711573086563,-25.01305298195771,20230706,2023-07-07 02:05:44.043996,1.084653647212031,5634,91,False,60132
41389474560,2023070600323,SDSSr_65mm~empty,r,239.95157229639145,-23.985244348588324,8.009718,27.179901,7.6824636,14.507247,7.914551,0.02848621,0.02083242,23,-0.0016398132,-0.0026317984,0.0120047135,0.013088765,0.09949561,0.03942265,0.004987342,0.62310386,2146.6377,-23.985244348588324,0,1.7312364098707353,0.00233059487975401,2023-07-07 02:07:54.168991,60132.088821400364,30.0,2023-07-07 02:07:39.168991,60132.088647789256,30.226,4071,3999,239.89309090849906,-24.039108951958855,240.01158723473247,-24.03769248502617,240.01000476752046,-23.931357598425002,239.89160623039854,-23.932772880304594,20230706,2023-07-07 02:07:39.168991,1.0098516590204631,5615,314,False,60132
41389475072,2023070600325,SDSSi_65mm~empty,i,239.95162777428942,-23.985173472166114,8.22233,27.051544,6.2689834,26.941793,8.488036,0.029523991,0.016792303,22,0.008320009,-0.0054873507,0.017165327,0.014013613,-0.00046268216,0.060337916,0.009775792,0.7634803,2160.8877,-23.985173472166114,0,1.412710463376678,0.00095498501743497,2023-07-07 02:09:22.744500,60132.08984657986,30.0,2023-07-07 02:09:07.744500,60132.08967296875,30.2267,4071,3999,239.8931443724515,-24.03903816841,240.01164518233193,-24.03761745683783,240.0100622570817,-23.93128662827662,239.891659238853,-23.932706155771214,20230706,2023-07-07 02:09:07.744500,1.0103861957439697,5615,314,False,60132
41389475328,2023070600326,SDSSi_65mm~empty,i,270.262640542779,-24.960609961200422,21.646517,26.860748,7.1159816,40.235695,9.3198595,0.027566817,0.019462174,72,0.0030610487,0.0016471297,0.014029319,0.013566868,0.0028405895,0.11868068,0.01634011,0.24855304,921.95105,-24.960609961200422,0,1.6035950340575764,180.001073741497,2023-07-07 02:11:21.715506,60132.091223559095,30.0,2023-07-07 02:11:06.715506,60132.09104994799,30.2462,4071,3999,270.3215465218442,-24.9067391407023,270.2022188134124,-24.90812816618614,270.203683002088,-25.014457582835316,270.3231137993753,-25.013067353044303,20230706,2023-07-07 02:11:06.715506,1.075873493123238,5634,91,False,60132
41389475584,2023070600327,SDSSg_65mm~empty,g,270.2627942440371,-24.960615414437438,21.487883,26.530272,7.741345,18.630756,8.148051,0.031771053,0.020541465,35,0.018025286,0.018535133,0.018635096,0.018932372,0.17251155,0.13582903,0.01696528,4.8689303,1382.3127,-24.960615414437438,0,1.7448908045562437,180.001104922849,2023-07-07 02:12:06.180009,60132.09173819455,30.0,2023-07-07 02:11:51.180009,60132.09156458344,30.2358,4071,3999,270.32171536666226,-24.906734827730897,270.2023673396322,-24.908116242553557,270.20382153677417,-25.01447279070407,270.3232726967486,-25.01309017859268,20230706,2023-07-07 02:11:51.180009,1.0746967343058869,5634,91,False,60132
41389475840,2023070600328,SDSSr_65mm~empty,r,270.2628056028681,-24.960598371714404,21.329718,25.968567,7.334415,27.555534,8.57459,0.033348,0.023977226,54,-0.007079549,0.00081919134,0.019810285,0.014024437,0.022972297,0.12051324,0.016309772,0.45595503,1315.32,-24.960598371714404,0,1.6527414824832676,180.000922339552,2023-07-07 02:12:50.498492,60132.092251139955,30.0,2023-07-07 02:12:35.498492,60132.09207752885,30.2371,4071,3999,270.321710153401,-24.906738414951395,270.2023826691243,-24.908115412849234,270.20384950177163,-25.01443513131989,270.32328006546743,-25.013056925996022,20230706,2023-07-07 02:12:35.498492,1.0735342000201236,5634,91,False,60132
41389476608,2023070600331,SDSSi_65mm~empty,i,239.96771798118348,-23.985083796488542,9.298275,26.878435,7.3932223,26.076914,8.4439335,0.036840618,0.018837769,15,-0.0029879734,-0.008378074,0.0076440554,0.0104971165,0.05570926,0.09114205,0.011938752,4.8121357,1548.9623,-23.985083796488542,0,1.6658672308884386,0.000801889684283429,2023-07-07 02:16:17.766493,60132.09465007515,30.0,2023-07-07 02:16:02.766493,60132.094476464044,30.2351,4071,3999,239.90924105641278,-24.03894469604157,240.02772272408245,-24.03752455610539,240.02614599604712,-23.931200754195036,239.90776209807237,-23.932619715679028,20230706,2023-07-07 02:16:02.766493,1.0133143615991949,5615,313,True,60132
41389476864,2023070600332,SDSSi_65mm~empty,i,239.98392062944487,-23.9850856188448,9.416556,26.925182,7.7371573,26.607908,8.463481,0.03463705,0.021648161,18,-0.0024096295,-0.01208207,0.014233802,0.0069016954,0.11360893,0.20413241,0.02573353,5.0252414,2134.372,-23.9850856188448,0,1.7435028258041616,0.000647745266289091,2023-07-07 02:17:04.133010,60132.09518672465,30.0,2023-07-07 02:16:49.133010,60132.09501311354,30.2364,4071,3999,239.92543933820446,-24.038945009672723,240.04393569113395,-24.037531683491736,240.04235300840872,-23.93120408204145,239.92395444073256,-23.93261622484273,20230706,2023-07-07 02:16:49.133010,1.0136591325680755,5615,313,True,60132
41389477376,2023070600334,SDSSr_65mm~empty,r,239.98386438469245,-23.984925850998902,9.667078,26.684578,7.391021,19.12858,8.122012,0.026030809,0.014052097,15,-0.0022169035,-0.0015835222,0.02086156,0.009753513,0.03437442,0.102263644,0.013618622,4.6859756,2128.853,-23.984925850998902,0,1.665623122891964,0.000557568668611541,2023-07-07 02:18:32.782501,60132.09621276043,30.0,2023-07-07 02:18:17.782501,60132.09603914932,30.2453,4071,3999,239.9253819442446,-24.038792832142068,240.04388200936228,-24.037376019374705,240.04229790518028,-23.93103672330946,239.92389563900323,-23.93245235179731,20230706,2023-07-07 02:18:17.782501,1.0144044212034578,5615,313,True,60132
41389477632,2023070600335,SDSSr_65mm~empty,r,270.2133099999479,-25.049457737283213,19.60193,26.669329,7.6543746,25.390974,8.508193,0.03934789,0.02237692,59,0.022129595,0.011356562,0.025416797,0.025738264,0.13492575,0.13604805,0.016931085,0.2811337,1320.8103,-25.049457737283213,0,1.7248381731925804,180.001061777831,2023-07-07 02:20:35.415501,60132.09763212385,30.0,2023-07-07 02:20:20.415501,60132.09745851274,30.2352,4071,3999,270.2722543858906,-24.995597569271048,270.1528338186573,-24.996981712219835,270.15431382058864,-25.103294614762362,270.2738379589951,-25.101909251897084,20230706,2023-07-07 02:20:20.415501,1.0615191209757164,5634,72,False,60132
41389477888,2023070600336,SDSSg_65mm~empty,g,270.21347586273106,-25.049421568784904,19.444492,26.681181,7.94631,21.636148,8.284104,0.036812823,0.02054831,32,0.0060970485,0.008913755,0.021566516,0.025359731,0.16718768,0.06463642,0.0077729565,0.3750201,1334.429,-25.049421568784904,0,1.7908309917931813,180.001069302065,2023-07-07 02:21:19.783499,60132.098145642354,30.0,2023-07-07 02:21:04.783499,60132.097972031246,30.2412,4071,3999,270.2724244490601,-24.995540559121345,270.1530095213636,-24.9969366769149,270.1544754591946,-25.103279284725332,270.2739939817921,-25.101881957931415,20230706,2023-07-07 02:21:04.783499,1.0604853797280847,5634,72,False,60132
41389478144,2023070600337,SDSSi_65mm~empty,i,270.2134429064722,-25.0493318183693,19.287167,26.759851,7.725328,45.398388,9.474482,0.034455452,0.023324082,55,0.0037389994,0.012197383,0.026573174,0.033943076,0.036292404,0.15133853,0.01944185,0.47947893,1150.008,-25.0493318183693,0,1.740795982083945,180.001016063394,2023-07-07 02:22:04.102505,60132.09865859381,30.0,2023-07-07 02:21:49.102505,60132.0984849827,30.2267,4071,3999,270.2723861549214,-24.995469404246784,270.15297225762185,-24.996855954305374,270.1544478628038,-25.10317094379617,270.27396532756507,-25.101783176276847,20230706,2023-07-07 02:21:49.102505,1.0594623697586136,5634,72,False,60132
41389478400,2023070600338,SDSSi_65mm~empty,i,240.0000889567334,-23.98471993269118,10.634945,26.736332,5.964709,35.557404,8.828048,0.02580697,0.015438393,17,0.00028868578,-0.0039683916,0.022554208,0.009107622,-0.0002046184,0.1248266,0.020734923,0.9811824,1583.3958,-23.98471993269118,0,1.3440602502656942,0.000491001949992991,2023-07-07 02:24:06.018498,60132.10006965855,30.0,2023-07-07 02:23:51.018498,60132.09989604744,30.2375,4071,3999,239.9416071989931,-24.038579753519933,240.06009657822952,-24.037165859512776,240.0585218015897,-23.930837966403843,239.94013020198878,-23.9322506832704,20230706,2023-07-07 02:23:51.018498,1.0174772331895912,5615,313,True,60132
41389479680,2023070600343,SDSSi_65mm~empty,i,240.0162502970927,-23.984850936680672,11.309272,26.199787,5.619209,44.940567,9.217622,0.031152546,0.020668197,14,-0.011747872,-0.017444964,0.022980865,0.018804038,-0.038592584,0.059269257,0.01065522,0.46891245,2007.6719,-23.984850936680672,0,1.2662346823092372,0.000508345918728679,2023-07-07 02:27:50.069499,60132.102662841426,30.0,2023-07-07 02:27:35.069499,60132.10248923032,30.2393,4071,3999,239.95776489103523,-24.038716090030004,240.07625185133392,-24.037298552304307,240.07468678232783,-23.93096363478501,239.95629760595898,-23.9323800025755,20230706,2023-07-07 02:27:35.069499,1.019801550977158,5615,313,True,60132
41389479936,2023070600344,SDSSi_65mm~empty,i,240.0324952153949,-23.984864367696566,11.442676,26.196606,6.776486,44.342983,9.192156,0.026875487,0.0169671,12,0.0010682307,-0.013812691,0.00849882,0.014751948,0.03705904,0.044700045,0.0065851137,3.9969163,2199.924,-23.984864367696566,0,1.5269242091188533,0.00036217970964085,2023-07-07 02:28:36.809002,60132.1032038079,30.0,2023-07-07 02:28:21.809002,60132.10303019679,30.2357,4071,3999,239.9740146982359,-24.03872747922012,240.09249805797228,-24.037304334581325,240.09092681764807,-23.930979111316944,239.97254122994187,-23.93240108136738,20230706,2023-07-07 02:28:21.809002,1.020279398079841,5615,313,True,60132
41389480448,2023070600346,SDSSr_65mm~empty,r,240.03258471429876,-23.984906003149522,11.72076,26.121809,6.237367,28.409777,8.531802,0.029264478,0.01669248,15,-4.849583e-05,-0.0016957894,0.008188285,0.00959598,0.00867003,0.016858052,0.0026717153,0.3105716,3144.1165,-23.984906003149522,0,1.4055072745693846,0.000118242700248539,2023-07-07 02:30:05.516996,60132.104230520796,30.0,2023-07-07 02:29:50.516996,60132.10405690969,30.2362,4071,3999,239.97410389649144,-24.038758571036784,240.09259691842058,-24.037357289212885,240.09101662643516,-23.93103129013181,239.97262138577324,-23.93243139052155,20230706,2023-07-07 02:29:50.516996,1.0212947418017828,5615,313,True,60132
41389480704,2023070600347,SDSSr_65mm~empty,r,240.04883092428315,-23.984832994427506,11.856948,26.191275,6.03692,28.541962,8.500933,0.03114059,0.021832004,11,-0.0060865805,0.00944861,0.013892169,0.025079334,0.009760509,0.027413502,0.0044950973,0.12620589,2354.7385,-23.984832994427506,0,1.360183058883988,0.000308599790321441,2023-07-07 02:30:52.519495,60132.104774531195,30.0,2023-07-07 02:30:37.519495,60132.10460092009,30.2371,4071,3999,239.9903574680052,-24.038682044984125,240.1088368974271,-24.03727543167215,240.10725548404403,-23.93096180470186,239.9888738127935,-23.932367235111343,20230706,2023-07-07 02:30:37.519495,1.0218015138450292,5615,312,False,60132
41389481216,2023070600349,SDSSi_65mm~empty,i,240.0487850275469,-23.98487186423174,12.139002,26.500381,7.4705253,42.857315,9.128638,0.032621764,0.019156286,12,-0.00068965554,-0.017457634,0.014641426,0.011663534,0.0392919,0.03343108,0.0044044554,4.687045,1706.9894,-23.98487186423174,0,1.6834264095076836,0.000211307499634342,2023-07-07 02:32:21.266000,60132.10580168981,30.0,2023-07-07 02:32:06.266000,60132.1056280787,30.2376,4071,3999,239.99030111363518,-24.038732020449633,240.1087967079762,-24.037318607028162,240.10722002629154,-23.930989560655316,239.98882221783924,-23.93240179517982,20230706,2023-07-07 02:32:06.266000,1.022871069123146,5615,312,False,60132
41389481472,2023070600350,SDSSi_65mm~empty,i,270.18046986177785,-24.99049320298234,16.661121,26.506712,6.113226,57.27321,9.928981,0.026194245,0.01790645,83,-0.0009917468,-0.0022661015,0.021324754,0.020294895,0.0132514015,0.07509033,0.012236396,0.37446237,1364.5944,-24.99049320298234,0,1.3775225770960022,180.001063515763,2023-07-07 02:34:26.714500,60132.107253640046,30.0,2023-07-07 02:34:11.714500,60132.10708002894,30.2396,4071,3999,270.2393814867692,-24.936625909126985,270.12002766851333,-24.938021076825496,270.1215066045634,-25.04433727196162,270.2409636607544,-25.042940888209042,20230706,2023-07-07 02:34:11.714500,1.0438225236562522,5634,92,False,60132
41389481728,2023070600351,SDSSg_65mm~empty,g,270.18069581757226,-24.99048508671822,16.50578,26.620079,7.418543,26.809088,8.499867,0.03393966,0.024229132,41,-0.001827443,0.0009198189,0.018179089,0.018871294,0.008820547,0.10021927,0.01342186,0.31008074,1324.7894,-24.99048508671822,0,1.6719187133245486,180.00093246784,2023-07-07 02:35:11.153991,60132.10776798601,30.0,2023-07-07 02:34:56.153991,60132.1075943749,30.2284,4071,3999,270.23962260781315,-24.936605557471925,270.12025279520685,-24.93800592063406,270.12171736897034,-25.044341380165264,270.2411904525955,-25.04293981062212,20230706,2023-07-07 02:34:56.153991,1.0429800804540024,5634,92,False,60132
41389481984,2023070600352,SDSSr_65mm~empty,r,270.18071639631233,-24.99042661398146,16.35102,26.415464,7.8633285,36.93343,8.975828,0.034129083,0.02249218,59,0.017372847,0.008551896,0.0064837937,0.019412013,0.21267638,0.0788268,0.009359422,0.41876295,1157.3898,-24.99042661398146,0,1.7719664590700308,180.000959555616,2023-07-07 02:35:55.426992,60132.108280404995,30.0,2023-07-07 02:35:40.426992,60132.10810679389,30.2357,4071,3999,270.2396371755388,-24.93655581763043,270.12027772698485,-24.937952753728386,270.1217439729981,-25.044274178869927,270.24120666943844,-25.04287603580543,20230706,2023-07-07 02:35:40.426992,1.0421497649105838,5634,92,False,60132
41389482240,2023070600353,SDSSr_65mm~empty,r,270.1480981460078,-25.049621198456222,16.137238,26.44428,6.90826,37.756096,9.0148115,0.031001763,0.02387507,78,0.0072315484,-0.004097201,0.022660913,0.020231081,0.01779605,0.086590864,0.012311182,0.40415123,1089.701,-25.049621198456222,0,1.5568086234327134,180.000900104888,2023-07-07 02:36:42.313492,60132.10882307282,30.0,2023-07-07 02:36:27.313492,60132.10864946171,30.239,4071,3999,270.2070443945409,-24.995749523183605,270.0876203334087,-24.997146116521684,270.0891000908298,-25.103469581726554,270.2086277365481,-25.10207176792649,20230706,2023-07-07 02:36:27.313492,1.041017419324808,5634,73,False,60132
41389482496,2023070600354,SDSSg_65mm~empty,g,270.14824448690774,-25.04960400397555,15.98253,26.65369,7.695212,28.496065,8.567285,0.03402582,0.022285718,39,0.011669561,0.00015969574,0.013305912,0.018766535,0.043488123,0.1260317,0.016094245,0.22601366,2245.598,-25.04960400397555,0,1.733922318225375,180.001095043338,2023-07-07 02:37:26.662490,60132.10933637142,30.0,2023-07-07 02:37:11.662490,60132.10916276031,30.2356,4071,3999,270.20718678367643,-24.995744361332253,270.0877763887773,-24.99713272523143,270.0892503984811,-25.103440357852968,270.208764350657,-25.102050777957043,20230706,2023-07-07 02:37:11.662490,1.0402085356083843,5634,73,False,60132
41389482752,2023070600355,SDSSi_65mm~empty,i,270.1481854701015,-25.049577618634242,15.827399,26.523144,6.9725695,60.508984,10.059218,0.03433442,0.0246968,69,-0.0013732389,-0.00011309236,0.019729035,0.019510932,-0.005564033,0.15982784,0.022972029,0.9937702,1121.999,-25.049577618634242,0,1.571172000927082,180.001022183242,2023-07-07 02:38:11.132493,60132.10985107052,30.0,2023-07-07 02:37:56.132493,60132.10967745941,30.235,4071,3999,270.2071267151679,-24.995702724590885,270.0877198702443,-24.997107973416355,270.08919241951037,-25.103429224911253,270.20870283183496,-25.102022761194114,20230706,2023-07-07 02:37:56.132493,1.0394063075122955,5634,73,False,60132
41389483008,2023070600356,SDSSi_65mm~empty,i,240.06494810092235,-23.984644573724704,13.670291,26.359287,7.226979,53.658234,9.593371,0.02855645,0.016666938,11,-0.008605458,-0.0051709525,0.020866068,0.018904265,0.02120575,0.03898641,0.005385044,4.3929234,2220.5486,-23.984644573724704,0,1.628394219207501,0.000163026886280336,2023-07-07 02:40:15.908005,60132.11129523153,30.0,2023-07-07 02:40:00.908005,60132.11112162042,30.2362,4071,3999,240.00647118468896,-24.03848946993854,240.124950610156,-24.03710154735964,240.12337612188938,-23.930777535903125,240.00499446417282,-23.932164281335005,20230706,2023-07-07 02:40:00.908005,1.029154088099218,5615,312,False,60132
41389483776,2023070600359,SDSSr_65mm~empty,r,270.16434246447034,-25.049794339173893,14.661563,26.258753,7.922047,44.076267,9.272166,0.03656656,0.025657823,51,0.0105379,0.005391568,0.010035073,0.0149015095,0.07706193,0.09616497,0.011905485,0.22818865,1481.4313,-25.049794339173893,0,1.7850543597777484,180.001276802611,2023-07-07 02:43:51.006997,60132.11378480321,30.0,2023-07-07 02:43:36.006997,60132.1136111921,30.232,4071,3999,270.22327947439385,-24.995929150208024,270.10386879152844,-24.99732651469598,270.10535366210644,-25.103636243088538,270.2248679048115,-25.10223765421297,20230706,2023-07-07 02:43:36.006997,1.0336582170826691,5634,73,False,60132
41389484032,2023070600360,SDSSg_65mm~empty,g,270.1645288200744,-25.049787780727858,14.508714,26.27407,8.562094,34.13632,8.782853,0.03756565,0.022036867,32,0.0058002323,0.016203484,0.020963917,0.026220914,0.23011294,0.08643986,0.009810156,5.582667,1702.5852,-25.049787780727858,0,1.929608828374558,180.001175959859,2023-07-07 02:44:35.363493,60132.11429818858,30.0,2023-07-07 02:44:20.363493,60132.11412457747,30.2308,4071,3999,270.2234696718295,-24.995906585486487,270.1040504049147,-24.99730680334513,270.1055361570943,-25.10364568789786,270.2250590193757,-25.10224424457693,20230706,2023-07-07 02:44:20.363493,1.032940951131088,5634,73,False,60132
41389484288,2023070600361,SDSSi_65mm~empty,i,270.1645386155539,-25.049701152053736,14.355937,26.456297,8.293954,66.0077,10.273222,0.035168014,0.024123212,51,0.021063276,0.019449472,0.02251244,0.017109444,0.26347688,0.09986948,0.011397574,5.734326,1595.3352,-25.049701152053736,0,1.8692489556669059,180.00111790552,2023-07-07 02:45:19.732992,60132.114811724445,30.0,2023-07-07 02:45:04.732992,60132.11463811334,30.2258,4071,3999,270.22349180317093,-24.995815446941126,270.1040634205555,-24.997224868026105,270.1055336018151,-25.103563559334262,270.2250655873353,-25.102152925426363,20230706,2023-07-07 02:45:04.732992,1.0322323551484391,5634,73,False,60132
41389485312,2023070600365,SDSSr_65mm~empty,r,270.18050796376474,-25.04491483675857,13.206373,26.311207,5.7854,49.701733,9.478736,0.03349794,0.022608424,79,-0.000112101436,0.004704863,0.011523445,0.016449498,0.012653451,0.050948516,0.008815271,0.4825946,1303.4072,-25.04491483675857,0,1.303822551680001,359.992738414236,2023-07-07 02:51:00.359509,60132.11875416098,30.0,2023-07-07 02:50:45.359509,60132.118580549875,30.227,4071,3999,270.1215099374092,-25.098771134471917,270.2410389570765,-25.09736109999615,270.2394541784196,-24.991035258094794,270.1200287438069,-24.992444071569366,20230706,2023-07-07 02:50:45.359509,1.0271649206007292,5634,73,False,60132
41389485568,2023070600366,SDSSg_65mm~empty,g,270.18057863719963,-25.044837530936157,13.056057,26.475754,6.446884,36.307133,8.8966,0.033436865,0.02468818,36,0.00086562335,-0.004003659,0.014208898,0.0242584,-0.012823544,0.073646106,0.011353916,0.98564684,1522.514,-25.044837530936157,0,1.4528902017344776,0.00142416587608625,2023-07-07 02:51:44.709996,60132.1192674768,30.0,2023-07-07 02:51:29.709996,60132.119093865695,30.2344,4071,3999,270.1215875573325,-25.098691084756737,270.24110581726467,-25.097295129799395,270.2395179141374,-24.99096070183682,270.1201032381856,-24.992355433235275,20230706,2023-07-07 02:51:29.709996,1.0265364695807118,5634,73,False,60132
41389485824,2023070600367,SDSSi_65mm~empty,i,270.18071703529415,-25.044777196060384,12.909804,26.360403,7.1380234,74.84391,10.546727,0.0399355,0.022914529,47,0.0074291825,0.009088889,0.015133425,0.015183199,0.13664438,0.06460225,0.008054265,5.0579195,1637.1895,-25.044777196060384,0,1.6083431852616399,0.00166044415245047,2023-07-07 02:52:27.966999,60132.11976813656,30.0,2023-07-07 02:52:12.966999,60132.11959452545,30.2387,4071,3999,270.1217394026255,-25.09861357543114,270.2412433467379,-25.097224350112988,270.2396428936862,-24.990917551880845,270.120242493808,-24.99230554399386,20230706,2023-07-07 02:52:12.966999,1.0259325190731672,5634,73,False,60132
41389486080,2023070600368,SDSSi_65mm~empty,i,270.19716186809666,-25.044679551401156,12.764575,26.35387,5.699914,77.10623,10.606583,0.030255739,0.022133755,87,-1.7993152e-06,0.0009470135,0.017711414,0.019720446,0.01892922,0.07816431,0.013450913,0.5201925,1218.4133,-25.044679551401156,0,1.2845257201574125,359.992648700904,2023-07-07 02:53:14.926996,60132.120311655046,30.0,2023-07-07 02:52:59.926996,60132.12013804394,30.2377,4071,3999,270.1381684691799,-25.098534533629763,270.25769008800336,-25.097128341299946,270.25610346038917,-24.990801292772165,270.136685421039,-24.992206261904972,20230706,2023-07-07 02:52:59.926996,1.025340104056003,5634,73,False,60132
41389486336,2023070600369,SDSSg_65mm~empty,g,270.19720830933164,-25.044638032849328,12.615268,26.567987,6.2233453,38.90993,8.988495,0.033171352,0.023567924,47,0.0038419683,0.0030335598,0.024202913,0.02304013,-0.036833778,0.07588994,0.012368966,0.46522936,1660.1284,-25.044638032849328,0,1.4023889336944277,0.00148340736604039,2023-07-07 02:53:59.256994,60132.12082473372,30.0,2023-07-07 02:53:44.256994,60132.12065112261,30.2241,4071,3999,270.13822493465426,-25.098486843324654,270.2577352776761,-25.097088343374647,270.2561398916376,-24.990765954443237,270.13673311397457,-24.992163223602955,20230706,2023-07-07 02:53:44.256994,1.02473862703718,5634,73,False,60132
41389486592,2023070600370,SDSSr_65mm~empty,r,270.1973052896057,-25.044625587125783,12.466346,26.326439,6.2710004,52.019352,9.5855465,0.036805246,0.024824692,70,0.012693569,0.008105785,0.02054507,0.02877533,0.0097882515,0.10396167,0.016294647,0.33920905,1221.4204,-25.044625587125783,0,1.4131834957693692,359.992104741658,2023-07-07 02:54:43.586491,60132.12133780661,30.0,2023-07-07 02:54:28.586491,60132.1211641955,30.2363,4071,3999,270.13830898571916,-25.098475753115824,270.2578320112081,-25.097071716013453,270.25624978792894,-24.990752143524755,270.13683033635317,-24.992154959487152,20230706,2023-07-07 02:54:28.586491,1.0241463283926666,5634,73,False,60132
41389486848,2023070600371,SDSSr_65mm~empty,r,240.0486599248987,-24.04384088960925,17.02136,26.10778,6.5847287,42.765644,9.114418,0.020507742,0.009239946,14,-0.0028799549,-0.0015472695,0.013934355,0.015531841,0.007104328,0.06076771,0.009214796,0.3972284,2496.292,-24.04384088960925,0,1.4838376004489664,359.999228842238,2023-07-07 02:56:48.708999,60132.12278598378,30.0,2023-07-07 02:56:33.708999,60132.122612372674,30.2303,4071,3999,239.99014796757885,-24.097694789956915,240.10869677426996,-24.09629790330218,240.1071228136183,-23.989964779643653,239.98867211287927,-23.99136048777113,20230706,2023-07-07 02:56:33.708999,1.0458110298972991,5615,293,False,60132
41389487360,2023070600373,SDSSi_65mm~empty,i,240.04877053520235,-24.043905428373453,17.327898,26.482828,6.063762,52.93405,9.545922,0.031857587,0.022384474,17,-0.00038707256,0.00044241175,0.017365938,0.015211992,0.0006831776,0.083824016,0.013662713,0.6535162,1723.2762,-24.043905428373453,0,1.3664140327519458,359.999565027329,2023-07-07 02:58:17.348999,60132.12381190971,30.0,2023-07-07 02:58:02.348999,60132.1236382986,30.2278,4071,3999,239.99025578758778,-24.097759366425908,240.1088048815888,-24.09635811524322,240.1072362114874,-23.990029278729097,239.98878521930595,-23.991429354451746,20230706,2023-07-07 02:58:02.348999,1.0475417491169534,5615,293,False,60132
41389487616,2023070600374,SDSSi_65mm~empty,i,270.2298159557041,-24.956229698994115,11.408406,26.703537,6.4335184,73.68668,10.567888,0.028406601,0.020435352,97,0.003106311,-8.061528e-05,0.024107054,0.024864728,-0.0037690098,0.07868528,0.011907897,0.33906308,1414.9265,-24.956229698994115,0,1.4497383040790657,0.00156403750680664,2023-07-07 03:00:22.968495,60132.12526583906,30.0,2023-07-07 03:00:07.968495,60132.12509222795,30.2434,4071,3999,270.1708762057991,-25.01007807980361,270.29030303948355,-25.00867633178454,270.2887041607594,-24.9023581439475,270.1693803987186,-24.903758662511656,20230706,2023-07-07 03:00:07.968495,1.0201560760322408,5634,91,False,60132
41389487872,2023070600375,SDSSg_65mm~empty,g,270.22992317724214,-24.956170497340597,11.263213,26.698847,8.161077,40.070972,9.047862,0.037292376,0.022069022,28,0.011266116,0.0047504753,0.020913512,0.014931345,0.12695473,0.06889549,0.008352797,5.409632,1431.4867,-24.956170497340597,0,1.839229727653985,0.00156976924816187,2023-07-07 03:01:07.410491,60132.125780214024,30.0,2023-07-07 03:00:52.410491,60132.12560660292,30.2333,4071,3999,270.1709785634805,-25.01002744827504,270.2904112009584,-25.008626650056467,270.2888162334792,-24.902290368716866,270.16948669015164,-24.903689940067405,20230706,2023-07-07 03:00:52.410491,1.0196379579485508,5634,91,False,60132
