ccdVisitId,visitId,physical_filter,band,ra,dec,zenithDistance,zeroPoint,psfSigma,skyBg,skyNoise,astromOffsetMean,astromOffsetStd,nPsfStar,psfStarDeltaE1Median,psfStarDeltaE2Median,psfStarDeltaE1Scatter,psfStarDeltaE2Scatter,psfStarDeltaSizeMedian,psfStarDeltaSizeScatter,psfStarScaledDeltaSizeScatter,psfTraceRadiusDelta,maxDistToNearestPsf,decl,detector,seeing,skyRotation,expMidpt,expMidptMJD,expTime,obsStart,obsStartMJD,darkTime,xSize,ySize,llcra,llcdec,ulcra,ulcdec,urcra,urcdec,lrcra,lrcdec,nightObs,Time,airmass,tractID,patchID,selectedFlag,dayobsMJD
40919700480,2023051100276,SDSSi_65mm~empty,i,239.9961059121528,-24.0388322282179,51.67068,27.749914,6.5283074,22.806929,8.378992,0.020666014,0.011733997,36,0.009660788,0.0038620215,0.02523355,0.03786178,0.026594432,0.10181705,0.015443222,0.4483984,1160.0305,-24.0388322282179,0,1.4710582914482098,170.003419432036,2023-05-12 01:32:55.852492,60076.06453532977,30.0,2023-05-12 01:32:40.852492,60076.064361718665,30.2392,4071,3999,240.0434823333362,-23.976540613444936,239.92707594973626,-23.996630065687295,239.9486835239902,-24.10110925666328,240.06518124177236,-24.081003436693347,20230511,2023-05-12 01:32:40.852492,1.6124337189877285,5615,294,False,60076
40919700736,2023051100277,SDSSi_65mm~empty,i,240.0199041419109,-24.04649295904118,51.220413,27.801273,6.4740033,23.06709,8.412515,0.018781848,0.009980292,40,0.003017541,-0.003985159,0.020277856,0.02488333,0.055988386,0.100785956,0.015543842,0.42178848,2111.767,-24.04649295904118,0,1.4591315194433798,324.623059808499,2023-05-12 01:35:06.801506,60076.06605094335,30.0,2023-05-12 01:34:51.801506,60076.06587733224,30.229,4071,3999,240.00628932241435,-24.121332241023467,240.10212180685582,-24.057564094146887,240.03350310201662,-23.97165246576289,239.93770066410215,-24.03537792716352,20230511,2023-05-12 01:34:51.801506,1.5966123440211701,5615,294,False,60076
40919700992,2023051100278,SDSSg_65mm~empty,g,239.9988480600186,-24.040316769395897,50.736954,27.918344,7.4281025,3.7245452,7.443739,0.029336302,0.013355331,28,-0.0005720258,-0.009748078,0.011884458,0.02759007,0.009244472,0.07647729,0.010297652,0.50105584,1445.2269,-24.040316769395897,0,1.674411108734855,170.003015872044,2023-05-12 01:37:17.557008,60076.06756431723,30.0,2023-05-12 01:37:02.557008,60076.06739070612,30.2401,4071,3999,240.04626288837372,-23.977994468192964,239.9298004419309,-23.998120304512813,239.95138720071324,-24.102624461014262,240.06794105281406,-24.08248226226012,20230511,2023-05-12 01:37:02.557008,1.580074273462124,5615,294,False,60076
40919701248,2023051100279,SDSSr_65mm~empty,r,240.00884303379453,-24.044903131247796,50.22984,27.769342,6.314942,9.451701,7.79007,0.017945757,0.00910882,42,-0.0031848096,0.0070603024,0.026378138,0.03595167,0.0036303168,0.07879486,0.012514949,0.9377871,1150.6837,-24.044903131247796,0,1.4232667676477722,350.003119618283,2023-05-12 01:39:41.252008,60076.069227453794,30.0,2023-05-12 01:39:26.252008,60076.069053842686,30.2319,4071,3999,239.96139980073465,-24.10719448270822,240.07793826124507,-24.08706870836267,240.05624026184344,-23.982597170175662,239.93979316638882,-24.002706559772832,20230511,2023-05-12 01:39:26.252008,1.5632095630783056,5615,294,False,60076
40919701504,2023051100280,SDSSr_65mm~empty,r,240.02540652742846,-24.05378649749172,50.064175,27.74967,6.450588,9.3837185,7.7661734,0.02322631,0.013818345,43,-0.009268057,0.0139806345,0.018782489,0.020607326,0.0009472966,0.0648837,0.010156553,0.7832391,1751.0962,-24.05378649749172,0,1.4540042915735205,350.003062237151,2023-05-12 01:40:30.656995,60076.06979927077,30.0,2023-05-12 01:40:15.656995,60076.069625659664,30.2422,4071,3999,239.9779436566853,-24.116089102152433,240.0945124927407,-24.095943573540296,240.07282334652848,-23.991469267197697,239.95634593872188,-24.011598408676676,20230511,2023-05-12 01:40:15.656995,1.5578042140932287,5615,294,False,60076
40919701760,2023051100281,SDSSg_65mm~empty,g,240.0240808974887,-24.046588847937517,49.896904,27.939432,7.4338584,3.671129,7.467917,0.025387442,0.012876495,25,-0.008961216,1.5612692e-05,0.019585842,0.03706127,0.050609536,0.123449266,0.016636554,1.0835727,1532.6407,-24.046588847937517,0,1.675409690753978,350.003015016456,2023-05-12 01:41:17.757009,60076.07034440983,30.0,2023-05-12 01:41:02.757009,60076.070170798725,30.2346,4071,3999,239.97664857779006,-24.10888233746703,240.09317034802783,-24.088764118201595,240.07146721714028,-23.984280755280345,239.95503681661646,-24.00438258649879,20230511,2023-05-12 01:41:02.757009,1.552397381668366,5615,294,False,60076
40919702016,2023051100282,SDSSi_65mm~empty,i,240.02729136347418,-24.05071814918692,49.719196,27.792444,5.5577626,21.907703,8.366114,0.018773565,0.01059633,48,0.011460982,-0.013693988,0.021013133,0.04030203,0.03624678,0.13053073,0.023431312,0.45871344,1476.6322,-24.05071814918692,0,1.2525177161419925,350.003022098564,2023-05-12 01:42:07.765495,60076.070923211744,30.0,2023-05-12 01:41:52.765495,60076.070749600636,30.2378,4071,3999,239.97986090141188,-24.113008551603823,240.09638238388507,-24.092887770609114,240.07467582134748,-23.988413142000766,239.95824571705936,-24.008517531534167,20230511,2023-05-12 01:41:52.765495,1.5467085417817947,5615,294,False,60076
40919702272,2023051100283,SDSSi_65mm~empty,i,240.0510036752058,-24.050866839108778,49.557133,27.792356,6.0406723,21.779043,8.348528,0.021399634,0.014440112,53,0.003943771,-0.0014575869,0.018907674,0.038674604,0.009957504,0.08256115,0.01374192,0.6462545,1283.109,-24.050866839108778,0,1.3615451362976037,350.002961151377,2023-05-12 01:42:58.692006,60076.071512638955,30.0,2023-05-12 01:42:43.692006,60076.07133902785,30.2359,4071,3999,240.00354754626522,-24.11316724177928,240.12009920205654,-24.09303179676562,240.09841376725598,-23.988551815921564,239.98195352061893,-24.008670881037688,20230511,2023-05-12 01:42:43.692006,1.5415696187350238,5615,293,False,60076
40919702528,2023051100284,SDSSg_65mm~empty,g,240.0515413707439,-24.048021004295784,49.39858,27.90112,6.955093,3.674274,7.4610953,0.033348408,0.019348737,35,0.00026307255,-4.9526338e-05,0.02091398,0.025072964,0.054455325,0.15346316,0.021869807,0.80974025,1269.9839,-24.048021004295784,0,1.5677914056757523,350.002919446823,2023-05-12 01:43:43.360491,60076.07202963531,30.0,2023-05-12 01:43:28.360491,60076.0718560242,30.2451,4071,3999,240.00408480001482,-24.11032350469034,240.12064738565,-24.090189395306858,240.0989519082762,-23.98570388503238,239.98248073217016,-24.005821605942,20230511,2023-05-12 01:43:28.360491,1.5365867783145233,5615,293,False,60076
40919702784,2023051100285,SDSSr_65mm~empty,r,240.03812265428047,-24.051185769369667,49.227474,27.654203,7.039008,9.594359,7.78861,0.023226546,0.0115985805,30,0.0051368624,-7.054955e-05,0.02818145,0.020092301,0.08112438,0.070063055,0.009672868,0.91384786,1598.4878,-24.051185769369667,0,1.586170242264558,350.002769392711,2023-05-12 01:44:27.608999,60076.07254177083,30.0,2023-05-12 01:44:12.608999,60076.07236815972,30.2403,4071,3999,239.99069788385347,-24.113470177739636,240.10720346877216,-24.093355195435187,240.08550142928905,-23.98888675973946,239.9690872079557,-24.00898535583104,20230511,2023-05-12 01:44:12.608999,1.5312586437610922,5615,294,False,60076
40919703040,2023051100286,SDSSr_65mm~empty,r,240.05443723780198,-24.046544364739766,49.07917,27.69399,7.08723,9.6373205,7.781972,0.020335011,0.011950421,32,0.00955309,-0.0056016594,0.052886516,0.024817957,0.083577834,0.1447004,0.019975401,0.95252657,1232.1879,-24.046544364739766,0,1.5972170016218494,350.002887295687,2023-05-12 01:45:13.352997,60076.07307121524,30.0,2023-05-12 01:44:58.352997,60076.072897604136,30.2385,4071,3999,240.00699768731067,-24.108837893083216,240.12352422300575,-24.088704463857702,240.10183078192333,-23.98423622801746,239.98539560468973,-24.004353276975127,20230511,2023-05-12 01:44:58.352997,1.5266812908756944,5615,293,False,60076
40919703296,2023051100287,SDSSg_65mm~empty,g,240.06426733716273,-24.05021013441321,48.905045,27.893753,7.178726,3.8021314,7.4824023,0.030744331,0.018246518,28,-0.00018848479,-0.013096489,0.008310987,0.015905514,-0.025386296,0.08811945,0.012315973,0.39591274,1788.142,-24.05021013441321,0,1.6183307779723972,350.002764690437,2023-05-12 01:46:03.954000,60076.07365687501,30.0,2023-05-12 01:45:48.954000,60076.0734832639,30.2265,4071,3999,240.01680804214365,-24.11251954337951,240.13337742381563,-24.092384142894915,240.11168058680053,-23.987886103523596,239.99520264033745,-24.008005112884163,20230511,2023-05-12 01:45:48.954000,1.5213547320432963,5615,293,False,60076
40919703552,2023051100288,SDSSi_65mm~empty,i,240.06504355265446,-24.044227902194415,48.74074,27.780624,6.2774415,21.694963,8.358443,0.021089707,0.0117074065,51,-0.0010108165,0.0023536049,0.022005629,0.037856143,-0.015868664,0.10366379,0.016616216,0.43925264,1203.07,-24.044227902194415,0,1.4147256445215177,350.002666284114,2023-05-12 01:46:50.550009,60076.074196180656,30.0,2023-05-12 01:46:35.550009,60076.07402256955,30.236,4071,3999,240.01761399852901,-24.106520020082712,240.1341279793007,-24.086401253157824,240.112427116144,-23.98192118313689,239.99600448570826,-24.002023567109212,20230511,2023-05-12 01:46:35.550009,1.516375427122478,5615,293,False,60076
40919703808,2023051100289,SDSSi_65mm~empty,i,239.94939752314374,-24.025207121394008,48.474865,27.785309,6.437512,21.439543,8.350299,0.021603458,0.01396256,42,-0.0023806049,-0.0054775267,0.020921437,0.018359233,-0.004660375,0.113333404,0.017440062,0.57192814,1309.2251,-24.025207121394008,0,1.4509718822700624,350.002627606001,2023-05-12 01:47:38.800498,60076.074754635396,30.0,2023-05-12 01:47:23.800498,60076.07458102429,30.227,4071,3999,239.90195696073695,-24.087513461180375,240.01847277439091,-24.06737377839343,239.99679211479457,-23.962886182329743,239.88036757782066,-23.983009506888024,20230511,2023-05-12 01:47:23.800498,1.5084126968801217,5615,295,False,60076
40919704064,2023051100290,SDSSg_65mm~empty,g,239.9511212358642,-24.025227239237243,48.317284,27.936846,7.598749,3.8335214,7.481981,0.033724792,0.02164963,28,0.0025429986,0.007906571,0.017183747,0.027594728,0.107740924,0.22010493,0.028612219,0.9714376,1734.0858,-24.025227239237243,0,1.7125387593634673,350.002600132491,2023-05-12 01:48:23.158499,60076.075268038185,30.0,2023-05-12 01:48:08.158499,60076.07509442708,30.2385,4071,3999,239.9037089654169,-24.087534319459188,240.02018501491392,-24.067406995509387,239.9984875621088,-23.962905577496365,239.88210276932503,-23.98301653572487,20230511,2023-05-12 01:48:08.158499,1.5037478743337729,5615,295,False,60076
40919704320,2023051100291,SDSSr_65mm~empty,r,239.94193800597344,-24.021029996631885,48.14383,27.739508,7.7187676,9.324679,7.773655,0.027799208,0.014138152,33,0.0033439323,-0.00019137561,0.047319036,0.014659686,0.048941188,0.14229318,0.018069105,0.7502338,1847.7146,-24.021029996631885,0,1.7394789393514547,350.002650301474,2023-05-12 01:49:09.718498,60076.07580692705,30.0,2023-05-12 01:48:54.718498,60076.075633315944,30.2383,4071,3999,239.89450220944988,-24.083314538155356,240.0110113084747,-24.063188179685806,239.98932786141592,-23.95873086069984,239.8729099902427,-23.978840861934454,20230511,2023-05-12 01:48:54.718498,1.4986594787474183,5615,295,False,60076
40919704576,2023051100292,SDSSr_65mm~empty,r,239.96473294351762,-24.02236787077099,47.983627,27.756304,7.072295,9.328755,7.7666283,0.022474296,0.016238064,50,-0.0044733863,-0.004451219,0.01689598,0.02100507,0.024634833,0.13003846,0.018211875,0.90609473,1227.174,-24.02236787077099,0,1.5937305384333922,350.002539708228,2023-05-12 01:49:59.718503,60076.07638563082,30.0,2023-05-12 01:49:44.718503,60076.07621201971,30.2388,4071,3999,239.9173021746316,-24.084655116527557,240.03380155060265,-24.06452391494105,240.01211777116816,-23.96006603328076,239.8957096204997,-23.98018087776139,20230511,2023-05-12 01:49:44.718503,1.4940024660207343,5615,294,False,60076
40919704832,2023051100293,SDSSg_65mm~empty,g,239.96072488134325,-24.025302175216478,47.813843,27.912592,7.9715643,3.7555969,7.473659,0.03157064,0.017779374,26,0.011552125,-0.008487683,0.010910224,0.024399215,0.111998506,0.14342657,0.01756439,5.132316,1965.1259,-24.025302175216478,0,1.7964643229208754,350.002513863905,2023-05-12 01:50:45.808503,60076.07691907989,30.0,2023-05-12 01:50:30.808503,60076.07674546878,30.2368,4071,3999,239.91330698503057,-24.087596748839058,240.0297935540147,-24.067474536254583,240.00809683678258,-23.962993016941642,239.89170151622963,-23.983098862245107,20230511,2023-05-12 01:50:30.808503,1.4891110470131659,5615,294,False,60076
