,wavelength,throu,errthrou,sedtoa,errsedtoa
0,350.0,0.005713295730044366,0.0013480847915821599,1.7044041788478207e-14,4.021639104258278e-15
1,364.5833333333333,0.013648708437290484,0.0013022717990931521,8.761107275728624e-14,8.359283947218806e-15
2,379.1666666666667,0.02633705513090591,0.0021628259136914317,1.7373616907355975e-13,1.4267391959734493e-14
3,393.75,0.04386579054701724,0.004041232335857509,3.4216857205170533e-13,3.1523031511478527e-14
4,408.3333333333333,0.06756596410184403,0.004228296536427348,6.816517521671095e-13,4.2657953320896374e-14
5,422.9166666666667,0.0831909293586909,0.0062054551960818985,8.946055779135709e-13,6.673125152829734e-14
6,437.5,0.09914288716786826,0.0037878502538286484,1.126076200471508e-12,4.302283445270494e-14
7,452.08333333333337,0.11092934477791416,0.006918265742917804,1.4029931953769151e-12,8.749965827847747e-14
8,466.6666666666667,0.125347438035291,0.004603275366749669,1.6409505259114776e-12,6.026247725826273e-14
9,481.25,0.12943051404218558,0.006825721633582775,1.6647532752934496e-12,8.779338110366049e-14
10,495.83333333333337,0.13636617130407125,0.004856882572393526,1.7162587903704083e-12,6.11270913376327e-14
11,510.4166666666667,0.15221322977814555,0.004484130531884868,1.8600497130411524e-12,5.479619426792466e-14
12,525.0,0.1462555712824042,0.0041485681279315005,1.768263497875905e-12,5.015714290232446e-14
13,539.5833333333334,0.15145452267537066,0.005105424565501255,1.8502936344096894e-12,6.23720864034786e-14
14,554.1666666666667,0.13702011433747796,0.004100944703204018,1.650143826178082e-12,4.9387993990593654e-14
15,568.75,0.12245382831301443,0.0043933303317381725,1.464313136811166e-12,5.2535812132150704e-14
16,583.3333333333334,0.11013836820145119,0.0036253339256850964,1.3003285886988137e-12,4.280184484416501e-14
17,597.9166666666667,0.07850193904243172,0.003495887586518107,9.035473530920269e-13,4.023722234171025e-14
18,612.5,0.05679881959664318,0.004577121434459596,6.328641667126117e-13,5.09992313772116e-14
19,627.0833333333334,0.03444219694288903,0.002427551786516333,3.718473524706187e-13,2.620851121367817e-14
20,641.6666666666667,0.019409114236216562,0.0023373276023272984,2.0332976426621662e-13,2.4485829935883334e-14
21,656.25,0.007650465433409595,0.001147532686038173,7.792034318479989e-14,1.1687673317415336e-14
22,670.8333333333334,0.0033474339441925973,0.0006245110709454644,3.3317985949138465e-14,6.215940757528872e-15
23,685.4166666666667,0.0017972325622670044,0.0006193036663147584,1.7168124145509443e-14,5.915918980262362e-15
24,700.0,0.00561958724582599,0.01138129865174954,2.658628240562171e-14,5.384495459571061e-14
