,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,refhour,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,4,2023022800039,2023-03-01T00:40:14.104491209Z,HD185975,empty,2.11737399765921,0,0,0,-208.7846238118685,151.8799969061911,29.15082484637102,1,HD185975,-6.4999999999999e-05,holo4_003,0.514196451600072,187.3137009070306,0.0,151.8799969061911,155.3542023570071,880.562860350731,597.2571590735706,0.06891998621739229,0.5508869697088672,256.3554292851975,7.682272743552446,1.0,2.11737399765921,5.723055879344631,2.4,2,2023-03-01T00:40:14.104491209Z,30.0,2.11737399765921,-87.4986976790679,-208.7846238118685,0,0,0,empty,29.15082484637102,-416.9547330751118,82.56286035073099,572,1709,798,983,1137,185,2,22666.66666666667,-416.9547330751118,82.56286035073099,572,1709,798,983,2,22666.66666666667,1137,185,0.0,39,37.263546040973004,1.9543767094223357,287.58221387480893,0.9978325456552534,0.05834152991018661,8.823721486140252,0.0011221927447791324,0.23088601179115154,13.712359237727513,1.952355643787361,0.9966221572298279,0.05359101551277357,0.0020141653324818654,0.37681084293387623,8.606931323071182,2.231247863848172,1.0054333272702347,0.17885613375610804,0.0016714838197814043,0.04134449318888807,8.822002806920883,2.252870684100254,1.0051979436237688,0.20891919753434798,0.0017355169279490653,0.00963461528142639,1.9756221329099513,0.18921150268289794
1,5,2023022800040,2023-03-01T00:40:57.110992661Z,HD185975,empty,2.11765398522377,0,0,0,-208.6049708885535,152.055793878638,29.150966628747,1,HD185975,-6.4999999999999e-05,holo4_003,0.5067269874120349,187.3530003158672,0.0,152.055793878638,155.8748763394046,880.0744430551781,597.2571590735706,0.09712287847736392,1.339483906324865,213.0154172068718,10.02300628810103,1.0,2.11765398522377,5.518086576887585,2.4,2,2023-03-01T00:40:57.110992661Z,30.0,2.11765398522377,-87.4986907901233,-208.6049708885535,0,0,0,empty,29.150966628747,-417.5147590944522,83.07444305517808,573,1710,797,982,1137,185,2,22666.66666666667,-417.5147590944522,83.07444305517808,573,1710,797,982,2,22666.66666666667,1137,185,0.011944444444444445,40,80.4026551783022,1.4436072568042486,318.6122743358374,0.9992213843587737,0.0736209246646438,12.959174805077685,0.001636776035299822,4.5468638383168996,35.45473019305911,1.6571000688788435,1.0174102014182522,0.08540946210598233,0.0032364050748607777,2.7289547356621116,17.08090497235236,1.728895721585516,1.0039272074700363,0.21263868819162868,0.002196173824555034,0.1846360357029549,14.603013972662541,2.278534136351817,1.0031920545252224,0.2542978432616621,0.0021473895926468222,0.001431869983374415,1.5786070186430816,0.3663573252195296
2,14,2023022800095,2023-03-01T01:18:43.464502763Z,HD185975,empty,2.13089068760863,0,0,0,-199.0013095999555,161.4472244712447,19.71113746108003,1,HD185975,-6.4999999999999e-05,holo4_003,0.5047788289449955,187.3741675867193,0.0,161.4472244712447,155.5157721215591,877.0187671081471,597.2571590735706,0.008459998265758353,0.7301927221318478,221.0714879534702,5.229537189327367,1.0,2.13089068760863,6.528559285376677,2.4,2,2023-03-01T01:18:43.464502763Z,30.0,2.13089068760863,-87.4924955506619,-199.0013095999555,0,0,0,empty,19.71113746108003,-417.6853252423312,83.01876710814719,573,1710,794,979,1137,185,2,22666.66666666667,-417.6853252423312,83.01876710814719,573,1710,794,979,2,22666.66666666667,1137,185,0.6413888888888889,95,57.830586454924216,2.2449813642439076,231.82305014424006,0.9984014656653091,0.08243964593373242,10.911434821518542,0.0014115795041408604,1.5488102886108304,18.654653382247538,1.9725482062268522,0.9784989785334746,0.06384252143862253,0.0023639038850835495,0.04625996881215968,12.080790469469763,1.9664940140221059,0.9943456314922424,0.19950967825895025,0.0019531186873967463,0.005598476701891771,6.81589161879604,2.0517037015845605,1.0054149375999228,0.18563340080770066,0.001547999808681622,0.05332694423014273,2.0671022620520274,0.11285009936382438
3,15,2023022800096,2023-03-01T01:19:26.374500538Z,HD185975,empty,2.13108935566713,0,0,0,-198.8220647651595,161.6223633635407,19.71130014386497,1,HD185975,-6.4999999999999e-05,holo4_003,0.4992985340425264,187.3420534000503,0.0,161.6223633635407,157.2205691845517,877.1852882472839,597.2571590735706,0.1592084676022107,0.4625141245093131,215.4023614470764,4.179349863766144,1.0,2.13108935566713,7.401686314915128,2.4,2,2023-03-01T01:19:26.374500538Z,30.0,2.13108935566713,-87.4925019119582,-198.8220647651595,0,0,0,empty,19.71130014386497,-418.1087386633978,83.18528824728395,575,1711,794,979,1136,185,2,22666.66666666667,-418.1087386633978,83.18528824728395,575,1711,794,979,2,22666.66666666667,1136,185,0.6533333333333333,96,38.93858860538716,1.9391663625898101,219.61106773636882,0.9953883255019835,0.05871373928174003,8.943078939811025,0.0011531903065396861,0.12362369030242444,18.083734931808984,1.7049047824530223,0.9793388974477774,0.06201116785504635,0.0023027835087401634,0.7590915785022492,6.4513862290339805,2.167054262356403,0.9913300088835105,0.16642268438004465,0.0014902437120620719,0.05201567658373612,4.4883026264217785,2.2260310256511917,0.9989085973228616,0.1557090926647737,0.0012830137244336432,0.016802710567511467,1.8740485809665512,0.24626912146675384
4,20,2023022800124,2023-03-01T01:38:37.279990491Z,HD185975,empty,2.13653114046635,0,0,0,-193.7834553929405,166.5456092103609,14.797688524422,1,HD185975,-6.4999999999999e-05,holo4_003,0.5068613245067578,187.3757678306873,0.0,166.5456092103609,148.6122766255119,876.5971992260788,597.2571590735706,0.1432110968961949,0.454726223338773,243.0063276301286,5.296935311971636,1.0,2.13653114046635,6.171329216603632,2.4,2,2023-03-01T01:38:37.279990491Z,30.0,2.13653114046635,-87.4813628019291,-193.7834553929405,0,0,0,empty,14.797688524422,-417.7546239225967,82.5971992260788,566,1703,794,979,1137,185,2,22666.66666666667,-417.7546239225967,82.5971992260788,566,1703,794,979,2,22666.66666666667,1137,185,0.9730555555555556,124,36.14586205714314,1.7755322291414042,310.3097920418787,1.006554905077366,0.058605092018129204,8.70331676238955,0.0011289069280174134,0.48460047130294304,16.477028896732328,1.6959561553974922,1.0025989208287271,0.06040309233131871,0.002275115723184668,0.641361174793674,7.190720214342424,2.0458247719766374,1.0029587269389795,0.1708777338448407,0.0015790443987760002,0.0006552238365957459,5.766820824320455,2.2743159301691747,1.0064905632734686,0.17432283907730214,0.0014516169322299362,0.043546210223490985,1.7816360237227804,0.2828018215396154
5,21,2023022800125,2023-03-01T01:39:20.178993247Z,HD185975,empty,2.13668581368542,0,0,0,-193.6040913034925,166.7207578179998,14.79758281074797,1,HD185975,-6.4999999999999e-05,holo4_003,0.5096606159103794,187.4019097231934,0.0,166.7207578179998,147.7259294933081,875.688131058794,597.2571590735706,0.172929672872833,0.2019819217669241,248.6447503578561,3.709548443306564,1.0,2.13668581368542,6.35185459507052,2.4,2,2023-03-01T01:39:20.178993247Z,30.0,2.13668581368542,-87.4813609114165,-193.6040913034925,0,0,0,empty,14.79758281074797,-418.6612150438419,82.688131058794,566,1702,793,978,1136,185,2,22666.66666666667,-418.6612150438419,82.688131058794,566,1702,793,978,2,22666.66666666667,1136,185,0.985,125,24.269941882700174,2.215323779544643,282.3231901420912,1.0087009728376737,0.05335378626723196,7.071594142313429,0.0009300883419952726,0.5820056897482596,12.922802417239481,1.8975796018480269,0.9875092643384256,0.05293486225674234,0.001990433882324424,0.4123027632330804,5.132776259378837,2.2319274291370363,1.0045501724545902,0.1533412226079311,0.001381731657030313,0.07949973473330485,3.445552138862228,2.2597776382002106,1.0132404483505897,0.13738594208945432,0.0011484697823780784,0.025461590284269024,2.0780377018710703,0.16441110485748403
6,22,2023022800135,2023-03-01T01:47:14.420504827Z,HD185975,empty,2.13843436423835,0,0,0,-191.5773113937525,168.6998663963305,12.72828127754502,1,HD185975,-6.4999999999999e-05,holo4_003,0.5257998391860303,187.4673012842909,0.0,168.6998663963305,150.2476445827815,875.7353000712545,597.2571590735706,-0.04080263260559384,0.0869085491743231,310.4977754212273,5.281420503839224,1.0,2.13843436423835,5.450006521303072,2.4,2,2023-03-01T01:47:14.420504827Z,30.0,2.13843436423835,-87.4800193021681,-191.5773113937525,0,0,0,empty,12.72828127754502,-417.7795414536301,82.73530007125456,568,1705,793,978,1137,185,2,22666.66666666667,-417.7795414536301,82.73530007125456,568,1705,793,978,2,22666.66666666667,1137,185,1.1166666666666667,135,27.695350643773033,2.3745752152350956,269.66479968476165,0.99776946294267,0.0566850935114704,7.58979165419854,0.0009792299290498857,1.0234292659867712,13.31854222524622,2.104349310573271,0.9785476522666942,0.0617704911887349,0.0020210112474449552,0.1923107166758686,4.527864166790108,2.666307305694166,0.9980541560676027,0.14701814501077703,0.0012799631679017876,0.08694041988372349,2.708154846741953,2.178441284413021,1.0030298491425487,0.11945212682675574,0.0009910469702893092,0.0017630710139024531,2.271522607665307,0.2253252325660006
7,23,2023022800136,2023-03-01T01:47:57.332493860Z,HD185975,empty,2.1385682050251,0,0,0,-191.3978526350415,168.8750750917969,12.72817524296801,1,HD185975,-6.4999999999999e-05,holo4_003,0.5105441428490421,187.4494384796515,0.0,168.8750750917969,151.55079068217,875.0634108579559,597.2571590735706,0.02404220232096199,0.1744817466104272,268.9913260719005,4.437815479755549,1.0,2.1385682050251,5.408682654054955,2.4,2,2023-03-01T01:47:57.332493860Z,30.0,2.1385682050251,-87.4800221422995,-191.3978526350415,0,0,0,empty,12.72817524296801,-417.3716914817302,83.06341085795589,568,1705,792,977,1137,185,2,22666.66666666667,-417.3716914817302,83.06341085795589,568,1705,792,977,2,22666.66666666667,1137,185,1.128611111111111,136,21.988867543149453,2.176399610047562,289.1665468919289,1.0024939768257028,0.05005211114163527,6.719116763505907,0.0008757868492806933,0.3616780601363083,13.240022364262959,1.9294120096296599,0.986806220842763,0.05268291228386435,0.001988392365680849,0.4002398092707897,4.385863424748351,2.452253975063445,1.0002697296613032,0.1350137603962974,0.001234025704693597,0.09399837130908874,3.185643196611752,2.376495978199746,1.0053132543431762,0.1278277645560704,0.0010692282613326547,0.01707132822011619,2.106030155886117,0.2393577467263017
8,26,2023022800156,2023-03-01T02:26:38.850991030Z,HD185975,empty,2.143392384996,0,0,0,-181.7766252175315,178.2662322650463,3.108021685531014,1,HD185975,-6.4999999999999e-05,holo4_003,0.5194389570408462,187.4546559643097,0.0,178.2662322650463,149.8267191091843,873.1729746678282,597.2571590735706,-0.00118220098205499,0.03232213203396075,352.1667181922188,6.107279015202558,1.0,2.143392384996,5.833386302249933,2.4,2,2023-03-01T02:26:38.850991030Z,30.0,2.143392384996,-87.4742851891583,-181.7766252175315,0,0,0,empty,3.108021685531014,-418.1839130772358,82.17297466782819,568,1704,791,976,1136,185,2,22666.66666666667,-418.1839130772358,82.17297466782819,568,1704,791,976,2,22666.66666666667,1136,185,1.7733333333333334,156,31.565886228568864,1.321590343806748,306.7302727316033,0.9947003863967245,0.04547515025336548,8.060084632730197,0.0010301525065706085,0.9248908051471025,15.2333130950191,1.3015283388365695,0.9975408369807787,0.04719941921646447,0.0020902805245952504,0.7108408312655491,4.740232363663376,2.3532712809774154,0.9913449154552213,0.1408260242344576,0.0012712869737005403,0.013806739786026983,1.6217694833206655,2.1103259942001373,0.9935298012115171,0.0919908370725328,0.0007644867951819868,0.011980654415699739,1.4453118714905775,0.5706607559123327
9,27,2023022800157,2023-03-01T02:27:21.747993786Z,HD185975,empty,2.14343195672828,0,0,0,-181.5975619615765,178.4409769768045,3.108302509373004,1,HD185975,-6.4999999999999e-05,holo4_003,0.4964408854523025,187.4190723426509,0.0,178.4409769768045,150.332421628839,874.3200172406091,597.2571590735706,0.05837314962521631,0.3865338211004955,243.9019751627224,5.611700131802053,1.0,2.14343195672828,5.854569191536966,2.4,2,2023-03-01T02:27:21.747993786Z,30.0,2.14343195672828,-87.4742829602773,-181.5975619615765,0,0,0,empty,3.108302509373004,-417.9166389641828,83.32001724060913,568,1705,791,976,1137,185,2,22666.66666666667,-417.9166389641828,83.32001724060913,568,1705,791,976,2,22666.66666666667,1137,185,1.7852777777777777,157,33.76410996133292,1.5309628081376945,309.6587195221352,0.9982007852040846,0.0569834058233481,8.340662950666065,0.0010747911727573387,1.49935458184014,20.989143374603678,1.45782183018024,0.9956600811600829,0.0555444816530632,0.0024600402606687975,1.5049405890794305,6.283224623971094,2.090114804750398,0.9980162608700714,0.1568498833945563,0.0014308134618011103,0.004248404500678046,6.291535535295455,1.9727942952877127,0.9986045702860032,0.16944618086431842,0.0014598720430198376,0.021350039615044166,1.5513272162389504,0.3453565297613394
