,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,refhour,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,4,2023050900219,2023-05-10T00:28:21.382504993Z,HD185975,empty,2.11343157433828,0,0,0,-142.4696919213745,-143.3288992777444,-25.485675057751,1,HD185975,-6.4999999999999e-05,holo4_003,0.4897299684077359,187.4141375803114,0.0,-143.3288992777444,150.8296893491575,877.2560258325223,597.2571590735706,0.08138154832205285,0.2724269072134549,264.8408012874439,6.489026612144746,1.0,2.11343157433828,5.767770306803095,2.4,2,2023-05-10T00:28:21.382504993Z,30.0,2.11343157433828,-87.4549152423048,-142.4696919213745,0,0,0,empty,-25.485675057751,-418.3767268385309,83.25602583252227,569,1705,794,979,1136,185,2,22666.66666666667,-418.3767268385309,83.25602583252227,569,1705,794,979,2,22666.66666666667,1136,185,0.0,219,32.38313005037593,4.694707111308602,338.30751311952747,1.0022236849990922,0.09404590118878658,8.266845544561152,0.001076138687749571,1.8902610208577029,24.245267960731606,4.725382931505599,1.0115092589379886,0.13115418062130124,0.0027607202636988795,1.0570527755766532,9.254321737224277,6.1168403541420195,1.007787539934565,0.27869238235122457,0.0019007654378214536,0.07705785249178158,7.043079373084466,6.187001597352449,1.013130343576124,0.2402041181181286,0.0016160158845827668,0.06430325840045796,4.922891250079916,0.8824067897326386
1,5,2023050900226,2023-05-10T00:31:50.658504015Z,HD185975,empty,2.11266796553218,0,0,0,-141.7701055023475,-142.6468033733063,-40.49313623214999,1,HD185975,-6.4999999999999e-05,holo4_003,0.4818739643572443,187.3606059900499,0.0,-142.6468033733063,160.1986098602383,867.442921071611,597.2571590735706,0.07659213733036978,0.3638103080323514,213.4307536036504,5.512753395516508,1.0,2.11266796553218,8.669616901074754,2.4,2,2023-05-10T00:31:50.658504015Z,30.0,2.11266796553218,-87.4442112833576,-141.7701055023475,0,0,0,empty,-40.49313623214999,-416.9742828166995,83.44292107161091,577,1714,784,969,1137,185,2,22666.66666666667,-416.9742828166995,83.44292107161091,577,1714,784,969,2,22666.66666666667,1137,185,0.058055555555555555,226,37.17655426876466,4.381324436148263,333.0214946351916,0.9912122489564316,0.09348622657548689,8.959901629589273,0.001150989034420745,1.3187977075495505,17.52448427295864,4.425287578254814,0.9994428242781271,0.1051105223483137,0.0023561236506295575,0.6865251658418475,9.568831140959626,5.732321696305395,0.9977008309287577,0.28582786826772033,0.0019568000673852635,0.052593502788359676,7.401505081398793,6.138490887385834,1.0023777657499786,0.2596784399306494,0.0017338251159793594,0.033240261510041384,4.582070981884001,0.976012274455046
2,6,2023050900230,2023-05-10T00:33:29.977504220Z,HD185975,empty,2.11119495880078,0,0,0,-141.1837113701745,-142.0689290549258,-25.48942455912999,1,HD185975,-6.4999999999999e-05,holo4_003,0.4875097080783415,187.3413095766015,0.0,-142.0689290549258,146.201590170697,857.0893272501104,597.2571590735706,0.1656299355650778,0.6780317017152457,214.408370343618,3.859769227626535,1.0,2.11119495880078,7.190163864709709,2.4,2,2023-05-10T00:33:29.977504220Z,30.0,2.11119495880078,-87.4538448441302,-141.1837113701745,0,0,0,empty,-25.48942455912999,-418.1604800734385,83.08932725011039,564,1700,774,959,1136,185,2,22666.66666666667,-418.1604800734385,83.08932725011039,564,1700,774,959,2,22666.66666666667,1136,185,0.08555555555555555,230,47.08714933639741,4.2800783546516,321.8122956374132,0.9826377792443698,0.10480547335315961,10.137774001087088,0.001286172335227475,1.4733832953731145,20.333084701379338,4.423853853345988,0.9921999591103348,0.11291468262732025,0.002506869658339307,0.744377769774507,18.57866313797074,4.679431082636037,0.9884772172235078,0.3498728139596983,0.0025885431647576637,0.05262887307572048,13.0986867716123,6.160057324124846,0.9982868285782328,0.33587560103474723,0.002217664273648282,0.07888428624843839,4.4473850767396925,0.8682794529335048
3,7,2023050900235,2023-05-10T00:36:05.730501591Z,HD185975,empty,2.11004561492301,0,0,0,-140.5448613527115,-141.4428594670696,-27.519500444632,1,HD185975,-6.4999999999999e-05,holo4_003,0.4992180870488827,187.3694727424429,0.0,-141.4428594670696,148.7547358659529,877.490082442112,597.2571590735706,0.1820187109765823,0.4534845547567645,229.2024063029103,5.825820413436007,1.0,2.11004561492301,6.928634502514015,2.4,2,2023-05-10T00:36:05.730501591Z,30.0,2.11004561492301,-87.4533383799966,-140.5448613527115,0,0,0,empty,-27.519500444632,-417.6171151790667,83.49008244211198,566,1703,794,979,1137,185,2,22666.66666666667,-417.6171151790667,83.49008244211198,566,1703,794,979,2,22666.66666666667,1137,185,0.1288888888888889,235,38.83521699120869,4.993538456470018,308.85600519534677,0.9879929957627651,0.10106168722181515,9.21331828442986,0.0011749005306048214,0.36421018414894113,17.862757625233016,4.947201655810639,0.9875216465203817,0.11433871742005586,0.002360013703966063,0.3102103229388081,15.476271618765841,5.92870799821686,0.992731474205554,0.3460194576022855,0.0024048946510339575,0.0423251580976267,8.21531699901441,6.095270378475434,1.0010926327539564,0.26653947797146416,0.0017607485759393662,0.03979202751934623,5.0940020625376015,0.657821315996691
4,9,2023050900246,2023-05-10T00:41:19.354491586Z,HD185975,empty,2.10765475120457,0,0,0,-139.2419092472665,-140.165570983343,-27.51790160604099,1,HD185975,-6.4999999999999e-05,holo4_003,0.4896589336028665,187.4121537389265,0.0,-140.165570983343,149.8537993923905,863.3713744952382,597.2571590735706,0.1163031079736176,0.7740161100463955,224.6656719731997,7.47732114045425,1.0,2.10765475120457,5.941665929977544,2.4,2,2023-05-10T00:41:19.354491586Z,30.0,2.10765475120457,-87.4526564302101,-139.2419092472665,0,0,0,empty,-27.51790160604099,-418.2965620267659,83.3713744952382,568,1704,780,965,1136,185,2,22666.66666666667,-418.2965620267659,83.3713744952382,568,1704,780,965,2,22666.66666666667,1136,185,0.21583333333333332,246,45.9689587807789,4.600654189239769,319.1084277929952,0.9822748316612097,0.10839219371538171,9.946447553643187,0.0012595512931197186,1.1630476742400666,20.654710880031903,4.761552745722571,0.9903408671609829,0.12016347162414114,0.0024785930824307916,0.5384080408130489,22.0164592231969,4.71278129437888,0.9881515316134578,0.3612339323325487,0.002694210782257541,0.051378769512855166,13.101852808291856,6.094403016028771,0.99527148734749,0.3208136455775099,0.0021272360302139926,0.05811145261906296,4.755040985577559,0.6744542638345155
5,10,2023050900251,2023-05-10T00:43:51.209498784Z,HD185975,empty,2.10649500576287,0,0,0,-138.6168356916504,-139.5528306901762,-29.44222099445,1,HD185975,-6.4999999999999e-05,holo4_003,0.4961771644906141,187.3634582550755,0.0,-139.5528306901762,150.4868392717776,877.3639939025394,597.2571590735706,0.1416751453957688,0.359542306385043,238.3508159421805,8.391047958693628,1.0,2.10649500576287,6.237513795002877,2.4,2,2023-05-10T00:43:51.209498784Z,30.0,2.10649500576287,-87.4518689848229,-138.6168356916504,0,0,0,empty,-29.44222099445,-416.9186406385487,83.36399390253945,567,1704,794,979,1137,185,2,22666.66666666667,-416.9186406385487,83.36399390253945,567,1704,794,979,2,22666.66666666667,1137,185,0.25805555555555554,251,32.12747246359057,4.957013052070124,328.180118822952,0.9883515893791078,0.09075053560944717,8.320731824079388,0.001061805238509197,0.6787612319366036,17.944872047421388,4.903764499397008,0.990161278458948,0.113665141444839,0.0023384251277755,0.3683754590087892,12.681691286020781,6.116170808131201,0.9937965955898908,0.32211469895724426,0.0021836293803302108,0.08283780710062562,6.921484734434622,6.266742853759315,0.9992752190698343,0.24041165210830762,0.001595810548360589,0.056687153750466894,5.088614653713529,0.7898332525493448
6,11,2023050900257,2023-05-10T00:47:00.459490565Z,HD185975,empty,2.10573516967663,0,0,0,-137.9826715587895,-138.9347490908461,-44.45134299778101,1,HD185975,-6.4999999999999e-05,holo4_003,0.4844727559721801,187.3537329448853,0.0,-138.9347490908461,129.0999757953149,874.859699056489,597.2571590735706,-0.09338140269022012,0.02628376042701469,264.1361288472052,7.685492047423258,1.0,2.10573516967663,8.116658060495073,2.4,2,2023-05-10T00:47:00.459490565Z,30.0,2.10573516967663,-87.4407375995374,-137.9826715587895,0,0,0,empty,-44.45134299778101,-417.8225268697096,82.85969905648908,547,1684,792,977,1137,185,2,22666.66666666667,-417.8225268697096,82.85969905648908,547,1684,792,977,2,22666.66666666667,1137,185,0.31083333333333335,257,28.388707865672394,3.752489843201746,402.7737569012771,1.0087936659416903,0.07561851282294127,7.870801024056654,0.0010154935870735325,1.0801227731380891,17.040491898535645,4.025419854895357,1.0340985413610468,0.10189517249245354,0.002356380448207331,0.38950341541976174,3.3610545951803728,5.763981718019543,1.0210949175764874,0.17150373758388884,0.001196396089744505,0.07451754759501733,2.331268717893483,6.286144173265483,1.013648829349717,0.1457346258091159,0.0009886529340092836,0.002010803725379006,4.359875285898256,1.2412497946112937
7,12,2023050900261,2023-05-10T00:48:38.690495918Z,HD185975,empty,2.10424037978258,0,0,0,-137.4281889947335,-138.3871732388818,-29.44105489686399,1,HD185975,-6.4999999999999e-05,holo4_003,0.4824910235572861,187.5339514916992,0.0,-138.3871732388818,151.8198493767104,858.8816953457178,597.2571590735706,-0.01283418243799781,3.516110377833293,183.2748414214023,8.69937457164466,1.0,2.10424037978258,5.714402845626428,2.4,2,2023-05-10T00:48:38.690495918Z,30.0,2.10424037978258,-87.4509846957974,-137.4281889947335,0,0,0,empty,-29.44105489686399,-417.1222873128477,82.8816953457178,569,1706,776,961,1137,185,2,22666.66666666667,-417.1222873128477,82.8816953457178,569,1706,776,961,2,22666.66666666667,1137,185,0.33805555555555555,261,179.74045776083835,3.9024604215906322,296.6371487030549,0.9933487059820033,0.18465076795199972,19.3919690945464,0.0024775379225661777,2.6291021649536193,71.72709204325837,4.151406103244325,1.0018971159821575,0.20575703772607495,0.004609102293674228,2.0700839887166205,60.02761643719349,2.3074968489801537,0.9843533051147347,0.36388180840110845,0.003868128148040624,0.4056056142564687,46.885743892311886,4.180724746749954,1.0014065526399254,0.49233107627363265,0.0037614435032254766,0.004119912720851433,3.8248247352264673,0.7971247427970064
8,13,2023050900266,2023-05-10T00:51:12.908506567Z,HD185975,empty,2.1029866811808,0,0,0,-136.7852161985505,-137.7564932592972,-31.24316558714099,1,HD185975,-6.4999999999999e-05,holo4_003,0.4992952174153644,187.4097063391199,0.0,-137.7564932592972,148.6416281833368,878.590069034899,597.2571590735706,0.1460039612781784,0.3076982314001958,280.0811564936764,9.151929242225926,1.0,2.1029866811808,5.463737726663197,2.4,2,2023-05-10T00:51:12.908506567Z,30.0,2.1029866811808,-87.4505121568627,-136.7852161985505,0,0,0,empty,-31.24316558714099,-417.8037674791838,83.59006903489896,567,1704,795,980,1137,185,2,22666.66666666667,-417.8037674791838,83.59006903489896,567,1704,795,980,2,22666.66666666667,1137,185,0.38083333333333336,266,41.7404232923175,4.697794844458948,346.48071343289274,1.0035152603925277,0.1040725040559195,9.389362116576008,0.0012171510221987798,2.14457289281326,25.36394232590827,4.741904779658728,1.013904233852423,0.13342603278289664,0.0027983137433310224,1.1527995561610345,12.751635667947985,6.129797682657089,1.00785089414914,0.3167997058266855,0.0021716495863150914,0.05295786146969447,7.56641016802663,6.254599007084249,1.0142057976244736,0.24564050932545506,0.0016485071955702978,0.04007537346490055,4.940870868420799,0.8997363571942294
9,14,2023050900273,2023-05-10T00:54:45.784501654Z,HD185975,empty,2.10200453061821,0,0,0,-136.0934310565495,-137.0813837091241,-46.25276152442899,1,HD185975,-6.4999999999999e-05,holo4_003,0.4825955249721659,187.3675587147436,0.0,-137.0813837091241,159.2049326054049,866.5769164423724,597.2571590735706,0.01463650020450416,0.3769207095478013,217.5024221719843,6.627360021005393,1.0,2.10200453061821,8.173088334419122,2.4,2,2023-05-10T00:54:45.784501654Z,30.0,2.10200453061821,-87.4403249534445,-136.0934310565495,0,0,0,empty,-46.25276152442899,-418.9080030617233,83.57691644237241,578,1714,783,968,1136,185,2,22666.66666666667,-418.9080030617233,83.57691644237241,578,1714,783,968,2,22666.66666666667,1136,185,0.44,273,38.257535314565686,4.499492203339837,349.9866329763585,1.0091384737630962,0.09327521599598346,8.978614782588975,0.0011701416104629714,1.3893629736106403,15.863324846944769,4.606119199006471,1.020317745574652,0.10557610309438087,0.002244799646793183,0.5771582478447382,11.7753703806299,5.745410568421852,1.016496694471677,0.3123604812145068,0.0021461488918073446,0.051230264438417765,8.412719113335125,6.160172690813364,1.0185384187729598,0.2698831891747585,0.0018270992046572855,0.05965402393208844,4.696907532360705,0.9066033964993437
