,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,refhour,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,0,2023030100186,2023-03-02T00:22:59.764997027Z,HD185975,empty,2.11210868213903,0,0,0,-211.9815988916245,148.7515515089095,32.41118375634304,1,HD185975,-6.4999999999999e-05,holo4_003,0.5350399698884568,187.4359727755369,0.0,148.7515515089095,148.9637673136484,876.5009722883119,597.2571590735706,0.09401910399490945,0.000274512737063846,521.4442475590267,4.553434874415654,1.0,2.11210868213903,5.249525027360619,2.4,2,2023-03-02T00:22:59.764997027Z,30.0,2.11210868213903,-87.4957139160195,-211.9815988916245,0,0,0,empty,32.41118375634304,-417.2247409179701,82.50097228831191,566,1703,794,979,1137,185,2,22666.66666666667,-417.2247409179701,82.50097228831191,566,1703,794,979,2,22666.66666666667,1137,185,0.0,186,23.65905562432635,3.869832518031863,255.84946071938518,1.0129629255129338,0.06943654354839114,7.344242186447834,0.0009615479036437098,0.10811463387894629,11.304733937509113,3.4596775882393134,0.9910083561872343,0.07235156026891373,0.001967402491589717,0.0108547779506296,2.619482474218335,4.306454805824567,1.0095021453155717,0.13546879056839506,0.0010649141098535303,0.03592412065085529,1.1641351030607265,3.538937194665993,1.0198755234351828,0.09080573430563271,0.0007076533009415714,0.0033447123420908328,3.704925958703207,0.34522824342402986
1,1,2023030100187,2023-03-02T00:23:42.674503263Z,HD185975,empty,2.11241213920711,0,0,0,-211.8023510226755,148.9270463893334,32.41132313594696,1,HD185975,-6.4999999999999e-05,holo4_003,0.5217278157062349,187.4623170221055,0.0,148.9270463893334,148.6102149112782,877.2903671125857,597.2571590735706,-0.02499908108698026,0.04641143536088589,320.8439050538304,3.1275371828673,1.0,2.11241213920711,5.722052851459419,2.4,2,2023-03-02T00:23:42.674503263Z,30.0,2.11241213920711,-87.4957202716281,-211.8023510226755,0,0,0,empty,32.41132313594696,-417.6076764435822,82.29036711258578,566,1703,795,980,1137,185,2,22666.66666666667,-417.6076764435822,82.29036711258578,566,1703,795,980,2,22666.66666666667,1137,185,0.011666666666666667,187,19.70310437817534,3.378178669180105,307.1884762283023,1.0191140184625085,0.05949194269837192,6.666540280729035,0.0008757267596854277,0.08861285403884084,9.005238421712372,3.29075411154271,1.0155036784627844,0.06433905772016815,0.001765076405799221,0.16104405228926388,4.1192199919772055,4.1088398591411925,1.0216798867061456,0.16827810337395716,0.0013184054723725334,0.08112684688186027,2.393695182765119,3.7429339677029687,1.023210664988151,0.12978918317500723,0.0009979723153999778,0.016742332015405818,3.420739242894189,0.3860049985367562
2,4,2023030100202,2023-03-02T00:32:12.762491457Z,HD185975,empty,2.11606233070534,0,0,0,-209.6513358179265,151.033083965943,29.95643446581397,1,HD185975,-6.4999999999999e-05,holo4_003,0.5008201555198895,187.3878585015427,0.0,151.033083965943,149.7047158047701,875.5323807604179,597.2571590735706,0.0654235998322713,0.1985809115888557,265.1468571886136,5.33090477615048,1.0,2.11606233070534,5.769434035384309,2.4,2,2023-03-02T00:32:12.762491457Z,30.0,2.11606233070534,-87.4937954414813,-209.6513358179265,0,0,0,empty,29.95643446581397,-418.3945566116416,82.53238076041796,568,1704,793,978,1136,185,2,22666.66666666667,-418.3945566116416,82.53238076041796,568,1704,793,978,2,22666.66666666667,1136,185,0.15333333333333332,202,23.347204210336287,3.7050288079155984,327.0876945039466,1.0099817670565672,0.07137504880332868,7.15480606837656,0.000937681149037897,0.01638512272084957,11.227237046624971,3.5677636268244877,1.0044858364175517,0.07824983765639501,0.001928021782075252,0.1736048762391243,6.527326858471682,4.249513013368005,1.0075488371865202,0.20788792183744279,0.001593121424456861,0.06291235791086491,4.301228662137847,3.878383360225761,1.0112720021286523,0.1699632384035474,0.0012887800888717253,0.0022105346706970536,3.695880820160149,0.2984599987413397
3,5,2023030100203,2023-03-02T00:32:55.673997692Z,HD185975,empty,2.11634868218645,0,0,0,-209.4722146947535,151.208380968633,29.95677596941803,1,HD185975,-6.4999999999999e-05,holo4_003,0.5012098351163059,187.4202185550502,0.0,151.208380968633,149.2225495966719,874.5428137658839,597.2571590735706,0.06010811887811405,0.2555274141093201,252.1156802638237,4.575548935947282,1.0,2.11634868218645,6.056005602950808,2.4,2,2023-03-02T00:32:55.673997692Z,30.0,2.11634868218645,-87.4937848584831,-209.4722146947535,0,0,0,empty,29.95677596941803,-417.8691498029008,82.54281376588395,567,1704,792,977,1137,185,2,22666.66666666667,-417.8691498029008,82.54281376588395,567,1704,792,977,2,22666.66666666667,1137,185,0.16527777777777777,203,25.33953712461157,3.1620289148358616,343.0779019433537,1.0101075560570862,0.07082078616273901,7.4653062448162215,0.0009815760115444775,1.5107465060906466,15.594422028702137,3.252354312865543,1.019334170703396,0.0844746485429436,0.0023044751669884524,0.8792858140807672,6.410152701886437,4.039220587122307,1.013130532751728,0.2072903901910271,0.0015837374215400381,0.04552054209659885,5.223144423730475,3.810356004686953,1.0119462367475711,0.18795118982866685,0.0014239884198395671,0.0316081190502147,3.2935190011619198,0.4588506069193828
4,6,2023030100210,2023-03-02T00:36:38.605496780Z,HD185975,empty,2.11787070927668,0,0,0,-208.5313055773655,152.1292812017528,28.81331146377798,1,HD185975,-6.4999999999999e-05,holo4_003,0.5110934304669916,187.3550964200751,0.0,152.1292812017528,149.1662714528401,877.3304812337799,597.2571590735706,0.05823518530056646,0.5559042572704034,243.705015382596,5.723044702945495,1.0,2.11787070927668,5.903853406562583,2.4,2,2023-03-02T00:36:38.605496780Z,30.0,2.11787070927668,-87.4930457737752,-208.5313055773655,0,0,0,empty,28.81331146377798,-418.9367868757988,82.33048123377992,567,1703,795,980,1136,185,2,22666.66666666667,-418.9367868757988,82.33048123377992,567,1703,795,980,2,22666.66666666667,1136,185,0.22722222222222221,210,48.504608295433655,2.467236150117707,354.26068251931287,1.0213809036371593,0.07815834094457555,10.325783857818124,0.001349145831318484,3.4416133174103973,27.046439395093106,2.7683183297522893,1.0470421247488961,0.09841320535070901,0.003021462011643921,1.4573565883289867,10.843941820104245,3.5840195319896444,1.024851812444269,0.251452847697169,0.002020276123173972,0.11184302831854502,7.317442931979312,3.7781673779238725,1.0236663182361874,0.2165259857290088,0.0016748141396653931,0.039287386346872434,2.71949544984188,0.6953787758880685
5,7,2023030100211,2023-03-02T00:37:21.698001342Z,HD185975,empty,2.11815115891901,0,0,0,-208.3507821640835,152.3059082629372,28.81292646248102,1,HD185975,-6.4999999999999e-05,holo4_003,0.5005283501692123,187.3418250336504,0.0,152.3059082629372,149.6839811475713,878.3731382998399,597.2571590735706,0.09842685019838927,0.4355118736855683,224.1457861576252,7.219116956504478,1.0,2.11815115891901,6.523341733050517,2.4,2,2023-03-02T00:37:21.698001342Z,30.0,2.11815115891901,-87.4930613772746,-208.3507821640835,0,0,0,empty,28.81292646248102,-417.7213269293526,82.37313829983987,567,1704,796,981,1137,185,2,22666.66666666667,-417.7213269293526,82.37313829983987,567,1704,796,981,2,22666.66666666667,1137,185,0.23916666666666667,211,55.80230299208008,2.4129515559919303,396.8990728356839,1.0275435589921682,0.09108598932342446,11.095365672843878,0.0014769912310619417,4.338899867834287,40.50032138608459,2.7959704457544547,1.0611755297405319,0.12600631322181868,0.003856499527376947,2.2554708046815266,9.021869144747567,3.820919687789748,1.0357831942671478,0.2352187014800623,0.0019214880645919217,0.024516690175144,6.881750074896505,3.6639203893382493,1.028716687593817,0.21922986406948705,0.001695303880741169,0.007913791076974942,2.7528874195968616,0.7225106463514536
6,12,2023030100234,2023-03-02T00:50:04.739494689Z,HD185975,empty,2.12304135551742,0,0,0,-205.1371988870805,155.4498631123986,25.58056525405701,1,HD185975,-6.4999999999999e-05,holo4_003,0.5078622350483722,187.391932364489,0.0,155.4498631123986,148.7791820251474,875.4894780453643,597.2571590735706,0.04414198476938354,0.5704104851300972,228.6192938280892,6.180524844013456,1.0,2.12304135551742,6.066120818000656,2.4,2,2023-03-02T00:50:04.739494689Z,30.0,2.12304135551742,-87.4905998233227,-205.1371988870805,0,0,0,empty,25.58056525405701,-417.4246728920123,82.48947804536434,566,1703,793,978,1137,185,2,22666.66666666667,-417.4246728920123,82.48947804536434,566,1703,793,978,2,22666.66666666667,1137,185,0.45111111111111113,234,35.056369817611134,3.0925243337176864,319.9903185043041,1.0044357247925249,0.07545375578286083,8.681775252171915,0.0011231586753131886,0.3999277362246526,17.900309072577542,3.035007251531499,1.0024451345572811,0.0864638607607424,0.0023383187215814624,0.4664828679227017,10.642312822400717,3.3934544867974923,1.0036131427990254,0.22293393938723946,0.0018981282590023157,0.021867319752570967,7.612120377564828,3.3516626489700907,1.0051413023434403,0.20973636104984764,0.0016373448838548567,0.0015146527732311638,3.104595943453382,0.1933064437898871
7,13,2023030100235,2023-03-02T00:50:47.643506187Z,HD185975,empty,2.12329375618349,0,0,0,-204.9575349144335,155.6255527010455,25.580316606086,1,HD185975,-6.4999999999999e-05,holo4_003,0.5030627173588349,187.4311010714587,0.0,155.6255527010455,148.9799775201699,875.6735089058897,597.2571590735706,0.03429994924810743,0.2116837400155886,263.5388791108466,5.420113756669962,1.0,2.12329375618349,5.84622336875703,2.4,2,2023-03-02T00:50:47.643506187Z,30.0,2.12329375618349,-87.490601943865,-204.9575349144335,0,0,0,empty,25.580316606086,-418.1781289139554,82.67350890588972,567,1703,793,978,1136,185,2,22666.66666666667,-418.1781289139554,82.67350890588972,567,1703,793,978,2,22666.66666666667,1136,185,0.46305555555555555,235,23.512953673071497,3.4263540487937587,310.0994107048936,1.006154934857156,0.061912108503172705,7.103116899574406,0.0009196360500108898,0.40937996763082146,12.39515653477973,3.275093710583352,0.9971433613933982,0.0723948361651758,0.001961145385790956,0.07147577307489324,7.116600395200928,3.673062742750067,1.0055524089374772,0.20303520231116703,0.0016133780429093741,0.0589341131087198,3.4897546950825764,3.5652543338819678,1.0098742974772672,0.1505716141289428,0.001149208521660593,0.010745474065281084,3.394146499128202,0.1748449704638495
8,14,2023030100245,2023-03-02T00:58:42.365991500Z,HD185975,empty,2.12598769849146,0,0,0,-202.9554804186185,157.5825819996796,23.65174178288001,1,HD185975,-6.4999999999999e-05,holo4_003,0.5011124971572716,187.3980824412838,0.0,157.5825819996796,151.9261570736951,876.1756903755223,597.2571590735706,0.100954448891775,0.2334801695409932,268.7006456192056,6.767778423994809,1.0,2.12598769849146,5.39046073190772,2.4,2,2023-03-02T00:58:42.365991500Z,30.0,2.12598769849146,-87.4927186028602,-202.9554804186185,0,0,0,empty,23.65174178288001,-418.4315284891757,83.17569037552236,570,1707,793,978,1137,185,2,22666.66666666667,-418.4315284891757,83.17569037552236,570,1707,793,978,2,22666.66666666667,1137,185,0.595,245,30.552226683369156,3.7311700428496883,310.8685813363574,1.0117122251911141,0.07905424593860104,8.112719339093774,0.0010639404505878552,0.5067882867827944,13.11869650636253,3.5215497131884166,1.0022202878856994,0.08338656040646458,0.0020620578759965365,0.08751588208359318,7.316720016062728,4.221037407388213,1.0085082971826613,0.2151547665057078,0.0016613818248359803,0.11834884445300722,3.820186142321541,3.794841064708833,1.0159158208828143,0.1564202763809985,0.0011981771417413347,0.002966694943674305,3.684862945794105,0.28652827045842627
9,15,2023030100246,2023-03-02T00:59:25.371001411Z,HD185975,empty,2.12622193994489,0,0,0,-202.7756995841295,157.7583345504194,23.65177204289301,1,HD185975,-6.4999999999999e-05,holo4_003,0.516828644394437,187.399053589657,0.0,157.7583345504194,151.7172521638825,874.3930688800691,597.2571590735706,0.0972511028309406,0.1396770326022131,276.6314374576591,3.76435618898426,1.0,2.12622193994489,6.498773215132364,2.4,2,2023-03-02T00:59:25.371001411Z,30.0,2.12622193994489,-87.4927156916543,-202.7756995841295,0,0,0,empty,23.65177204289301,-417.6110219190774,82.3930688800691,569,1706,792,977,1137,185,2,22666.66666666667,-417.6110219190774,82.3930688800691,569,1706,792,977,2,22666.66666666667,1137,185,0.6069444444444444,246,25.46308808936881,2.8884268978011067,340.4686474252248,1.0123631883290884,0.06033375643318604,7.405297761893146,0.0009733332078610067,1.2320375396175987,14.113076027700737,3.0189936269633018,1.024629816210747,0.07829668110325802,0.002159481626043673,0.6134917726779945,5.779490405398435,3.999213480245256,1.0174246425757667,0.1867233373350047,0.0015240324721515167,0.018433629308539767,3.80804268389031,3.96855926164904,1.0154204594208769,0.16227084113242368,0.001235667691556903,0.0052484997811200465,3.0751040807803576,0.6500455937995985
