,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,refhour,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,0,2023011700238,2023-01-18T02:33:44.320492641Z,HD185975,empty,2.09416047412873,0,0,0,-221.2032683754205,139.7098947694917,41.849028309224,1,HD185975,-6.4999999999999e-05,holo4_003,0.4847761187261571,187.2720743567153,0.0,139.7098947694917,141.7982789101973,876.3712169575992,597.2571590735706,0.1599844435985067,0.07951288290624249,223.6183096032786,3.122383754479636,1.0,2.09416047412873,9.835273524030763,2.4,2,2023-01-18T02:33:44.320492641Z,30.0,2.09416047412873,-87.5074303006914,-221.2032683754205,0,0,0,empty,41.849028309224,-418.5106652855368,83.3712169575992,560,1696,793,978,1136,185,2,22666.66666666667,-418.5106652855368,83.3712169575992,560,1696,793,978,2,22666.66666666667,1136,185,0.0,238,14.814659538021155,3.5411145123035563,307.46946650210856,1.011220345661072,0.06166365244083931,6.143640873703698,0.0007981474932880424,0.10479234027235945,5.252277285745434,3.3636286026529825,1.0047772169475697,0.05374333033026767,0.0014514083589437308,0.18307368021644876,1.8227605964613007,4.301787798852524,1.0095987931828683,0.13114988309286052,0.0009835046932316668,0.08202034649132414,1.6772373263152773,4.064791452724841,1.0154046530121024,0.13100003007793812,0.0009573962726495525,0.028359186374673648,3.5594312009631857,0.4596619576055095
1,1,2023011700239,2023-01-18T02:34:27.138506292Z,HD185975,empty,2.0945249427585,0,0,0,-221.0241614599746,139.8856185915726,41.84906585121999,1,HD185975,-6.4999999999999e-05,holo4_003,0.4661472375863995,187.2714007699195,0.0,139.8856185915726,141.6802352533641,876.8236664929735,597.2571590735706,-0.00626376012864488,0.03348208541662129,226.1940635366976,5.094582519290531,1.0,2.0945249427585,11.20354825800654,2.4,2,2023-01-18T02:34:27.138506292Z,30.0,2.0945249427585,-87.5074392508782,-221.0241614599746,0,0,0,empty,41.84906585121999,-418.2891000325679,83.82366649297356,560,1696,793,978,1136,185,2,22666.66666666667,-418.2891000325679,83.82366649297356,560,1696,793,978,2,22666.66666666667,1136,185,0.011666666666666667,239,15.31482428222309,3.2747715368732955,299.330503138903,1.010179738212738,0.057636920935915936,6.1794513373811135,0.0008045592038322096,0.1753788926553824,5.961995759882277,3.1272485093513787,1.0069523648372787,0.0576701621207472,0.0015592589576022891,0.1622229921987429,1.3284973091229642,4.3612869854199765,1.0114610276565255,0.11452269328880613,0.0008648718135900611,0.08156391582041536,1.5950882525048304,4.092130991026488,1.0126219040277724,0.13256877332905123,0.0009728519608470229,0.04717797651108702,3.390434473152031,0.6159499513240537
2,4,2023011700248,2023-01-18T03:05:13.302506988Z,HD185975,empty,2.1096375917769,0,0,0,-213.2141648845035,147.5434819772907,34.05938660829202,1,HD185975,-6.4999999999999e-05,holo4_003,0.4783493099599048,187.2778711756141,0.0,147.5434819772907,140.8265378218034,874.7809476926159,597.2571590735706,0.190381380993909,0.2700458453148187,211.3389586147572,5.861099277929354,1.0,2.1096375917769,9.393362384002643,2.4,2,2023-01-18T03:05:13.302506988Z,30.0,2.1096375917769,-87.4996609402329,-213.2141648845035,0,0,0,empty,34.05938660829202,-417.7411075639857,83.78094769261594,558,1695,791,976,1137,185,2,22666.66666666667,-417.7411075639857,83.78094769261594,558,1695,791,976,2,22666.66666666667,1137,185,0.5244444444444445,248,23.745220526716686,3.3320229737375406,309.82350608093014,1.0002913551615091,0.06989888418394741,7.733151019208939,0.0009937913177636803,0.22470026388032235,8.657306730130454,3.1477437765601897,0.9931399178571026,0.06788179478317594,0.0018011499834263696,0.3865573540327507,4.714259950836417,3.7252261526329336,0.995867709307223,0.1900195934547165,0.0014757138904664706,0.09874675505265504,4.075384884678407,3.7878101244223936,1.0015302573601634,0.1879697846192503,0.001406836580468596,0.020357051584883983,3.298105390142596,0.33391686459446734
3,5,2023011700249,2023-01-18T03:05:56.221990758Z,HD185975,empty,2.1099524267487,0,0,0,-213.0348256413715,147.7191167556124,34.05948402419301,1,HD185975,-6.4999999999999e-05,holo4_003,0.4854017590151345,187.2438830225377,0.0,147.7191167556124,142.3624583451721,873.2308670781292,597.2571590735706,0.2117621878227226,0.1727825980507861,200.7426015714032,5.357829321451486,1.0,2.1099524267487,11.04380528176025,2.4,2,2023-01-18T03:05:56.221990758Z,30.0,2.1099524267487,-87.4996580825214,-213.0348256413715,0,0,0,empty,34.05948402419301,-418.4452771707494,83.23086707812924,560,1696,790,975,1136,185,2,22666.66666666667,-418.4452771707494,83.23086707812924,560,1696,790,975,2,22666.66666666667,1136,185,0.5363888888888889,249,18.474258898276045,3.192014174172851,299.8320881547366,1.0021292423896713,0.0634281921389406,6.769877838593329,0.0008814500311305449,0.19233746692602074,6.230073848103071,3.0447946029448345,0.9969456206979052,0.05852465152385003,0.0015591101932619408,0.2642816425174735,2.741302882075914,3.4525913184241883,0.9984054768503867,0.14459926073123575,0.0011633061054708669,0.09084997361430255,3.7211507839630826,3.743248060240995,1.0031642623743617,0.1894745204391744,0.001413952626354286,0.007630372320717474,3.167403439732446,0.3273254375348172
4,12,2023011700297,2023-01-18T03:48:30.275498016Z,HD185975,empty,2.12604134690431,0,0,0,-202.9405741525175,157.5957068698925,23.45642293621501,1,HD185975,-6.4999999999999e-05,holo4_003,0.4759027062020111,187.2566693259753,0.0,157.5957068698925,157.7160822521773,878.3598607125934,597.2571590735706,0.07014300759784202,0.04109131124078107,243.1213514510126,3.317395493564517,1.0,2.12604134690431,9.583855290328193,2.4,2,2023-01-18T03:48:30.275498016Z,30.0,2.12604134690431,-87.4998813487372,-202.9405741525175,0,0,0,empty,23.45642293621501,-417.6148463009006,83.35986071259339,575,1712,795,980,1137,185,2,22666.66666666667,-417.6148463009006,83.35986071259339,575,1712,795,980,2,22666.66666666667,1137,185,1.2458333333333333,297,14.001936878774815,2.791538707253539,303.34084765797184,1.0068113344931235,0.04906757307696923,5.879874523645898,0.0007638695317260861,0.27475300261229807,7.164229920261373,2.7249724749119197,1.0059391289306687,0.05558027098356325,0.0016595835623440746,0.24321976973734996,2.0772033572883473,3.6615416994161523,1.0074569970089173,0.1302215930289963,0.0010288350696815076,0.06803163296304955,1.513858036711515,3.622861250991897,1.0121997223238246,0.11653816744450084,0.0008906849225551918,0.0317187847098792,2.895900036340151,0.5373051465671654
5,13,2023011700298,2023-01-18T03:49:13.267493074Z,HD185975,empty,2.12627432258283,0,0,0,-202.7602783809185,157.7719684601122,23.45593373715803,1,HD185975,-6.4999999999999e-05,holo4_003,0.4909941573852272,187.3032022117302,0.0,157.7719684601122,157.3668260032643,876.2327019237447,597.2571590735706,-0.00711391540283356,0.2461075856789557,216.8979806167616,3.306472434959035,1.0,2.12627432258283,8.794673693386379,2.4,2,2023-01-18T03:49:13.267493074Z,30.0,2.12627432258283,-87.4999032541258,-202.7602783809185,0,0,0,empty,23.45593373715803,-417.7828623239942,83.23270192374468,575,1712,793,978,1137,185,2,22666.66666666667,-417.7828623239942,83.23270192374468,575,1712,793,978,2,22666.66666666667,1137,185,1.2577777777777779,298,19.462839827919222,2.834024976897729,311.68567774029077,1.005868236885268,0.05774404220396005,6.926988296501048,0.0009013279219501968,0.5344217824992256,9.819902006205512,2.8008542858122847,1.0066037066787503,0.06453909111159732,0.0019167978600363182,0.4199899210015819,4.884359373198006,3.7056159818638057,1.006395317220428,0.19155940172581992,0.0015122475831786382,0.016678467955921168,3.662746426207495,3.5307466191935304,1.012293136659821,0.17467198750604318,0.001325926981702555,0.005717240646658242,2.8983974883741417,0.5160246157111993
6,20,2023011700348,2023-01-18T04:27:59.378503148Z,HD185975,empty,2.13705443120447,0,0,0,-192.8885081746235,167.4183766978299,13.79296410772798,1,HD185975,-6.4999999999999e-05,holo4_003,0.4810034757145186,187.2597279139739,0.0,167.4183766978299,152.8375572897944,874.9807923187171,597.2571590735706,0.02126368786278171,0.03877595475798395,231.0605874586393,4.379407184245824,1.0,2.13705443120447,10.73309441946857,2.4,2,2023-01-18T04:27:59.378503148Z,30.0,2.13705443120447,-87.4911146344898,-192.8885081746235,0,0,0,empty,13.79296410772798,-418.3304628631514,82.98079231871709,571,1707,792,977,1136,185,2,22666.66666666667,-418.3304628631514,82.98079231871709,571,1707,792,977,2,22666.66666666667,1136,185,1.9041666666666666,348,14.5964676105034,3.5185374253624953,301.7331446217137,0.9959349518423198,0.06048698885322501,6.057700765498763,0.0007884586760544049,0.19322808526696672,6.414933666775086,3.4285048813020467,0.9943830085707668,0.058618242066327465,0.0015885853344207446,0.17187685330220248,1.2815551104311738,4.306200698733562,0.9967870023834028,0.10936914031590306,0.0008266747636950552,0.06402462264825219,1.6719693700559042,4.329122902117333,1.0003251848719852,0.13026798134205503,0.0009655996771417724,0.04984974511264525,3.642198899695342,0.4933863263105008
7,21,2023011700349,2023-01-18T04:28:42.290506469Z,HD185975,empty,2.13719912209138,0,0,0,-192.7077963301445,167.5948396989926,13.79175652649599,1,HD185975,-6.4999999999999e-05,holo4_003,0.4913853489439836,187.3762311770799,0.0,167.5948396989926,152.5600497279261,874.8180010249878,597.2571590735706,-0.08523050938020305,0.04322027242593859,260.9236585153999,2.620917683253108,1.0,2.13719912209138,8.314189924770417,2.4,2,2023-01-18T04:28:42.290506469Z,30.0,2.13719912209138,-87.4911518690871,-192.7077963301445,0,0,0,empty,13.79175652649599,-418.3500647704994,82.8180010249878,571,1707,792,977,1136,185,2,22666.66666666667,-418.3500647704994,82.8180010249878,571,1707,792,977,2,22666.66666666667,1136,185,1.9158333333333333,349,14.353091125389728,3.137112213682504,325.19730770376185,1.0071715377064812,0.05399632721387753,5.9062007428541845,0.000777972729031653,0.49049700303922855,7.878896410733198,3.195118343639054,1.0135869366188808,0.06348050383721644,0.0017435633077197807,0.29635426680397703,1.92491165772381,4.364057083775318,1.0119647956521973,0.12779662713273734,0.0009826663719831007,0.03331298637036211,1.9901335292746556,4.066601481236108,1.013292136004727,0.1330829528491192,0.0009931570244490588,0.0006203800867515848,3.337443875885392,0.6414816490097379
8,26,2023011700389,2023-01-18T05:02:33.121509356Z,HD185975,empty,2.14264167429961,0,0,0,-184.1921382035735,175.9087740813874,5.335994571508991,1,HD185975,-6.4999999999999e-05,holo4_003,0.4917952684005725,187.2698288301732,0.0,175.9087740813874,151.7410084531811,872.6542847326898,597.2571590735706,0.09404130522970516,0.2169888908981533,230.2997571322169,3.695677151144056,1.0,2.14264167429961,7.481053276260727,2.4,2,2023-01-18T05:02:33.121509356Z,30.0,2.14264167429961,-87.4784002049763,-184.1921382035735,0,0,0,empty,5.335994571508991,-418.0128030391709,82.65428473268976,570,1706,790,975,1136,185,2,22666.66666666667,-418.0128030391709,82.65428473268976,570,1706,790,975,2,22666.66666666667,1136,185,2.48,389,20.392191128984468,3.070030417466991,330.53456104364665,1.0045411903347101,0.06361110859201889,6.985537908070693,0.000916589301611426,0.4399178409605611,9.069247475810158,3.145798952995826,1.0077501119352648,0.06777605574983578,0.0018381213359815432,0.3450968400520212,7.555080857299727,2.8727460958049535,1.003247506711268,0.2061481037096918,0.0017823217486955963,0.0546831741933295,3.2983347403750107,3.744953758167405,1.009617067437401,0.15957066498676076,0.0012144129207098584,0.018808436453244985,3.142729259076011,0.3319863703330988
9,27,2023011700390,2023-01-18T05:03:16.039495757Z,HD185975,empty,2.14270458643345,0,0,0,-184.0128517878405,176.0837505943169,5.336123168063011,1,HD185975,-6.4999999999999e-05,holo4_003,0.4907832954868819,187.2379909025841,0.0,176.0837505943169,152.3124585141874,871.843783363145,597.2571590735706,0.08875148361513764,0.3073441845646625,217.4872899274676,4.235695589161209,1.0,2.14270458643345,7.971691562990744,2.4,2,2023-01-18T05:03:16.039495757Z,30.0,2.14270458643345,-87.4784011429351,-184.0128517878405,0,0,0,empty,5.336123168063011,-418.9032358130643,82.84378336314504,571,1707,789,974,1136,185,2,22666.66666666667,-418.9032358130643,82.84378336314504,571,1707,789,974,2,22666.66666666667,1136,185,2.4919444444444445,390,24.933000766215887,2.958460712782934,326.82144651742084,1.0022538070331413,0.0632926793410759,7.707820507352797,0.00100423146521357,0.61280942106237,10.63805226777854,3.0315691543691106,1.006271533131688,0.07293232756879012,0.001970512746783815,0.44855583961104467,8.477341515343339,2.728925686137684,1.000523218252598,0.21623627734672277,0.001854547941280312,0.04639133556260205,4.544634602200527,3.6394091612253665,1.006661219933776,0.1860564467165478,0.0014124805513612488,0.013973488592262724,3.016887068108557,0.344269050518162
