,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,refhour,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,0,2022120800043,2022-12-09T01:04:41.749993207Z,HD185975,empty,1.93646156773759,0,0,0,-284.1772905847854,77.24880303119399,103.00828058961,1,HD185975,-6.4999999999999e-05,holo4_003,0.4619570635691068,187.4232329251711,0.0,77.24880303119399,145.3270065408125,887.592279074268,597.2571590735706,-0.08466123124316446,0.007887465996903124,401.5600515343486,11.46713908926558,1.0,1.93646156773759,4.964269235276014,2.4,2,2022-12-09T01:04:41.749993207Z,30.0,1.93646156773759,-87.5143884464498,-284.1772905847854,0,0,0,empty,103.00828058961,-418.5364147778615,83.592279074268,564,1700,804,989,1136,185,2,22666.66666666667,-418.5364147778615,83.592279074268,564,1700,804,989,2,22666.66666666667,1136,185,0.0,43,23.22051933627379,1.7763621503851503,306.85928980628114,1.1689791266943577,0.051372588508840585,8.184048302595569,0.001112125787305274,0.2434340642328063,11.954265431488603,1.6024661652646377,1.1587059783469307,0.05620262578070334,0.002335423571954451,0.373868839001738,3.4473874152118675,2.705163153270486,1.1669445457690446,0.14755391257884312,0.001378831347932076,0.03957083537509183,1.646241040431666,2.3921519481636127,1.1709019940062109,0.10379553526476018,0.0009417701755991131,0.0026253519631173772,1.830021978524167,0.533039211458061
1,1,2022120800044,2022-12-09T01:05:24.669008185Z,HD185975,empty,1.93689414607648,0,0,0,-283.9980403525277,77.42890230649442,103.008341771585,1,HD185975,-6.4999999999999e-05,holo4_003,0.4555569745725051,187.3242080178059,0.0,77.42890230649442,145.8425173524413,888.262384877137,597.2571590735706,0.07144289933831906,0.5221707011135774,252.9180218583088,7.209524182193126,1.0,1.93689414607648,5.031046454246048,2.4,2,2022-12-09T01:05:24.669008185Z,30.0,1.93689414607648,-87.5143864401067,-283.9980403525277,0,0,0,empty,103.008341771585,-417.5746237684329,84.26238487713702,563,1700,804,989,1137,185,2,22666.66666666667,-417.5746237684329,84.26238487713702,563,1700,804,989,2,22666.66666666667,1137,185,0.011666666666666667,44,42.90104611588911,1.6154562789691076,307.9579282639538,1.175690438664618,0.06948906653143569,11.107697606925802,0.0015173431539348184,1.1834739770101907,15.215347921303167,1.5431065329782816,1.1718240958684478,0.06320247325973541,0.0026368604152520996,1.3328023263010627,7.650342248326951,2.2609286311002736,1.1755899064714328,0.18648922473643684,0.0019263331293658597,0.011350677424956348,5.864507050006379,2.1907135198056777,1.1775246360164737,0.1893786767852608,0.00172282834469874,0.0031809901784652954,1.6475284896722135,0.4132923548180605
2,14,2022120800091,2022-12-09T01:45:01.891996710Z,HD185975,empty,1.96206279573835,0,0,0,-273.8798915954795,87.5715132037586,92.78912486925299,1,HD185975,-6.4999999999999e-05,holo4_003,0.4906509726379838,187.3616356370789,0.0,87.5715132037586,149.1692287792558,883.7629552842718,597.2571590735706,0.07814707322713117,0.532491279723469,268.2571265118242,2.498437659162406,1.0,1.96206279573835,4.76214832604086,2.4,2,2022-12-09T01:45:01.891996710Z,30.0,1.96206279573835,-87.5142058735061,-273.8798915954795,0,0,0,empty,92.78912486925299,-418.1143659779742,83.76295528427177,567,1703,800,985,1136,185,2,22666.66666666667,-418.1143659779742,83.76295528427177,567,1703,800,985,2,22666.66666666667,1136,185,0.6722222222222223,91,12.94792671368122,1.8129131908820746,294.19875966424763,0.5218922699057675,0.06357296252394318,9.72634468804212,0.0006117437046668872,0.5106669356251593,7.114697823472772,1.6890038277276282,0.5187039605632344,0.06956554533214089,0.0012919403010117879,0.6899249533427633,4.887546888285019,2.6728758617767316,0.5220729409625097,0.25843037319656553,0.0011170610191774419,0.08415890962230593,2.9663753258884933,2.3425721329609215,0.5243505284453793,0.20967934284402634,0.000864087475850939,0.02827915023160559,1.811528539066306,0.5096422105522178
3,15,2022120800092,2022-12-09T01:45:44.809494485Z,HD185975,empty,1.96252094442679,0,0,0,-273.6999488702275,87.751474436235,92.78855639131399,1,HD185975,-6.4999999999999e-05,holo4_003,0.4993795131063453,187.48048676876,0.0,87.751474436235,148.5624312037814,885.0271867802564,597.2571590735706,0.0217699748400807,0.289525953129258,307.8120989059668,2.465532488965024,1.0,1.96252094442679,5.235842480712581,2.4,2,2022-12-09T01:45:44.809494485Z,30.0,1.96252094442679,-87.5142038781465,-273.6999488702275,0,0,0,empty,92.78855639131399,-418.2104417850649,83.02718678025646,567,1703,802,987,1136,185,2,22666.66666666667,-418.2104417850649,83.02718678025646,567,1703,802,987,2,22666.66666666667,1136,185,0.6841666666666667,92,9.199349477444288,1.8812653046140448,283.2646637382191,0.46695887432295274,0.05740219465220654,8.759182986588876,0.0004936505204682409,0.06648324064757269,4.118430305123302,1.7338022717062038,0.46252080440023624,0.05780508731857019,0.0009479827371494861,0.21638116061345988,3.054147727313488,2.6104168534020977,0.4671346731052227,0.22688385799913977,0.0008517561345669874,0.027637487172717027,2.561522163686472,2.3481219173948182,0.46871679113565395,0.21251665726455618,0.0007761317684712996,0.0286364467721787,1.850799791022724,0.45797487537029063
4,31,2022120800141,2022-12-09T02:20:24.959498190Z,HD185975,empty,1.98539823658165,0,0,0,-264.9512578129825,96.48473707743291,84.089482251324,1,HD185975,-6.4999999999999e-05,holo4_003,0.4678521719206907,187.2632129190453,0.0,96.48473707743291,148.0444601628847,888.5958487597093,597.2571590735706,0.1460933881511172,1.523394909348681,205.4734419918527,8.263104860600587,1.0,1.98539823658165,6.065586207887645,2.4,2,2022-12-09T02:20:24.959498190Z,30.0,1.98539823658165,-87.5126005190041,-264.9512578129825,0,0,0,empty,84.089482251324,-418.3863555351199,83.59584875970928,566,1702,805,990,1136,185,2,22666.66666666667,-418.3863555351199,83.59584875970928,566,1702,805,990,2,22666.66666666667,1136,185,1.2619444444444445,141,62.42196872993596,2.108463675203856,262.45836778749907,1.002391876077089,0.10445160805683704,14.481451902076783,0.0017441757589722769,1.028113891565737,18.634167069815742,1.7413104887118254,0.9788152229570831,0.07655982014114854,0.0027395485212524566,0.6791584156511844,14.422892694562837,1.8261928755420174,0.9898510270539848,0.24781484520940358,0.002380684200195665,0.010400666828413827,8.895250034045992,2.1830701297027875,1.0027560668604718,0.2425674677728973,0.001969131418271271,0.08465262705712666,1.885257059591128,0.2016947018936774
5,32,2022120800142,2022-12-09T02:21:07.847494834Z,HD185975,empty,1.98586948671934,0,0,0,-264.7721568008745,96.66312465121888,84.08976495892799,1,HD185975,-6.4999999999999e-05,holo4_003,0.4911157201292229,187.3047443685191,0.0,96.66312465121888,146.621480412544,887.4584057037288,597.2571590735706,0.09330987688349233,0.8799084735667939,244.9135668012553,4.532358379875799,1.0,1.98586948671934,5.268689982649122,2.4,2,2022-12-09T02:21:07.847494834Z,30.0,1.98586948671934,-87.5126547849652,-264.7721568008745,0,0,0,empty,84.08976495892799,-417.7800951091677,83.4584057037288,564,1701,804,989,1137,185,2,22666.66666666667,-417.7800951091677,83.4584057037288,564,1701,804,989,2,22666.66666666667,1137,185,1.2738888888888888,142,34.67449184489521,2.1050416267167114,272.3257588547666,0.8533390288629512,0.08725717876859602,11.87258028844907,0.0012238522531880993,1.3955177444650468,12.251655031475467,1.8273068517265947,0.8365553078358247,0.06938858278496271,0.0020908496854465013,0.14512020440600817,10.37991170582388,2.2016642468981495,0.8508515131640476,0.2596733788393162,0.001966180683393007,0.08251064078830904,6.166489169442255,2.0163844793206693,0.8592713951391334,0.2259149953212632,0.0015446576001106123,0.01691055297961432,1.9497683252842775,0.16355112193741503
6,47,2022120800189,2022-12-09T02:54:51.697991608Z,HD185975,empty,2.00845344262799,0,0,0,-256.2980567580515,105.0923588333042,75.488284096315,1,HD185975,-6.4999999999999e-05,holo4_003,0.492060992019398,187.3426771439892,0.0,105.0923588333042,150.0918198371,882.9799457057318,597.2571590735706,0.09546054145861309,0.5004664859632046,387.4590999279648,4.53450342876704,1.0,2.00845344262799,4.896844393681315,2.4,2,2022-12-09T02:54:51.697991608Z,30.0,2.00845344262799,-87.5075447702511,-256.2980567580515,0,0,0,empty,75.488284096315,-418.2658819122102,82.97994570573181,568,1704,800,985,1136,185,2,22666.66666666667,-418.2658819122102,82.97994570573181,568,1704,800,985,2,22666.66666666667,1136,185,1.8358333333333334,189,41.968771575745876,1.9835015432253746,283.78492564673513,1.0131018292002192,0.07433807491604877,11.655157907292606,0.001435714986028647,0.21793766190186262,10.918931376256088,1.7921607335168734,0.9990499442543519,0.05818650677162822,0.002116336761535492,0.6770711597963398,8.26202399542161,2.2221736836617705,1.0081359983175975,0.21597070916896347,0.0019287906370064351,0.041890426440682624,4.548677264644762,2.1851808623886866,1.0159844617341336,0.17915367260668624,0.0014459120910329602,0.017730858217056267,1.8982057385912443,0.22684293492479762
7,48,2022120800190,2022-12-09T02:55:34.528005825Z,HD185975,empty,2.00892723940223,0,0,0,-256.1183287544605,105.2707126427942,75.48759176722899,1,HD185975,-6.4999999999999e-05,holo4_003,0.4964681925062889,187.3280767155222,0.0,105.2707126427942,150.3646533715017,883.8636568453088,597.2571590735706,0.1110246357521331,1.227262601163498,235.9767320860136,4.925217085064345,1.0,2.00892723940223,4.424737255932102,2.4,2,2022-12-09T02:55:34.528005825Z,30.0,2.00892723940223,-87.5076184497726,-256.1183287544605,0,0,0,empty,75.48759176722899,-417.8732813613937,83.86365684530885,567,1704,800,985,1137,185,2,22666.66666666667,-417.8732813613937,83.86365684530885,567,1704,800,985,2,22666.66666666667,1137,185,1.8477777777777777,190,43.15975573283179,1.7138909488492382,304.3231722974677,0.9855764671805033,0.07538297919809402,12.050114999520007,0.0014316115195580161,0.8779113423243861,16.30300253888642,1.6598189741499276,0.9825192326289544,0.07009949150759548,0.002523601192136665,1.09226107787362,12.44391556041909,2.0624868383103876,0.9855489817382079,0.2440586339790111,0.002211165831365183,0.008120841369404868,8.3201580623609,2.0446714838364106,0.9876630639670771,0.22998131120113324,0.0018593921059186435,0.020539321199474606,1.7165466075319769,0.24008626295197913
8,63,2022120800236,2022-12-09T03:26:16.225501338Z,HD185975,empty,2.0294983453724,0,0,0,-248.3120422348235,113.0092262869416,67.69069747506501,1,HD185975,-6.4999999999999e-05,holo4_003,0.5210083695000679,187.3378219654393,0.0,113.0092262869416,148.9983853403043,879.9593360177263,597.2571590735706,0.05040235136597494,2.055298948253288,237.9659348331167,5.170964373771033,1.0,2.0294983453724,4.096266574642795,2.4,2,2022-12-09T03:26:16.225501338Z,30.0,2.0294983453724,-87.5029724562758,-248.3120422348235,0,0,0,empty,67.69069747506501,-418.2260894038799,82.95933601772634,567,1703,797,982,1136,185,2,22666.66666666667,-418.2260894038799,82.95933601772634,567,1703,797,982,2,22666.66666666667,1136,185,2.3594444444444442,236,71.06905692192505,1.3770620322714648,310.49131070550226,0.9906208364127222,0.07913470645729502,15.1079087038706,0.0018155381876162504,2.133048393619666,32.02488627555967,1.5062697938708498,0.9995691925817614,0.0959943708477775,0.00351696353381708,1.35255147184364,16.046397608336033,1.6234864946628143,0.9973870127897276,0.23075912235344945,0.0023919621138453256,0.13336051933384055,11.44268417978604,1.8065235366947745,0.9964722607012981,0.2382265523739316,0.002084182621794325,0.011310126423323264,1.463129610755839,0.19551369648535555
9,64,2022120800237,2022-12-09T03:26:59.082491023Z,HD185975,empty,2.02996376330803,0,0,0,-248.1328258591395,113.186557930864,67.69065460998601,1,HD185975,-6.4999999999999e-05,holo4_003,0.5044376705445721,187.3293574096671,0.0,113.186557930864,148.8063514870513,880.5473667492394,597.2571590735706,0.04225498141171765,0.2351324125992298,301.1411198311308,5.256969243147812,1.0,2.02996376330803,4.361103104609676,2.4,2,2022-12-09T03:26:59.082491023Z,30.0,2.02996376330803,-87.5029651468546,-248.1328258591395,0,0,0,empty,67.69065460998601,-418.4315985561319,83.54736674923937,567,1703,797,982,1136,185,2,22666.66666666667,-418.4315985561319,83.54736674923937,567,1703,797,982,2,22666.66666666667,1136,185,2.3713888888888888,237,18.235936222051105,1.880979542600111,284.84659482560835,0.9768630632469517,0.048834795034259054,7.6961089649728756,0.0009227141464397763,0.042952588797211165,9.450227162338173,1.7412424598686824,0.9676267025769035,0.05405835524713217,0.0019191763199941064,0.43856263256465006,5.733339254179042,2.4497223580785588,0.97967477941006,0.18004554649969765,0.0015645643237979351,0.05899461249512566,2.56382062861584,2.3640694685563086,0.9810534267220197,0.13407691169750616,0.001057284826894869,0.012187894780364106,1.8769709249672049,0.3820168453586384
