,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,me_az_rms,me_el_rms,me_rot_rms,me_image_az_rms,me_image_el_rms,me_image_rot_rms,refhour,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,0,2023031500617,2023-03-16T05:11:21.499995014Z,HD185975,empty,2.08009019139918,0,0,0,-126.1948434157015,-127.3587595877659,-51.77500369824298,1,HD185975,-6.4999999999999e-05,holo4_003,0.5249062528208477,187.40810873051,0.0,-127.3587595877659,147.3024729521677,884.2527064470478,597.2571590735706,0.02940417110763556,0.3473361611172956,298.5476819440347,10.32260792927881,1.0,2.08009019139918,4.30669333352735,2.4,2,2023-03-16T05:11:21.499995014Z,30.0,2.08009019139918,-87.4294695819789,-126.1948434157015,0,0,0,empty,-51.77500369824298,-417.7539824130423,83.2527064470478,565,1702,801,986,1137,185,2,22666.66666666667,-417.7539824130423,83.2527064470478,565,1702,801,986,2,22666.66666666667,1137,185,0.0175212923514513,0.0144468395661677,0.1187503846373602,0.0153778557479842,0.0144468395661677,0.0001612010711057,0.0,617,49.944406848699465,6.618830781437822,343.7822210989473,1.0053060009940251,0.13662088591040034,10.4454683621542,0.0013391729716292413,2.2738297376492524,28.171196412390756,6.914525565648637,1.0239065465852701,0.17577169055276637,0.002923900567324274,0.7121618916255077,16.598473519022477,8.269557644571167,1.0165112327294636,0.41373828003122226,0.002509226879694642,0.08876415316309715,11.92106324511553,8.702960549927512,1.0251133530781438,0.338413035986233,0.0020753631762114007,0.03471178545529885,6.991032830278141,1.0850933075972007
1,1,2023031500618,2023-03-16T05:12:04.498004925Z,HD185975,empty,2.07966874677314,0,0,0,-126.0146744663075,-127.1814542071109,-51.77528807836802,1,HD185975,-6.4999999999999e-05,holo4_003,0.4985600259362894,187.306036435624,0.0,-127.1814542071109,148.3714884360003,884.9979318927877,597.2571590735706,0.124271286871617,0.6197977566745131,234.7228045632269,13.83405691039395,1.0,2.07966874677314,5.22851277679569,2.4,2,2023-03-16T05:12:04.498004925Z,30.0,2.07966874677314,-87.4294642624483,-126.0146744663075,0,0,0,empty,-51.77528807836802,-416.9960393955499,82.99793189278776,565,1702,802,987,1137,185,2,22666.66666666667,-416.9960393955499,82.99793189278776,565,1702,802,987,2,22666.66666666667,1137,185,0.0154815508985272,0.0284917571661447,0.1053758635575563,0.0135868148488583,0.0284917571661447,0.000143045448872,0.011666666666666667,618,55.868404181866836,7.889601524449192,342.2904332265265,1.0035773315410292,0.15763863556496813,11.07980010217023,0.0014262206518744149,0.040870430837349626,25.15499411788329,7.479248315983887,0.9955343562472214,0.178902438290244,0.002758993258189503,0.07330320513731758,25.129449780883995,8.079520555869834,0.9977556523246579,0.5100854644091413,0.003094666255105616,0.03360839604767882,15.242912115700491,8.733979578986688,1.0135004430679193,0.3881567585007388,0.002356730172909746,0.10014329535650254,7.8104609557060165,0.5102070065961546
2,10,2023031500670,2023-03-16T05:57:51.033505160Z,HD185975,empty,2.05175852055234,0,0,0,-114.7681735868305,-116.0946314293845,-63.30378462115601,1,HD185975,-6.4999999999999e-05,holo4_003,0.5257099535788328,187.3666392699683,0.0,-116.0946314293845,141.8192901957948,886.8396605003134,597.2571590735706,0.09968789700693588,1.038125837119143,236.8893207134436,40.73135409344044,1.0,2.05175852055234,4.443750814830347,2.4,2,2023-03-16T05:57:51.033505160Z,30.0,2.05175852055234,-87.4245571456655,-114.7681735868305,0,0,0,empty,-63.30378462115601,-417.4932322165279,82.83966050031336,559,1696,804,989,1137,185,2,22666.66666666667,-417.4932322165279,82.83966050031336,559,1696,804,989,2,22666.66666666667,1137,185,0.0178877341080907,0.0181330279760872,0.1072802769335634,0.0156337409087892,0.0181330279760872,0.0001456306487177,0.7747222222222222,670,343.2217842198438,5.490897995446504,298.16262895564887,0.9890174675056379,0.30745815567266743,27.79324300149417,0.0034779967027542447,2.32360215815717,39.18188359894534,7.201582935302377,1.0328913449631172,0.2203152247857181,0.003485852066079194,0.2787147470584724,38.07352613511762,4.915376174366018,1.0437162224063385,0.440966334547956,0.0035013732592482196,0.10967644849743127,28.287169178639168,8.307566175673688,1.0337033046934785,0.4956689562970283,0.003110771431482404,0.025512639449945793,6.57395108969029,1.3530722222658347
3,11,2023031500671,2023-03-16T05:58:34.036506612Z,HD185975,empty,2.05129160288991,0,0,0,-114.5882265183066,-115.9168470210927,-63.30392869542601,1,HD185975,-6.4999999999999e-05,holo4_003,0.5234994001352078,187.3677988126711,0.0,-115.9168470210927,142.2203714056512,887.1645215019772,597.2571590735706,0.09664686294416937,0.7893143527322077,258.7011231763406,14.31508743885893,1.0,2.05129160288991,5.025513767363252,2.4,2,2023-03-16T05:58:34.036506612Z,30.0,2.05129160288991,-87.4245488243817,-114.5882265183066,0,0,0,empty,-63.30392869542601,-417.3895644442327,83.16452150197716,559,1696,804,989,1137,185,2,22666.66666666667,-417.3895644442327,83.16452150197716,559,1696,804,989,2,22666.66666666667,1137,185,0.0165040803171507,0.0070142521452917,0.0913740830336547,0.0144234145871132,0.0070142521452917,0.0001240383355499,0.7866666666666666,671,115.65977973868277,6.775674706553657,351.33614409989457,0.995818622513501,0.20542218240456378,16.291030428262395,0.0020211028477604923,1.336654559935277,34.27718942765639,6.972695663710705,1.0059958349050944,0.1940304681487415,0.003166092397855167,0.3744876732819095,29.036696675477945,7.2869813845841795,1.0014130697313397,0.4992689068599814,0.0031960702376153225,0.1111129267842756,18.60438556526109,8.168117628208698,1.0127700872541567,0.41294505797521097,0.00253094912357267,0.09599315316095773,7.032596835394531,0.5965978755487142
4,20,2023031500710,2023-03-16T06:22:47.841995080Z,HD185975,empty,2.03552070431424,0,0,0,-108.6316762343035,-110.0255131142149,-69.62980938728202,1,HD185975,-6.4999999999999e-05,holo4_003,0.5524889386598603,187.4699559454197,0.0,-110.0255131142149,141.9216013042592,889.9788313774186,597.2571590735706,-0.01363237343128816,0.2723877046509061,340.8695816580398,13.41577279666117,1.0,2.03552070431424,3.947501834810971,2.4,2,2023-03-16T06:22:47.841995080Z,30.0,2.03552070431424,-87.4232392807212,-108.6316762343035,0,0,0,empty,-69.62980938728202,-417.0181165595147,82.97883137741854,559,1696,807,992,1137,185,2,22666.66666666667,-417.0181165595147,82.97883137741854,559,1696,807,992,2,22666.66666666667,1137,185,0.0164391178166925,0.0187273323313763,0.0974550647724015,0.014331771956674,0.0187273323313763,0.0001322931363462,1.1905555555555556,710,197.76176056385432,6.41755242141137,343.0743872007942,1.0065864062218641,0.2525838102019503,21.089058313522493,0.0026379954325267524,1.0551387896255453,23.611503688062196,6.714708435244282,1.019324804883673,0.1610345403646238,0.0026509180520458333,0.16626687277457972,14.465389309133746,7.907630571418013,1.0188644958839768,0.3691203876887958,0.0023210782746816237,0.09936101517391722,9.021017909045549,7.865731136761771,1.0271311342598703,0.28090755756921315,0.001772344454245371,0.025115827830292578,6.966353923577997,0.717528682343467
5,30,2023031500757,2023-03-16T06:57:40.981994736Z,HD185975,empty,2.01192466599686,0,0,0,-99.89972763767952,-101.3616073251951,-78.31366313298201,1,HD185975,-6.4999999999999e-05,holo4_003,0.5136898620578209,187.4764941516104,0.0,-101.3616073251951,146.5567996835337,889.895569171008,597.2571590735706,-0.02720195237168163,0.1622977503489752,338.0321393100691,9.492050912734975,1.0,2.01192466599686,3.838932472090202,2.4,2,2023-03-16T06:57:40.981994736Z,30.0,2.01192466599686,-87.4249696920671,-99.89972763767952,0,0,0,empty,-78.31366313298201,-417.4568934324068,82.895569171008,564,1701,807,992,1137,185,2,22666.66666666667,-417.4568934324068,82.895569171008,564,1701,807,992,2,22666.66666666667,1137,185,0.0124235739773384,0.0239647980960667,0.1126604661502321,0.0107902422514154,0.0239647980960667,0.0001529341388674,1.7719444444444445,757,32.80657781323291,6.873073148466078,356.91649263372216,1.016228467167045,0.11036478983713695,8.753409489820468,0.0010910460990685076,0.7811284237950339,21.810524117218957,6.952106503104805,1.0242422755337215,0.1564322552282286,0.002584467489366657,0.13079348745454014,12.53656130147989,8.31520737694865,1.0245942918036626,0.35893283785886465,0.002185060759315342,0.023938525001687576,9.721369562854159,8.214083575013902,1.0300176136920638,0.30168333657212676,0.0018675819484023704,0.019122273939689936,7.07882531459587,0.8479156109259776
6,31,2023031500758,2023-03-16T06:58:23.990493274Z,HD185975,empty,2.0114318497976,0,0,0,-99.7195540748555,-101.1825330377051,-78.31388841323798,1,HD185975,-6.4999999999999e-05,holo4_003,0.5313823132386318,187.4781328219153,0.0,-101.1825330377051,146.8184318908883,889.8987070099215,597.2571590735706,-0.04347764782239866,0.2688824768211711,333.8742203684257,12.50781679188297,1.0,2.0114318497976,3.620963670426224,2.4,2,2023-03-16T06:58:23.990493274Z,30.0,2.0114318497976,-87.4249480572319,-99.7195540748555,0,0,0,empty,-78.31388841323798,-417.1864831869431,82.8987070099215,564,1701,807,992,1137,185,2,22666.66666666667,-417.1864831869431,82.8987070099215,564,1701,807,992,2,22666.66666666667,1137,185,0.0108681562099957,0.0219490767705844,0.1152124434928827,0.0094385569068707,0.0219490767705844,0.0001563983927503,1.7838888888888889,758,43.58384772682011,6.353971124055524,367.5604555858228,1.0100159496649166,0.11986057364436746,10.062915446605228,0.0012425325201728202,2.1571054265701157,28.713740333688076,6.563493014135661,1.0262039449342468,0.1779952152951017,0.002920544075786253,0.6577077995748482,15.088514627219073,7.796926683646769,1.0186831144989716,0.37497589263205083,0.0023265867614102325,0.10948975279690819,11.06824946613615,8.133110640847319,1.0234747919517353,0.3172525497354481,0.00194377873402119,0.025880184885930378,6.6462488593583275,0.9522463201601323
7,40,2023031500804,2023-03-16T07:32:23.148493299Z,HD185975,empty,1.98824343496557,0,0,0,-91.22496678073247,-92.72191697944602,-86.78034533313098,1,HD185975,-6.4999999999999e-05,holo4_003,0.511355638343959,187.3917280459903,0.0,-92.72191697944602,151.8596212096435,888.9641227326803,597.2571590735706,0.06313447593969923,0.4144765840379389,297.2680128693044,12.00758976830731,1.0,1.98824343496557,4.09232947685828,2.4,2,2023-03-16T07:32:23.148493299Z,30.0,1.98824343496557,-87.4269949772366,-91.22496678073247,0,0,0,empty,-86.78034533313098,-418.3088414966089,82.96412273268027,570,1706,806,991,1136,185,2,22666.66666666667,-418.3088414966089,82.96412273268027,570,1706,806,991,2,22666.66666666667,1136,185,0.0094769592157386,0.0191025227850009,0.1066239082635146,0.0081986045953511,0.0191025227850009,0.0001447396424866,2.350277777777778,804,83.5946755871999,5.379031928557725,396.352462119,1.0211865484274572,0.15696147663252571,14.06992559912655,0.0017422248590606296,6.579285261432064,102.65884556023147,5.84056792428258,1.0557380506659872,0.30010801609279125,0.005627146944445865,3.3880843590331353,15.268471125169318,7.194200124398806,1.0268494388934732,0.37411497919103026,0.002365500942532603,0.0506875832640625,10.72984828321196,7.589219570303421,1.0288492820429629,0.3137948997052862,0.0019472270238588606,0.0475534957475713,5.966618509018251,1.0607706592324273
8,41,2023031500805,2023-03-16T07:33:06.205502841Z,HD185975,empty,1.9877521726463,0,0,0,-91.0451983855995,-92.54256221944283,-86.78017794885801,1,HD185975,-6.4999999999999e-05,holo4_003,0.5040449458065369,187.3511935337773,0.0,-92.54256221944283,151.2684710896696,888.4012623461506,597.2571590735706,0.03185504945695308,0.4874583341620253,282.8470498821083,14.22562979590797,1.0,1.9877521726463,3.811934778754775,2.4,2,2023-03-16T07:33:06.205502841Z,30.0,1.9877521726463,-87.4269656351769,-91.0451983855995,0,0,0,empty,-86.78017794885801,-418.8341511207024,83.4012623461506,570,1706,805,990,1136,185,2,22666.66666666667,-418.8341511207024,83.4012623461506,570,1706,805,990,2,22666.66666666667,1136,185,0.0094248463176438,0.0156156711479901,0.1014604629641792,0.0081528388484596,0.0156156711479901,0.0001377303775028,2.362222222222222,805,70.54380124652272,5.716774294379409,384.23591081845365,1.0186344036667747,0.15060578753029724,12.898161043592482,0.0015962724291429219,5.565022211491469,83.38886343598182,5.983136546876749,1.044127267297198,0.2692269241017534,0.005024816653085395,2.9083761759994187,18.78713568757663,7.198031348078054,1.0205058885826364,0.4171444121462153,0.0025842280002744363,0.10640880588650617,13.132432995780768,7.69760825838035,1.0242905051674138,0.341822510754181,0.0021224432224180136,0.020244550051046608,6.12044001291957,0.9785781795812735
9,48,2023031500851,2023-03-16T08:24:30.032497507Z,HD185975,empty,1.95424395015393,0,0,0,-78.69642186537247,-80.18856677272261,260.2563083009771,1,HD185975,-6.4999999999999e-05,holo4_003,0.4644814927303691,187.3503404129868,0.0,-80.18856677272261,157.07897763536,869.1664040148922,597.2571590735706,0.08494811383936042,0.8339211718884236,228.0408417095803,7.575356399829907,1.0,1.95424395015393,5.170411544758135,2.4,2,2023-03-16T08:24:30.032497507Z,30.0,1.95424395015393,-87.4217615324746,-78.69642186537247,0,0,0,empty,260.2563083009771,-418.1118523453323,84.16640401489221,575,1711,785,970,1136,185,2,22666.66666666667,-418.1118523453323,84.16640401489221,575,1711,785,970,2,22666.66666666667,1136,185,0.0394179439614459,0.0151430125296896,0.0924653411615668,0.0338975696328466,0.0151430125296896,0.000125519694786,3.218888888888889,851,55.659785215619394,6.1281611343399405,334.2344044016075,1.0149875772206467,0.1433537394905422,11.672801895237312,0.001423892690761933,0.7718272026126066,28.10342772961425,6.007094108840122,1.0155790762057648,0.1732656835180615,0.0029536636953432986,0.37809527232055823,21.65782618621146,6.68050870850688,1.0149840251422824,0.4415135445465563,0.0028015814777396448,0.028106333758021535,17.308662663607226,7.28708792520722,1.0269481159825886,0.39831111960172305,0.002493948799996063,0.08421275015246069,6.193528770677036,0.6066407287926012
