,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,me_az_rms,me_el_rms,me_rot_rms,me_image_az_rms,me_image_el_rms,me_image_rot_rms,refhour,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,0,2023031600465,2023-03-17T06:20:56.082001145Z,HD185975,empty,2.03400592655944,0,0,0,-107.9835870591755,-109.3851486900344,-69.96210337292302,1,HD185975,-6.4999999999999e-05,holo4_003,0.4740133065846411,187.3135252490909,0.0,-109.3851486900344,149.9584389985294,889.7617471016118,597.2571590735706,0.09122968439947399,1.52690669730139,192.753849270648,20.02835532299288,1.0,2.03400592655944,6.733709376333841,2.4,2,2023-03-17T06:20:56.082001145Z,30.0,2.03400592655944,-87.4203577859495,-107.9835870591755,0,0,0,empty,-69.96210337292302,-418.4518901306254,83.76174710161185,568,1704,806,991,1136,185,2,22666.66666666667,-418.4518901306254,83.76174710161185,568,1704,806,991,2,22666.66666666667,1136,185,0.0155201695416632,0.0138804549914017,0.1037792970015708,0.0135273921559124,0.0138804549914017,0.0001408781444064,0.0,465,105.91500078530966,5.590821585953417,339.141234809424,0.996115327541184,0.18302089657542678,15.489623594821007,0.0019214169503574828,1.002509160977603,39.7245146368308,5.451061237331479,0.993976055841929,0.17605266931844235,0.0033998778531080984,0.912773563952466,37.457480830509944,4.751789871911081,0.9864785159971683,0.4543356616119929,0.003375055911715047,0.09577854872260709,21.66365469561793,6.200209742460767,0.9998812524989704,0.41121341628825836,0.0026811745965581164,0.18867466570796418,5.52262238073714,0.5155287378673276
1,1,2023031600466,2023-03-17T06:21:39.074005228Z,HD185975,empty,2.03352279493008,0,0,0,-107.8037131787895,-109.2069689593685,-69.962194156804,1,HD185975,-6.4999999999999e-05,holo4_003,0.4979969052343282,187.4669634273717,0.0,-109.2069689593685,148.3465220726262,888.5635577261728,597.2571590735706,-0.0787303797682112,0.05184268665683965,368.0493066018292,12.35494832256166,1.0,2.03352279493008,6.070717311725041,2.4,2,2023-03-17T06:21:39.074005228Z,30.0,2.03352279493008,-87.4203519602812,-107.8037131787895,0,0,0,empty,-69.962194156804,-417.579825821797,83.56355772617282,566,1703,805,990,1137,185,2,22666.66666666667,-417.579825821797,83.56355772617282,566,1703,805,990,2,22666.66666666667,1137,185,0.0121669852061686,0.0170749527375233,0.082188330688467,0.010603951496597,0.0170749527375233,0.0001115688760069,0.011666666666666667,466,33.65723134247357,6.025438298525804,338.19256384760837,1.0089562479707517,0.11121992858627046,8.717295003015986,0.0010988498654558245,0.6714740237007921,19.605106275764392,5.7154742239506495,1.0038926728454949,0.13514024139005065,0.002477857806775386,0.6106608098160484,5.456804624437858,7.126498187343955,1.0057282783834238,0.23745593073992363,0.0014923223774595687,0.1379244503894603,4.329144274106505,6.542212006439819,1.0144195101965792,0.20001068976571432,0.0012905017233211856,0.0353376032676,6.112204650903303,0.5870734910247019
2,8,2023031600505,2023-03-17T06:52:06.172502735Z,HD185975,empty,2.01302511013865,0,0,0,-100.2876110889485,-101.7486305191408,-77.720326418556,1,HD185975,-6.4999999999999e-05,holo4_003,0.5043399724043381,187.3323276059797,0.0,-101.7486305191408,148.1726318484318,890.4794810832008,597.2571590735706,0.05759539083253463,0.7519474657659801,251.8008154272468,12.74192814064149,1.0,2.01302511013865,4.836287537863345,2.4,2,2023-03-17T06:52:06.172502735Z,30.0,2.01302511013865,-87.4222405607255,-100.2876110889485,0,0,0,empty,-77.720326418556,-418.0375435021107,83.47948108320072,566,1702,807,992,1136,185,2,22666.66666666667,-418.0375435021107,83.47948108320072,566,1702,807,992,2,22666.66666666667,1136,185,0.0126466778656948,0.0176620554881455,0.1033759474005203,0.0109859876349242,0.0176620554881455,0.0001403306060728,0.5194444444444445,505,54.85694567480175,5.358497106319674,348.5503616864279,1.0073877243456368,0.12195612695920958,11.151909587064798,0.0013791620654091937,1.3977287319312757,27.63544405817692,5.3767810971124,1.0127299196132056,0.14537153225216803,0.002842097494979437,0.648650062589344,24.141580195053457,5.825363630463986,1.007711549994082,0.4136285286691455,0.002842426219597624,0.002667798982753368,13.835022023244294,6.087716372494829,1.0129740147454112,0.32902387513711473,0.002153421084016006,0.09972513754818818,5.438181576411142,0.3814200532011688
3,9,2023031600506,2023-03-17T06:52:49.175495727Z,HD185975,empty,2.01253278992542,0,0,0,-100.1075818314545,-101.5697223608148,-77.72452587996202,1,HD185975,-6.4999999999999e-05,holo4_003,0.4843082952912364,187.4397086773489,0.0,-101.5697223608148,147.2409182864896,892.2969521210002,597.2571590735706,-0.00030969653282025,0.5072826396030233,252.1649467896237,14.44475959665012,1.0,2.01253278992542,5.247988036233561,2.4,2,2023-03-17T06:52:49.175495727Z,30.0,2.01253278992542,-87.4222343272066,-100.1075818314545,0,0,0,empty,-77.72452587996202,-417.2012648568804,83.29695212100026,565,1702,809,994,1137,185,2,22666.66666666667,-417.2012648568804,83.29695212100026,565,1702,809,994,2,22666.66666666667,1137,185,0.0095023021212598,0.0125457506114577,0.0985567939206921,0.0082538519102489,0.0125457506114577,0.0001337887097653,0.5313888888888889,506,43.99779104899297,5.303343010808919,335.9808850473196,1.0018567377420415,0.1099613470827668,10.003539100482955,0.0012320341232120147,1.3806756043162616,21.84835552721953,5.452935623686882,1.0114430107171473,0.1293777926988384,0.0025278143203210147,0.5267194980373276,17.208732856823307,5.857471939353644,1.0069540621631927,0.35255314331136617,0.002410896343710171,0.007191456512045471,9.441243402923075,6.474159242748518,1.0110413187180045,0.27413357618443834,0.0017861250952652971,0.10045410395723256,5.48023914596323,0.5390314147069815
4,16,2023031600544,2023-03-17T07:26:52.619493301Z,HD185975,empty,1.98942826697258,0,0,0,-91.69657955206354,-93.19726867823503,-86.37115931445499,1,HD185975,-6.4999999999999e-05,holo4_003,0.5018553312843683,187.2885457363288,0.0,-93.19726867823503,148.2773028670472,895.400879714379,597.2571590735706,0.116500627434936,1.677355047868513,238.9568733944224,15.42436459627289,1.0,1.98942826697258,4.420385046113636,2.4,2,2023-03-17T07:26:52.619493301Z,30.0,1.98942826697258,-87.4186291825715,-91.69657955206354,0,0,0,empty,-86.37115931445499,-417.028713871196,83.40087971437906,565,1702,812,997,1137,185,2,22666.66666666667,-417.028713871196,83.40087971437906,565,1702,812,997,2,22666.66666666667,1137,185,0.0104448767980288,0.0216698234826286,0.1040523713794242,0.0090377891076423,0.0216698234826286,0.0001412488369505,1.0988888888888888,544,149.18293677582304,4.157409861855929,340.9007281356538,1.0029898681340093,0.18129101139845108,18.588130635203374,0.0022544190632290233,7.33350767972742,88.75998129879666,4.59643831796626,1.03065598387164,0.24258913031803672,0.005091882943421103,4.010376285144896,42.07659954197706,4.3152447683538115,1.001850153732951,0.43735779896575305,0.003484009857821682,0.24643018599919161,71.7310109422772,5.175478354524328,1.010763676588009,0.6920254926395091,0.0047332767381286014,0.15649219510570567,4.347621688462639,0.4428558395790642
5,17,2023031600545,2023-03-17T07:27:35.585004713Z,HD185975,empty,1.98893636984588,0,0,0,-91.51721831071956,-93.01836451636747,-86.37480418474502,1,HD185975,-6.4999999999999e-05,holo4_003,0.4825528369081311,187.5180276360969,0.0,-93.01836451636747,146.7701376499267,894.8353304478663,597.2571590735706,0.1175933788130367,0.9231026548435607,234.9630564709922,12.78336838465506,1.0,1.98893636984588,4.747418911934563,2.4,2,2023-03-17T07:27:35.585004713Z,30.0,1.98893636984588,-87.4185932936775,-91.51721831071956,0,0,0,empty,-86.37480418474502,-418.5717507397165,83.8353304478664,566,1702,811,996,1136,185,2,22666.66666666667,-418.5717507397165,83.8353304478664,566,1702,811,996,2,22666.66666666667,1136,185,0.0119291131263693,0.0151189857202739,0.0991396707774476,0.010321209858485,0.0151189857202739,0.000134579952454,1.1108333333333333,545,93.90790549724132,4.870435328225855,347.8694661781741,1.0082060081261917,0.15824749875315228,14.774120883983798,0.001813481709840311,5.401112032431056,77.91442828297257,4.930402939665863,1.0225891203041513,0.23069021966414088,0.004824754659289569,3.4861445093427244,25.741425321398207,5.494555367178094,1.003237187219813,0.4146662522223974,0.002885775736316309,0.007143993331671344,12.997179137870354,6.200799231707699,1.0134122782854318,0.32179952214214635,0.00210337151222292,0.08567990351810027,5.107693100767008,0.5983866806938697
6,26,2023031600589,2023-03-17T07:59:53.341001019Z,HD185975,empty,1.96743533320022,0,0,0,-83.62846925090352,-85.13418292611283,265.4753976098161,1,HD185975,-6.4999999999999e-05,holo4_003,0.5059095294823486,187.3910792351712,0.0,-85.13418292611283,151.1673026530295,868.5931864602458,597.2571590735706,0.002960983821481529,0.5113873725599797,279.7894012063822,12.8396075350379,1.0,1.96743533320022,3.875556066236394,2.4,2,2023-03-17T07:59:53.341001019Z,30.0,1.96743533320022,-87.4187048152942,-83.62846925090352,0,0,0,empty,265.4753976098161,-417.9804450399652,83.59318646024579,569,1706,785,970,1137,185,2,22666.66666666667,-417.9804450399652,83.59318646024579,569,1706,785,970,2,22666.66666666667,1137,185,0.0122755735878147,0.0178708833677408,0.098038731025337,0.0105814139336612,0.0178708833677408,0.0001330854506231,1.6491666666666667,589,47.82780981549133,5.131873071091813,351.95828363956934,1.009364915765139,0.11493881707259611,10.719510061128904,0.001287028904138275,1.607189489643727,22.80841612539985,5.227820292944934,1.0172820290549283,0.13284930642665044,0.002591689295831358,0.7390057026960275,16.929949535123093,5.870593786486462,1.0139327947170962,0.3489126650334386,0.002378087575881852,0.028453462300607343,9.417039897560798,5.993254996505408,1.0156028332294422,0.2644948718452194,0.001756549183505278,0.05464641913873085,5.28566835455511,0.4663196340049894
7,27,2023031600590,2023-03-17T08:00:36.347990813Z,HD185975,empty,1.96695440268459,0,0,0,-83.44864844615851,-84.95413116590002,265.4754045470363,1,HD185975,-6.4999999999999e-05,holo4_003,0.5017432921385147,187.5355087887118,0.0,-84.95413116590002,151.5692144272419,868.3043159928467,597.2571590735706,-0.04574658069967717,0.1545921723542383,357.9813918121324,9.793441289579519,1.0,1.96695440268459,3.772123494166361,2.4,2,2023-03-17T08:00:36.347990813Z,30.0,1.96695440268459,-87.418707003155,-83.44864844615851,0,0,0,empty,265.4754045470363,-417.4251992358298,83.30431599284674,569,1706,785,970,1137,185,2,22666.66666666667,-417.4251992358298,83.30431599284674,569,1706,785,970,2,22666.66666666667,1137,185,0.0103481697343971,0.0181252250793888,0.0946350788283768,0.008919252327417,0.0181252250793888,0.0001284650666008,1.6611111111111112,590,32.04453199025308,5.447017450437565,336.3026195372551,1.0118962113137178,0.09372983050417937,8.703181370141866,0.0010546766780574618,0.5084272844007606,19.20535718737255,5.50182570379474,1.0158617729454074,0.13111555152458151,0.0024037766767358386,0.21006111012099374,11.664516271860052,6.362175194374589,1.018623837621511,0.30653506436440087,0.0020322490212771093,0.027109074141356514,6.675833801359959,6.275041365728765,1.0220536026778049,0.2314831200124526,0.0015036396870926057,0.03044694801482153,5.588002410860872,0.5240871130226509
8,37,2023031600645,2023-03-17T08:43:51.125005011Z,HD185975,empty,1.93932012218486,0,0,0,-72.91417602832446,-74.37914060882837,254.3897892607867,1,HD185975,-6.4999999999999e-05,holo4_003,0.4891220141301048,187.3598993353818,0.0,-74.37914060882837,151.7420375660362,869.0052408545405,597.2571590735706,0.0596733396013092,0.8684603593990752,251.6747992632021,15.51750733767592,1.0,1.93932012218486,4.549765866612383,2.4,2,2023-03-17T08:43:51.125005011Z,30.0,1.93932012218486,-87.4197653988255,-72.91417602832446,0,0,0,empty,254.3897892607867,-418.5202787962542,84.00524085454053,570,1706,785,970,1136,185,2,22666.66666666667,-418.5202787962542,84.00524085454053,570,1706,785,970,2,22666.66666666667,1136,185,0.0093922844715786,0.0256442971904107,0.1379003773736342,0.0080547712509374,0.0256442971904107,0.0001871967708265,2.3819444444444446,645,64.81049782867966,4.458525833960753,357.9755750435832,1.0076828002786722,0.1186183254693943,12.603604054976984,0.0014849183213812302,2.422411557088666,31.86104677173196,4.5984539336333885,1.0188384643251143,0.14728259007542976,0.0030489486020032377,1.1150383592699051,24.421209301244474,4.891453877642589,1.0115332988322727,0.38017350622195467,0.0027820604580832235,0.03746858767113035,11.17502084534445,5.626753699461099,1.0147882406119357,0.2903391896202641,0.0018974591851818215,0.0800152671678325,4.629941790551974,0.5225890997583454
9,38,2023031600646,2023-03-17T08:44:34.193006376Z,HD185975,empty,1.93886521316258,0,0,0,-72.73413700718754,-74.19795872887256,254.3897747760881,1,HD185975,-6.4999999999999e-05,holo4_003,0.4834238190852474,187.3774436258042,0.0,-74.19795872887256,152.5654570068265,869.2909089814174,597.2571590735706,-0.00078732499244463,0.5981532957692919,259.8453186279337,13.32831471746182,1.0,1.93886521316258,4.299187992451856,2.4,2,2023-03-17T08:44:34.193006376Z,30.0,1.93886521316258,-87.4197791055567,-72.73413700718754,0,0,0,empty,254.3897747760881,-417.625195833246,83.29090898141742,570,1707,786,971,1137,185,2,22666.66666666667,-417.625195833246,83.29090898141742,570,1707,786,971,2,22666.66666666667,1137,185,0.0129177147606343,0.0144573487894373,0.0913622425035424,0.0110772034368941,0.0144573487894373,0.0001240222622871,2.3938888888888887,646,49.97414714756314,4.848985791836756,345.34233854708526,1.0106965975148918,0.11250812231520657,10.990344052413034,0.0013158205887891885,1.493381822499054,26.41406283413688,4.762689752235202,1.0122523941143324,0.13576436824174096,0.0027851185540567476,1.000196994641692,16.46296547644284,5.242747321627605,1.0090311521309026,0.3348788046531236,0.002321603462313562,0.04631727908299569,8.692568437952147,5.7610203720458175,1.016306071685106,0.2593631919430351,0.0016939627713942534,0.07332109758996282,4.927867187233883,0.45464260358291875
