,dateobs,dZp_u,dZp_g,dZp_r,dZp_i,dZp_z,dZp_y
0,20230301.0,27.477686211292987,8.963004796562172,11.850564258580055,16.436909251778708,19.28083906341119,24.21743680579993
1,20230302.0,1.282151833607692,7.02469020000521,14.006086450988395,12.850864194796392,13.573479782303224,21.960420357851955
2,20230314.0,14.150775842378378,8.813663684678291,7.453833749604595,16.410367870926883,30.435140727178855,21.829616585708745
3,20230315.0,22.109476898445962,13.209644533584752,14.347295477493848,16.129313656177406,10.742427141054344,27.15309860104608
4,20230316.0,12.085733035997277,9.490134452685645,11.825166851024346,7.467169021405777,11.618970504473968,26.524409369023957
5,20230509.0,23.81205772077671,6.862516731594739,6.339421374711856,6.875394309206244,7.095146977748703,16.69263967058751
6,20230510.0,13.628385081337234,26.66923646387917,25.94774769856174,25.06303519338551,24.901570365974695,6.5693909621642455
7,20230511.0,21.83094113108449,3.661485436779538,2.3948495712743747,2.676010816852754,3.2071662328679604,20.259836560061796
8,20230523.0,4.155211351376589,8.135707131174216,13.240156370873038,11.112975125973822,15.712261474343917,22.090497668972986
9,20230524.0,26.925332498825387,16.774377693276968,15.864692887946646,16.558625489142916,16.736512324676056,15.563360433996897
10,20230802.0,16.89022999372731,4.899558113560818,6.630447099866607,7.83400522620153,10.502174761394901,14.697368863148071
11,20230815.0,,0.0,0.0,0.0,0.0,0.0
12,20230817.0,11.050639433125786,18.971616461950084,17.008895428362614,17.619712031769353,21.64738385104649,19.958852013688492
13,20230829.0,26.07375516428655,4.445474226915998,5.529069074200592,4.170328969557701,9.392314418366048,10.884551198803589
14,20230912.0,22.406966606722772,8.877421525349138,7.921025141135578,16.489956246147525,9.610238830053529,6.30938392086424
15,20230913.0,31.08983337890116,5.224683366660532,3.744465686229853,17.76146003361755,13.663591075280644,23.887290478148415
16,20230914.0,3.9047317594185227,4.446137826895157,3.485560002275552,3.816185146562278,5.039428619650337,25.252248822017627
