,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality,skew,skewx,skewy,kurtosis,kurtosisx,kurtosisy,ptskewx,ptskewy,ptkurtx,ptkurty,ptnormx,ptnormy
65,65,2021-03-12T02:52:23.352,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_294.fits,294,HD75519,RG610,holo4_003,1.02439382743516,25.0,-0.0636272728443146,0.6089218258857729,742.7,11.9,51.0,1.3,300.0,2500.0,,,    ,1.0,1.0,7.033422696235317,1.8928472450659561,2.248906395524218,51.70778238606232,2.0219090992274715,3.7647554060412816,3.6433175108037584e-15,3.78143403909534e-18,0.0003330266902610734,1.1823359690185606e-06,5.839305103891712e-17,3.119963444753612e-22
66,66,2021-03-12T02:52:52.463,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_295.fits,295,HD75519,RG610,holo4_003,1.02464278066854,25.0,-0.0336272716522217,0.6089218258857729,742.7,11.9,51.0,1.3,300.0,2600.0,,,    ,1.0,1.0,6.889222460258811,1.9851619174800395,2.1218608895913,49.84950971217061,2.4462042379642837,3.1713778977273233,5.935842350460707e-16,4.21679493054044e-17,7.33089584154762e-05,6.8418762228589965e-06,2.3529639453102382e-18,1.8164071261113627e-20
67,67,2021-03-12T02:53:21.563,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_296.fits,296,HD75519,RG610,holo4_003,1.0248936301234002,25.0,-0.0036272737197578,0.6089218258857729,742.7,11.8,49.0,1.4,300.0,2600.0,,,    ,1.0,1.0,6.5254492784524265,1.9288682001770372,2.037482027186131,46.2461021725664,2.3755205418525485,2.8501884690140242,1.7899665206074994e-15,2.144295586458851e-16,9.371013958697954e-05,1.893659642506115e-05,8.802948831851887e-18,2.386417734543807e-19
68,68,2021-03-12T02:53:51.050,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_297.fits,297,HD75519,RG610,holo4_003,1.0251507458284201,25.0,0.0263727251440287,0.6089218258857729,742.7,11.8,49.0,1.4,300.0,2600.0,,,skip,1.0,0.0,5.581136363634622,1.8139034052782392,1.607869094888978,33.14596993186209,1.8228051451288554,1.0684674454221055,1.7501115795750566e-14,1.1296209780625788e-12,0.0007001287538331803,0.013817593013446454,5.471506381896387e-16,4.955516084456715e-13
69,69,2021-03-12T02:54:20.571,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_298.fits,298,HD75519,RG610,holo4_003,1.0254129317423002,25.0,0.0563727244734764,0.6089218258857729,742.65,11.8,45.0,1.8,300.0,2600.0,,,skip,1.0,0.0,4.778849364361002,1.576199769248684,1.466417569558537,23.673750341366183,0.9107846099892183,0.5615823187219826,2.1614260892977746e-12,2.0792620130543066e-11,0.02635010200927148,0.10891906172697369,1.6466254515005333e-12,4.934237021887632e-11
70,70,2021-03-12T02:54:49.518,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_299.fits,299,HD75519,RG610,holo4_003,1.02567120218923,25.0,0.0863727256655693,0.6089218258857729,742.65,11.8,45.0,1.8,300.0,2600.0,,,skip,1.0,0.0,4.036792321962907,1.3378069028481065,1.2839842646501958,16.301747513101027,0.21184356205705335,1.777148192472211e-05,3.01645888140657e-10,9.281355571380157e-10,0.4096410060507447,0.8101428993372279,1.7356482672387928e-09,7.093906238494345e-09
71,71,2021-03-12T02:55:18.628,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_300.fits,300,HD75519,RG610,holo4_003,1.02593626768818,25.0,0.11637272685766199,0.6089218258857729,742.65,11.8,41.0,1.7,300.0,2600.0,,,skip,1.0,0.0,3.7859200098383203,1.3279174542507617,0.9766943205216393,14.393561230814814,0.14395928665840652,-0.8155241739674111,3.7078666778041243e-10,5.544741146057601e-07,0.5167465926318267,0.00012005903912669601,2.4171985544895904e-09,2.2148648891107982e-09
72,72,2021-03-12T02:55:47.723,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_301.fits,301,HD75519,RG610,holo4_003,1.02620314568601,25.0,0.14637272059917403,0.6089218258857729,742.65,11.8,41.0,1.7,300.0,2600.0,,,skip,0.0,0.0,3.3224955389756907,0.9232928232824845,0.9933297609728523,10.797634538462356,-0.8945278255968581,-0.7811303514610906,1.6504546493272787e-06,3.939306014561581e-07,4.336898176918859e-06,0.00037659262158705963,2.6880404674453603e-10,4.659454011848292e-09
73,73,2021-03-12T02:56:17.274,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_302.fits,302,HD75519,RG610,holo4_003,1.02647841414488,25.0,0.17637272179126698,0.6089218258857729,742.65,11.8,46.0,2.1,300.0,2600.0,,,skip,0.0,0.0,2.7742899773879093,0.5837088071990412,0.9210882464751995,7.000828614208091,-1.469202074946601,-0.8407548321595866,0.0011007308170461313,1.7260570585481008e-06,0.0,4.6671171939146095e-05,0.0,2.7042769164740004e-09
74,74,2021-03-12T02:56:46.922,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_303.fits,303,HD75519,RG610,holo4_003,1.02675699785286,25.0,0.20637272298335999,0.6089218258857729,742.65,11.8,46.0,2.1,300.0,2600.0,,,skip,1.0,0.0,2.7410746198841345,0.7018229388052961,0.656355348752823,6.7158363360128455,-1.3212881639375629,-1.3461063598389993,0.0001286689711817934,0.0002995710053127402,1.6651029975093029e-46,7.580769109283135e-57,1.9673024669483307e-48,2.1967712728728272e-58
75,75,2021-03-12T02:57:15.859,/sps/lsst/groups/auxtel/data/2021/holo/FlipCleans,Cor_holo4_003_RG610_HD75519_2021-03-11_304.fits,304,HD75519,RG610,holo4_003,1.02703311754803,25.0,0.236372724175453,0.6089218258857729,742.65,11.9,52.0,2.2,300.0,2600.0,,,skip,1.0,0.0,2.403875140606367,0.49584605817893224,0.6450414977699805,4.8290943016104775,-1.5704994216245638,-1.3212169532275675,0.0048222528019921836,0.00036840871834622547,0.0,1.7647849126342214e-46,0.0,5.596437346620755e-48
