,number,object,dateobs,refhour,airmass,pressure,temperature,humidity,filename,targetx_pix,targety_pix,rotangle,d2ccd,number2,chi2,pwv,oz,grey,epwv,eoz,egrey
0,45,HD142331,2022-06-30T23:14:17.706494693Z,0.0,1.4073300660079,0,0,0,2022063000045,309.94347081382153,1750.3067954105934,0.010239066657915784,180.21401333509078,45,20.22622944410058,2.41865719715579,284.12063321157143,0.9993734809797836,0.02740235684857646,4.335631317619776,0.00037090551827514756
1,46,HD142331,2022-06-30T23:15:00.685003473Z,0.011938474661111087,1.40379531034269,0,0,0,2022063000046,310.5373915025291,1748.0155701170518,0.014866463265251014,180.1383120561109,46,13.826500244998345,2.4752997437708366,280.7192061687731,0.9912080737252716,0.03214340793126542,5.005546540038941,0.0004246915652849094
2,60,HD142331,2022-06-30T23:24:09.982509252Z,0.16452111515527879,1.36124093264058,0,0,0,2022063000060,306.231676109515,1747.4078708628933,0.03655055226072453,180.22972746221683,60,2.677795471986902,3.684419991362701,267.62118325143365,0.9942976407379747,0.12378239040208541,15.911087520695885,0.0013401294251167545
3,61,HD142331,2022-06-30T23:24:53.063496612Z,0.1764880560886093,1.35809790496677,0,0,0,2022063000061,305.42704063344064,1747.5243765894181,0.03706181464126549,180.23892555171872,61,1.6645427823583903,3.3836783152442185,300.17438250488607,0.9932485106549678,0.13498051407141204,17.62708462431498,0.0014672517578043108
4,76,HD185975,2022-06-30T23:35:28.838492749Z,0.3530922216822212,2.02482161866923,0,0,0,2022063000076,308.0870306514213,1756.4603877556747,-0.15702772839086881,179.68836966605073,76,781.9943156697186,2.740952223637889,303.7738491075926,0.9948172150047971,0.0045334534550437525,0.6030639533299873,7.441569242477065e-05
5,77,HD185975,2022-06-30T23:36:11.789506509Z,0.3650230588377763,2.02435335267483,0,0,0,2022063000077,299.7156864530591,1755.4414068369708,-0.15659612243821347,180.09532122043174,77,25.25521234028176,2.0574953858726754,348.3720935457188,1.006122886872778,0.02087195169995095,3.0727132613194588,0.0003694695470342579
6,91,HD142331,2022-06-30T23:46:30.526009735Z,0.5368943097338859,1.27470699335412,0,0,0,2022063000091,315.8010611963952,1737.3740392821323,0.04772307777278875,180.17265068536958,91,172.61450599610393,0.1711872685474886,549.9999999999999,1.0553025594589918,0.008307138557954875,2.7588315230633977,0.00023244443051352015
7,92,HD142331,2022-06-30T23:47:13.622997377Z,0.5488656951899982,1.27228779956861,0,0,0,2022063000092,314.3203552224573,1738.0562942344368,0.05656367741951627,180.19593945073416,92,19.398603836626467,3.5548993517124106,298.6513422597636,1.0044613079492406,0.03268515092776253,4.325241633229616,0.0003450055749755548
8,106,HD142331,2022-06-30T23:56:23.770497704Z,0.701684445280832,1.24310621848127,0,0,0,2022063000106,306.9721237417325,1741.2372901270016,0.08044612720484523,180.04338311844384,106,4.278910355239777,3.1205168023634475,351.37498098602686,0.9933252533093944,0.07229603910086994,10.777260437139544,0.000818800154937634
9,107,HD142331,2022-06-30T23:57:06.817506398Z,0.7136419476958329,1.2409545906281,0,0,0,2022063000107,309.44291955994686,1739.880331218668,0.07483911309700277,180.15559573243158,107,0.5183306395345371,2.502449985199708,320.9343290542122,0.9958975960878476,0.25208087482662006,40.01360346338925,0.002962402091869861
