,number,object,dateobs,refhour,airmass,pressure,temperature,humidity,filename,targetx_pix,targety_pix,rotangle,d2ccd,number2,chi2,pwv,oz,grey,epwv,eoz,egrey
0,238,HD38666,2022-03-18T00:51:09.309163703Z,0.0,1.11518809673279,0,0,0,2022031700238,306.73956578499866,1734.7867896939329,0.2393104181009024,181.14487030706658,238,248.27242311587702,4.374372651016095,439.41634701827246,1.0183032025308134,0.04140039556370161,2.312574005379396,0.0001586997637263137
1,244,HD38666,2022-03-18T00:54:03.576809081Z,0.04840767927166656,1.12117784228887,0,0,0,2022031700244,305.8474747266127,1728.6518225290156,0.24642090617590295,181.19182639674088,244,482.39930525259473,5.360888864897778,415.0673634882159,1.0117900802853126,0.03354452276363008,1.6594866736961196,0.00011302665714323505
2,245,HD38666,2022-03-18T00:54:36.495517455Z,0.05755176493111058,1.1223254831152,0,0,0,2022031700245,303.1510208913833,1729.0236994844872,0.2463680752726397,181.2241417642438,245,731.2012826276336,5.4481556868228385,408.7043001305492,1.0173486261121825,0.02625192074365582,1.2868960055496825,9.09727756209001e-05
3,251,HD38666,2022-03-18T00:57:34.825425593Z,0.1070878505249988,1.12869272583493,0,0,0,2022031700251,308.7235944083659,1737.6252325489793,0.2502476866568817,181.14473273745114,251,1036.8116750609397,4.30654662504381,416.38486954529714,1.015629828922062,0.020548719516031686,1.0909493410135263,7.589098423825353e-05
4,252,HD38666,2022-03-18T00:58:07.961601615Z,0.11629234386444498,1.12989211938692,0,0,0,2022031700252,306.05895586013565,1736.443049061325,0.24493974136205318,181.13086153535642,252,596.2834962506009,5.775286947055181,410.4207710874795,1.013860411319085,0.028695218475892324,1.3459587560806767,9.550317179863781e-05
5,258,HD38666,2022-03-18T01:01:05.983077318Z,0.16574275378194514,1.13649234070752,0,0,0,2022031700258,315.92831568956024,1733.3622861921697,0.24657141602598392,181.22050388958127,258,626.0948310778788,5.644844178618518,458.3532085505918,1.0164589940669522,0.026353035881956793,1.3545622818551617,9.502232611233383e-05
6,259,HD38666,2022-03-18T01:01:38.891736200Z,0.1748840479158318,1.13773198155467,0,0,0,2022031700259,314.00265077935904,1733.9956606646099,0.24559172973583673,181.1696509160065,259,644.2760671975414,5.012530306066234,443.2817258277462,1.0111571021583092,0.024197292345110998,1.2294611332709866,8.789811332185028e-05
7,265,HD38666,2022-03-18T01:04:36.966902252Z,0.22434937181916492,1.14457928753239,0,0,0,2022031700265,300.1747074722527,1736.3687832343878,0.24832810563319185,181.22927421378068,265,462.61296079453456,5.448836558004913,403.8070707198547,1.0160029004989912,0.03391373660663386,1.6514712830378084,0.00011609628726779986
8,266,HD38666,2022-03-18T01:05:09.882805900Z,0.2334926783880542,1.14587373417807,0,0,0,2022031700266,304.38457397104503,1736.9745171355157,0.24946676401137938,181.15617911275336,266,976.9877684113181,6.029102032479349,418.26670168952666,1.0095345959942212,0.023369170416876556,1.059741414296713,7.55722113167487e-05
9,272,HD38666,2022-03-18T01:08:05.345444684Z,0.2822323002724989,1.15287574299009,0,0,0,2022031700272,311.6852147194444,1734.047589434393,0.24832429759362734,180.95344013105407,272,646.3330875907774,5.539114976222879,432.48665897042986,1.0130628717234142,0.026574687006193788,1.2654534443610088,9.107377995306723e-05
10,273,HD38666,2022-03-18T01:08:38.251926895Z,0.2913729897755548,1.15421824782308,0,0,0,2022031700273,307.93066805629707,1735.607834284638,0.24702105917805892,181.2770261404832,273,358.9693524959917,6.1535949393035265,407.5222564979985,1.0146830010948857,0.03812087369059749,1.656629184857935,0.00012114208967618147
11,279,HD38666,2022-03-18T01:11:33.284588609Z,0.3399931735849986,1.16145511245271,0,0,0,2022031700279,307.8242847085683,1735.5538764523565,0.25219667392707,181.1701146189251,279,478.8751367314201,5.249215019809621,400.77871557307157,1.0170100464771534,0.03377183911878471,1.7083007781326436,0.00012066126071666739
12,280,HD38666,2022-03-18T01:12:06.196000034Z,0.34913523231416566,1.1628448083805,0,0,0,2022031700280,305.1818574317051,1737.308717558019,0.24952417935231463,181.0847756292111,280,358.37638357952386,6.0413633618334,398.3802419129807,1.015202551915235,0.038990345715571924,1.7416799890673431,0.00012645966306886356
13,286,HD38666,2022-03-18T01:15:05.846976329Z,0.39903828128500063,1.17055554636896,0,0,0,2022031700286,302.12614182930673,1738.303597080648,0.2486658035368771,181.16415154480552,286,269.05744606046693,4.433204352433694,409.14687485324,1.0148745679978668,0.0401934824201566,2.218443086897489,0.00015346349914078012
14,287,HD38666,2022-03-18T01:15:38.746478832Z,0.4081770319802782,1.17198832258619,0,0,0,2022031700287,300.74643251112667,1735.8423514768,0.251784326389454,181.13100098107344,287,965.6287952257823,5.918372582436123,400.98154707864853,1.016785150484461,0.023204649123645206,1.0792844101366592,7.871202278726302e-05
15,293,HD38666,2022-03-18T01:18:32.784093079Z,0.45652081371555475,1.17973349702152,0,0,0,2022031700293,304.53942123818234,1735.8328083702443,0.2565710674155906,181.17784570889037,293,1373.061323274792,5.173560265776893,395.27199535619206,1.0108265434925605,0.01896889147213113,0.9811028533478886,6.942010199519173e-05
16,294,HD38666,2022-03-18T01:19:05.692878062Z,0.4656621428774992,1.18122703106654,0,0,0,2022031700294,301.5419341323374,1736.7735033459937,0.2498977963089964,181.17873713394476,294,1126.3347419851661,5.489260241646905,409.934989524105,1.013146955782407,0.019970580162395057,0.9958250135942065,7.19883173700357e-05
17,300,HD38666,2022-03-18T01:22:03.500988815Z,0.5150532847533329,1.1894283854856,0,0,0,2022031700300,306.8581514307008,1734.3698856311546,0.2543600741405733,181.14716404148587,300,842.4537482971987,5.839621489708647,390.3541521630843,1.0117992941265492,0.024757617206952444,1.1195284734382478,8.304397673290832e-05
18,301,HD38666,2022-03-18T01:22:36.403517461Z,0.5241928760438892,1.19096719156709,0,0,0,2022031700301,303.44192338045735,1735.8129904940681,0.2526075050079569,181.46778214044937,301,878.3577084201822,4.045450463864793,331.0777803434375,1.0072054394884413,0.02405226834921671,1.3083893005250695,9.379848770768295e-05
19,309,HD38666,2022-03-18T01:43:12.194041400Z,0.867468021582499,1.25565403369322,0,0,0,2022031700309,308.0431676011485,1734.8581105297385,0.26256643173555305,181.26247958446137,309,665.3992765573778,5.8253777986748485,395.3518713269116,1.0123003586770873,0.028367664497811338,1.2782209835978853,9.723838926348896e-05
20,310,HD38666,2022-03-18T01:43:45.098258894Z,0.8766080819974986,1.257560017198,0,0,0,2022031700310,312.9826700065685,1734.6942616277101,0.2617515157535391,181.13288451610916,310,560.0294667681792,5.896901016505096,372.9077250844772,1.008035079374958,0.0340494939568852,1.4108957656059105,0.00010915928500762208
21,316,HD38666,2022-03-18T01:46:39.627097212Z,0.9250883148636095,1.26789801848953,0,0,0,2022031700316,303.3092259240657,1732.1122491290564,0.2621713318852214,181.3660110461906,316,279.2636932275257,5.968638423729236,379.1013231150305,1.0095044034629341,0.04243736046433752,2.0785589956819224,0.00015414548113856292
22,317,HD38666,2022-03-18T01:47:12.521194640Z,0.9342255641491652,1.26987469246882,0,0,0,2022031700317,304.649660809154,1727.549758247498,0.2659630230961877,181.47341026612028,317,33.5399071266134,6.0616671883830975,386.78981051083525,1.0122890822758512,0.13350555396034192,6.382275423823163,0.00045557862926402554
23,323,HD38666,2022-03-18T01:50:06.709627117Z,0.9826112398372207,1.28054942228948,0,0,0,2022031700323,308.21948255024853,1734.0873271685932,0.26742464370159363,181.14992919594,323,272.78395122762464,5.075004035048834,389.5709677782715,1.0110714603144628,0.043908847458750545,2.043167468007391,0.0001565112016885286
24,324,HD38666,2022-03-18T01:50:39.627439585Z,0.991755076633889,1.28259306093795,0,0,0,2022031700324,301.38771566157595,1733.5010009329774,0.26555719554083845,181.41770774996897,324,203.23516971144775,5.84313445072098,275.9659846927165,1.0021779247008646,0.057493476789621654,2.612176449373427,0.00019678921859191448
25,331,HD38666,2022-03-18T01:54:06.979577019Z,1.0493528925877786,1.29577608308804,0,0,0,2022031700331,300.99358977260124,1734.654775648003,0.26978238141766053,181.14695902454116,331,6.62359770770845,5.925354091308524,401.67372306096735,1.0120143494094214,0.28614526980226923,14.035376510569396,0.0009827279753653836
26,344,HD38666,2022-03-18T02:00:33.297035129Z,1.1566632976183326,1.32162077040312,0,0,0,2022031700344,312.6409093076768,1731.6709913818997,0.26868533079097046,181.207295353301,344,537.7762201612093,5.133972497236292,388.84830610968,1.0049532652998279,0.026168393765640188,1.3472559676724354,0.0001039374878682122
27,345,HD38666,2022-03-18T02:01:06.456360413Z,1.1658742213083322,1.32392385034511,0,0,0,2022031700345,304.7922501713864,1732.2521967787595,0.2762157447736041,181.55541698445757,345,466.1609650720107,5.428168182621951,274.29282567217,0.9981798241363821,0.04134773075217549,1.7381145331908212,0.00013781731820331487
28,351,HD38666,2022-03-18T02:04:04.059292375Z,1.2152083690755546,1.33645832859086,0,0,0,2022031700351,304.14313618873166,1734.2089686522877,0.2727111554704895,181.13518026505866,351,10.082103119163039,4.746612078575522,246.68170939860542,0.9972984226458076,0.23473904470944953,13.06682722820809,0.0008977280988569978
29,352,HD38666,2022-03-18T02:04:36.966455923Z,1.2243492478388873,1.33881299056524,0,0,0,2022031700352,297.78730862516767,1733.4788571594063,0.272492753415609,181.50935921145137,352,9.582409131066223,5.0091320348582125,267.0960282280609,0.9959767912510481,0.2670213318295582,13.785265953156259,0.0009383081045015194
30,358,HD38666,2022-03-18T02:07:36.342327405Z,1.274175878806112,1.35194003799582,0,0,0,2022031700358,309.6150216856416,1731.3902686298627,0.28115198403664415,181.16741574194333,358,49.501699858882894,4.746503869291426,373.2039543414538,1.013041547819135,0.09389986254526883,4.793237075760391,0.0003678560195704241
31,365,HD38666,2022-03-18T02:11:07.313558047Z,1.3327789984288883,1.36788719868411,0,0,0,2022031700365,301.0993230650363,1730.371595633614,0.2793813608190296,181.41143863136378,365,18.08694922373541,5.669877698077618,356.44317111995946,1.0048282141208715,0.16083509513167077,7.923687888449742,0.0005832128027573633
32,372,HD38666,2022-03-18T02:14:34.064425615Z,1.390209794975556,1.3840994079642,0,0,0,2022031700372,308.7237041798754,1733.191376744233,0.28009420989979067,181.2213225466486,372,399.8405355757024,5.094142816294335,348.7023684696245,1.0008875766328567,0.03251006593210924,1.634653791440029,0.00012873186714261123
33,373,HD38666,2022-03-18T02:15:07.003880151Z,1.3993596434577764,1.38672642866359,0,0,0,2022031700373,316.7069045958279,1727.564518976169,0.33489481502863366,179.6832470341705,373,59913.37448880119,2.526536778004924,203.70198967434885,0.9754929584524666,0.0023293217310313002,0.1332058664515892,1.0939627979552385e-05
34,379,HD38666,2022-03-18T02:32:47.378500114Z,1.6939081490030556,1.48021450668834,0,0,0,2022031700379,307.47226743866105,1734.0911055385916,0.2975729950597743,181.2086513741174,379,170.14342490117116,6.420832789417353,364.1763020335064,1.0026764690050611,0.05785207502607007,2.35920671451896,0.00019792864089663027
35,380,HD38666,2022-03-18T02:33:20.279105736Z,1.703047206120277,1.48341231707314,0,0,0,2022031700380,305.2428859172037,1734.4742405708191,0.2959602397182002,181.08376920274947,380,345.2408976034981,6.552578563489066,337.35007951143103,0.99663348945153,0.04280890794922622,1.5905278085041639,0.0001387488940771553
36,386,HD38666,2022-03-18T02:36:18.141051277Z,1.7524533021038895,1.50099038632332,0,0,0,2022031700386,302.09589433343274,1731.9345805106814,0.2986667859267022,181.4188664454332,386,469.9122171647249,4.590851775377119,326.06985796525146,0.9977395105722314,0.03379857750961936,1.4213984983012071,0.0001254271067599229
37,387,HD38666,2022-03-18T02:36:51.077922434Z,1.7616024329808333,1.50429154460246,0,0,0,2022031700387,312.7921195729642,1729.890873666932,0.29490326564372593,181.12652637536098,387,1177.7841058328402,4.933661525959969,343.38846326870714,0.9943576334292952,0.017106140640359438,0.8208512257310161,7.176322165528284e-05
38,393,HD38666,2022-03-18T02:39:48.101434711Z,1.810775630835554,1.52246489134881,0,0,0,2022031700393,306.83915217084535,1731.5692747395362,0.31211329206386607,181.39815569940987,393,348.6432087752627,5.343598388121677,324.92672579720204,0.9910344826671527,0.040092152151200836,1.735983904821686,0.0001465681742404186
39,394,HD38666,2022-03-18T02:40:21.047548289Z,1.8199273290516658,1.52591516002983,0,0,0,2022031700394,308.4927035047845,1733.261757449463,0.30884055305764296,181.07458174356222,394,867.3123311174135,4.940145202461704,346.95379628213175,0.9905701776335711,0.025100697102940703,0.9924536960660043,8.992368977611642e-05
40,400,HD38666,2022-03-18T02:43:19.471788707Z,1.869489618056667,1.54494997903493,0,0,0,2022031700400,303.40751791017686,1732.9729978668388,0.30634423780374714,181.36050851729,400,40.00628083852693,6.636633769719053,321.66638936047957,0.9946351046947437,0.12456821269117423,4.789254991750898,0.000407368635417089
41,401,HD38666,2022-03-18T02:43:52.369539380Z,1.8786278821324984,1.5485200439847,0,0,0,2022031700401,303.78733724574727,1732.135909125157,0.3106683304456889,181.45314009300418,401,116.39587366153425,6.526621524391041,346.7742101896362,0.993555642011537,0.07236553022528786,2.824987896520556,0.00024098404285467965
42,407,HD38666,2022-03-18T02:46:50.094986724Z,1.9279960619502772,1.56821956444282,0,0,0,2022031700407,302.55660257071605,1722.236331400439,0.31030305145609627,181.13185044644584,407,352.58701035536495,4.69465897637033,332.82009218716115,0.9898803652971299,0.037731500757878976,1.531710852245707,0.0001396579366854163
43,408,HD38666,2022-03-18T02:47:23.030172458Z,1.937144724654166,1.57195404804915,0,0,0,2022031700408,291.1481659426977,1727.4847792861053,0.31486992664084,181.79774514674796,408,1221.431343059871,5.352539293700814,276.84549726027336,0.9853488378091813,0.021868824194267233,0.8582897159499439,7.966190669137967e-05
44,414,HD38666,2022-03-18T02:50:25.572578598Z,1.9878509485819436,1.5929916887551,0,0,0,2022031700414,305.4535247072391,1730.8461790881402,0.30628109648473406,181.56447114667432,414,10.329725644112317,6.232355789089348,297.50620183922325,0.9958055195280288,0.2593275519760459,10.073965897823275,0.0008794748220235425
45,421,HD38666,2022-03-18T03:08:28.834446413Z,2.288757022975001,1.73428988517284,0,0,0,2022031700421,293.2869995468365,1738.6495199088822,0.3293568596679913,181.41345785078988,421,17.841599727553714,5.84253514405443,291.1223792505093,0.9931266849802878,0.1745808722910654,6.599131661628075,0.0006234644774334432
46,422,HD38666,2022-03-18T03:09:01.746682905Z,2.297899310889444,1.73904935960114,0,0,0,2022031700422,295.73492391877346,1740.13784626678,0.33604481034239914,181.20076511407566,422,78.98150064762383,4.936827421318948,325.4761740890899,0.9887016570627479,0.0806544857606479,3.0370789308724597,0.0002980929581514375
47,428,HD185975,2022-03-18T03:12:41.577544869Z,2.3589634392127783,2.12930707331329,0,0,0,2022031700428,295.33942403498884,1766.5915381915274,0.49075545365284307,180.9191070354533,428,8.812579193371693,4.270215675480909,226.72097288136536,0.9620693523512939,0.06114435747179278,5.967284049466525,0.0007327228767043581
48,435,HD38666,2022-03-18T03:16:54.040461775Z,2.4290920272422216,1.81126015167437,0,0,0,2022031700435,300.30345634598496,1738.4337540285724,0.35105251471658266,181.40541189759497,435,57.60379340458198,6.1294851136675925,307.67538298950143,0.9886245738165748,0.09956287441339882,3.4176953010597146,0.0003511546826449432
