,number,object,dateobs,refhour,airmass,pressure,temperature,humidity,filename,targetx_pix,targety_pix,rotangle,d2ccd,number2,chi2,pwv,oz,grey,epwv,eoz,egrey
0,211,HD38666,2023-01-19T00:54:29.923007271Z,-3.0872276349202785,1.07847857562148,0,0,0,2023011800211,248.234325718012,1732.4685443967787,0.22842242154689385,180.14055437954832,211,1745.4541723655072,4.658003977462633,519.6744160742702,1.0284957037291873,0.010014911647751737,1.1081391774898084,9.76226499576409e-05
1,220,HD38666,2023-01-19T00:59:57.036990263Z,-2.9963626396447216,1.06999569830981,0,0,0,2023011800220,242.32178521178542,1734.4701373123091,0.22465192280636115,180.15724151763757,220,1872.243008110375,4.4627435733484875,549.9999999999694,1.0409728957426276,0.009011677808080626,1.0627365507303226,9.374957919677947e-05
2,252,HD185975,2023-01-19T01:27:35.395008735Z,-2.535707634513612,2.05807796990344,0,0,0,2023011800252,282.846208046239,1776.2016841755271,0.43676155196537086,180.1069557587636,252,133.15270804153522,3.9644101673453287,364.0518753413421,0.9991569092463795,0.01608214301964455,2.028325899689618,0.0002781473860023779
3,253,HD185975,2023-01-19T01:28:18.197490329Z,-2.523818056293056,2.05851502405749,0,0,0,2023011800253,282.8552861606067,1779.1078653687125,0.44241127366444477,180.05301468191504,253,99.02719270380189,3.8067867475898742,387.07132899024464,1.0095026642632028,0.018346580190818966,2.301275872419479,0.0003188905619681861
4,267,HD38666,2023-01-19T01:40:08.188998340Z,-2.3265981929566673,1.02367260949517,0,0,0,2023011800267,292.7471184580114,1768.4890697191672,0.1898779236045619,179.41591265770373,267,1280.352634700867,4.296404530311845,549.9999999999999,1.0427631951290453,0.011697525228762645,1.4431736111234978,0.00012073739397003133
5,268,HD38666,2023-01-19T01:40:51.200005903Z,-2.3146506908558324,1.02308590668017,0,0,0,2023011800268,295.34058279664725,1768.451393012709,0.19272294721709665,179.58669433682422,268,1901.4684313151888,4.551347452047544,501.9118303157538,1.0275215942308655,0.010544074493033618,1.2263914316103532,0.00010126311520411607
6,292,HD185975,2023-01-19T01:58:49.768499413Z,-2.0150483315475007,2.07625079699746,0,0,0,2023011800292,304.18446666243625,1772.6549957483587,0.444433899419867,180.39861731792766,292,85.9622601005967,3.7759079518433922,388.5580352336876,1.013386921384402,0.019671610804996464,2.457395571431937,0.0003447196162131049
7,316,HD185975,2023-01-19T02:28:12.480994287Z,-1.5254059718602768,2.09260098640131,0,0,0,2023011800316,305.88280734282154,1778.8493415600246,0.43071371640098316,180.17269401066764,316,77.93372746620831,4.317999891115236,394.5476800825062,1.0004837644476239,0.020525419095312556,2.4955308766477007,0.0003449049095126712
8,317,HD185975,2023-01-19T02:28:55.326491866Z,-1.5135044447549992,2.09296919481251,0,0,0,2023011800317,301.0889347860215,1776.993049455786,0.4347345137824847,180.18184564163496,317,81.69135528725252,4.272285142778553,360.63181693787374,0.9989842486566737,0.02196087273105774,2.6572849767807507,0.0003652157446911798
9,325,HD074000,2023-01-19T02:34:40.316998221Z,-1.417673748545277,1.35938141097917,0,0,0,2023011800325,292.42127619238533,1733.749305513347,0.27451197566559377,180.1758849844948,325,66.31796033823899,3.9972269114250256,549.9999999999999,1.0450777695885947,0.03342981303244204,4.702091892898636,0.00045977913260514226
10,341,HD60753,2023-01-19T02:48:29.101000365Z,-1.1874559701719436,1.12289919336856,0,0,0,2023011800341,303.34982405475495,1736.6489358605568,0.23684664767949462,180.0765089122136,341,163.44290621427282,4.5990758344508205,474.63911154542984,1.042908483900629,0.027918368557967393,3.3965931370323403,0.00030058068937966376
11,342,HD60753,2023-01-19T02:49:12.130008493Z,-1.175503467914167,1.12202327694682,0,0,0,2023011800342,303.5940404688919,1737.2202831864222,0.23601185969487526,180.141763712442,342,270.4297499482002,4.703074952782938,412.7033247907708,1.0329381736820564,0.023365954702067714,2.8202721463497156,0.0002487104994978143
12,350,HD074000,2023-01-19T02:54:40.324997711Z,-1.084338193131388,1.27580869031191,0,0,0,2023011800350,300.0168889006869,1728.9841462443796,0.25957350072338936,179.6985379833369,350,96.19065975619436,4.279637903964293,543.9229907390352,1.0233999620063154,0.034981661584764095,4.360987940439625,0.00040479291938090307
13,359,HD60753,2023-01-19T03:00:53.654504967Z,-0.9806355522269437,1.10882083652912,0,0,0,2023011800359,319.05273447394876,1738.1673065349655,0.23283103526061835,180.16613646484936,359,215.91341039592575,4.618487375503005,444.0527996769214,1.0387545887508347,0.024156477142105604,2.9564788505004898,0.0002581824566191152
14,360,HD60753,2023-01-19T03:01:36.608001525Z,-0.9687040254052777,1.10807204425583,0,0,0,2023011800360,316.80999930419466,1735.7613090683287,0.2416241760690973,180.21566892367503,360,140.06315884374527,4.5740816105080455,410.634028222693,1.028985241019085,0.031179619049971775,3.8216544929271623,0.0003299237840448667
15,378,HD185975,2023-01-19T03:17:02.422002967Z,-0.7115334694491651,2.11601036763661,0,0,0,2023011800378,296.1152665133034,1754.8160008111006,0.44657092000506804,180.42543959063218,378,149.7428100709802,4.081884895316399,307.4969262579119,0.9815146798927555,0.019534396682016758,2.3039537022221905,0.00031536690329569673
