,number,object,dateobs,refhour,airmass,pressure,temperature,humidity,filename,targetx_pix,targety_pix,rotangle,d2ccd,number2,chi2,pwv,oz,grey,epwv,eoz,egrey
0,287,HD185975,2023-01-19T01:55:10.535505895Z,-2.367401526939446,2.07415195081894,0,0,0,2023011800287,304.54166242888147,1762.7977723874674,0.4887730428291866,180.12168036919797,287,8.612897978533663,4.383202593867386,242.81804260978856,0.9842934159590224,0.034620135800986676,3.837248929384195,0.00045955642339415715
1,288,HD185975,2023-01-19T01:55:53.539995972Z,-2.355455835251391,2.07456574431137,0,0,0,2023011800288,306.1759551764821,1765.4105276432613,0.4171619649300198,180.11791214529316,288,9.214616162079402,4.632119375277119,233.53320884402498,0.9875518336145677,0.03832404478126758,3.816192289880507,0.00046342048914523867
2,337,HD60753,2023-01-19T02:45:32.810994662Z,-1.5278805578375003,1.12656828231644,0,0,0,2023011800337,302.91801877448546,1722.0483192295035,0.24607317590678734,180.19596771278725,337,28.328792654181573,4.154405944291192,440.73639481997856,1.040158710161427,0.04644427399328123,3.9870901361208992,0.00027693520279943763
3,338,HD60753,2023-01-19T02:46:15.633005964Z,-1.515985554698057,1.12566542825154,0,0,0,2023011800338,607.9940643624329,3447.0758134825405,0.2465271278232553,180.21245704430171,338,20.561816826869432,4.468505915947906,447.2877291824161,1.0394432154461335,0.05702719390428119,4.884639728954511,0.0003346417674867685
4,346,HD074000,2023-01-19T02:51:44.448997035Z,-1.4246477794005576,1.28692481405312,0,0,0,2023011800346,599.7931888626806,3448.7737360884366,0.31979990884463444,180.3426262479534,346,36.570680632925566,6.087883486739672,210.01732789751054,1.0080900460266844,0.042927369929683136,4.092056296405065,0.0003289521236660092
5,347,HD074000,2023-01-19T02:52:27.263993766Z,-1.4127547247530554,1.2841855396599,0,0,0,2023011800347,300.4370745270298,1722.0536978001487,0.29229140882074456,180.28508408225161,347,49.227579397094196,4.241534158239425,186.5206993756749,1.0076346163075947,0.024347729328927162,2.9511920034493264,0.00023872819220369207
6,355,HD60753,2023-01-19T02:57:57.100500175Z,-1.321133472972778,1.1119684736207,0,0,0,2023011800355,638.4677860358506,3445.6291310189854,0.24661328195080054,180.19364851662246,355,34.636092727427254,3.5067152420200394,419.450347588036,1.0354949153616868,0.03880798100283355,3.6864056910600533,0.00024860197356868274
7,356,HD60753,2023-01-19T02:58:39.956998603Z,-1.3092288900761124,1.11119382093313,0,0,0,2023011800356,643.2156784619551,3447.4520192692926,0.24425846347425675,180.18717616985757,356,19.569568844664655,3.6275841196529797,430.3540157847112,1.0302489899965355,0.056782147880276385,5.173580430831895,0.0003402581431792252
8,395,HD38666,2023-01-19T03:35:23.020006753Z,-0.6972669433677776,1.02448790138546,0,0,0,2023011800395,560.4608914543317,3510.4450201473082,0.22497756788337514,179.79428620403948,395,375.6024875172126,3.976921046276227,545.8382391320968,1.0319269252537162,0.017692536229230966,1.2236730199537569,7.992538529415009e-05
9,407,HD185975,2023-01-19T03:45:43.994508623Z,-0.5247740261816674,2.12659043648036,0,0,0,2023011800407,616.565282461166,3519.6688671172346,0.4865872826071085,180.16731281071347,407,3.726724326111452,4.167101008317477,245.11679412468348,0.9784219697094672,0.05973463678571016,6.382864142176649,0.0007632597736717332
10,444,HD38666,2023-01-19T04:17:13.181002877Z,0.0,1.07401548868518,0,0,0,2023011800444,283.78482843289675,1755.6106536731197,0.23505398055519253,179.33122803325475,444,686.0583238487009,3.3965574038517654,549.9999999999445,1.0275806146194046,0.013224114376735823,0.870550023926159,5.973618141109471e-05
11,455,HD38666,2023-01-19T04:23:47.713996068Z,0.10959249810861049,1.08465045222619,0,0,0,2023011800455,513.4777730255594,3492.8999913202306,0.2360104551434803,180.13588233186246,455,336.47088815710543,2.706551161695317,488.3189210748765,1.0267498535724553,0.016684050250654475,1.4319466435042574,9.327201094376443e-05
12,555,HD38666,2023-01-19T06:12:35.337502398Z,1.9228212498669421,1.42868565575934,0,0,0,2023011800555,274.75314444907735,1725.0782955065008,0.29040269937386837,180.21090507839708,555,349.3887287230687,2.17207304800769,286.78037485075197,1.0064724045268576,0.017402420962187363,1.2732551021127194,0.00010102772477055
13,581,HD38666,2023-01-19T06:28:06.724490437Z,2.1815398576555536,1.51735057636452,0,0,0,2023011800581,270.79278481042445,1723.16330612603,0.3007141167444007,180.4597390143533,581,120.24483848695772,2.3162700255104114,244.9346885627556,1.0071735646262636,0.030721218823926012,2.1661554971327655,0.00017570065838918626
14,599,HD38666,2023-01-19T06:40:23.793491598Z,2.386281246866943,1.59894557876108,0,0,0,2023011800599,556.3651309468469,3442.37876209676,0.3066681914771311,179.81310738708697,599,2.795933458544326,2.790219296120583,364.73224765708477,1.0096199628407523,0.18726241212870517,12.685937245955158,0.001002514078436483
15,635,HD38666,2023-01-19T07:01:58.684989872Z,2.745973329720831,1.77326033893728,0,0,0,2023011800635,282.7652216693735,1721.2208213169679,0.3434288626363705,180.00637271374512,635,1.5990684059219933,3.140565271215903,340.9284056299289,0.9931137854527569,0.2947654976492066,16.342135369421868,0.0013581439009733552
16,662,HD38666,2023-01-19T07:19:38.024499917Z,3.040234304733331,1.95417299314366,0,0,0,2023011800662,284.03798876389664,1718.4765132253858,0.3889835981402294,179.90312994677214,662,155.2181881690643,2.3852607545726756,297.4333031591151,0.9845050902497202,0.016762810430758408,1.189306155068974,0.00011779186197821175
17,663,HD38666,2023-01-19T07:20:21.015500520Z,3.0521762493452753,1.9624201279428,0,0,0,2023011800663,277.90442745427123,1717.1374518994337,0.42185669666235376,180.25552565268077,663,242.75614379663818,1.7806607607114031,242.87242483641225,0.9771353618026308,0.013239656245061087,1.029485882671714,0.0001015123025277313
18,680,HD38666,2023-01-19T07:30:25.766508158Z,3.220162640355832,2.08725609438809,0,0,0,2023011800680,300.8643962143185,1716.020467355468,0.43073528865986765,178.20668102057175,680,243.16854847589184,2.597750913859476,430.04653764125493,0.9906820114190105,0.0141497411494517,0.8958924385523445,9.647852783982715e-05
19,681,HD38666,2023-01-19T07:31:08.607999909Z,3.2320630547311096,2.09680696527709,0,0,0,2023011800681,282.1863308780877,1714.5947760311528,0.4402402375935098,179.85810745639668,681,171.66304980138318,2.430808698532742,289.84122408508097,0.983308925988488,0.013559495137005252,0.9894526619311266,0.00010705508497235758
20,689,HD38666,2023-01-19T07:35:49.789997958Z,3.3101691653002763,2.16170940536452,0,0,0,2023011800689,288.95931067079766,1710.7920931961482,0.4351975911524561,179.02234729358537,689,50.31951897836344,2.8617065808231894,416.13984104086734,0.9701770381669967,0.03081398669999501,1.8586375403132043,0.00019137164965533947
21,699,HD185975,2023-01-19T07:42:37.504491821Z,3.423423191373331,2.11441637137685,0,0,0,2023011800699,294.3244598574466,1759.648191576033,0.5201471030283439,180.14387873355878,699,19.75790040092311,3.7348599070898945,271.47523348067745,0.9813759890404977,0.020638041128260072,2.491739469068826,0.0002998501807814083
22,753,HD185975,2023-01-19T08:24:50.606000576Z,4.127062499360832,2.09436326661816,0,0,0,2023011800753,294.624913288678,1761.692862970813,0.4832824481603971,180.1385264629233,753,6.198019818413217,4.217877628914387,255.859964904094,0.983515255898841,0.042926562249460745,4.678798230775096,0.0005563517899428505
23,754,HD185975,2023-01-19T08:25:33.435003701Z,4.138959444673333,2.09397977146342,0,0,0,2023011800754,293.5248109279337,1762.2058750609397,0.4922389898731376,180.00660969018165,754,13.745268488936915,4.051811443425172,257.9635740740028,0.9858625740129989,0.027994249199934342,3.0699676245037057,0.0003711941439373269
