,number,object,dateobs,refhour,airmass,pressure,temperature,humidity,filename,targetx_pix,targety_pix,rotangle,d2ccd,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,49,HD142331,2022-06-29T23:15:14.317493948Z,0.0,1.42223264114174,0,0,0,2022062900049,310.5251644810326,1747.522307626465,-0.013571130737176456,181.05118022063957,38.289815485086045,2.2673287633304775,360.728256253476,0.9963518623292539,0.019136187038999285,3.0260733449429487,0.00026143548647062894,3.0518085085992177,38.289815485086045,2.2673287633304775,0.9963518623292539,0.019136187038999285,0.00026143548647062894,3.0518085085992177,7.286159768845345,3.9585739199691297,1.006794112303279,0.11254623112997476,0.0006603787517141584,0.07949984224092117,6.943243168773579,4.07563188886046,1.0020069844314583,0.10977760338452308,0.0006447955994663243,0.02318273973449121,2.317754874438409,1.2028616216519532
1,50,HD142331,2022-06-29T23:15:57.397992399Z,0.011966805125280366,1.418575616994,0,0,0,2022062900050,309.5215716374529,1746.511637453214,-0.003936156266689467,181.14411016968685,20.619249400603387,2.3983208712471047,342.4807434738795,0.9995024996149684,0.02641909196592427,4.180921546982743,0.0003616498945261143,2.0687893267850006,20.619249400603387,2.3983208712471047,0.9995024996149684,0.02641909196592427,0.0003616498945261143,2.0687893267850006,4.760647445354341,4.281920252849211,1.0080266736564305,0.16225350859021648,0.000922950830487212,0.011305638948795644,3.107080551890537,4.272171314839287,1.0053938525623198,0.15167593790769204,0.0008961447562158968,0.00861660282381734,2.4502397747704943,1.2922730995766978
2,51,HD142331,2022-06-29T23:16:40.370992719Z,0.02390374965861497,1.41494963431063,0,0,0,2022062900051,311.2530300512964,1749.9049573111229,0.013262779757590364,181.02099196739215,17.2819425475561,3.6073506579217276,314.1569990649404,0.9914251433478869,0.04202518494990333,4.995836118901917,0.00043578890786277947,0.2933441234461022,17.2819425475561,3.6073506579217276,0.9914251433478869,0.04202518494990333,0.00043578890786277947,0.2933441234461022,3.4728209294949677,4.430418385475471,0.9910202966691825,0.19788491317794943,0.001103814744012861,0.06687272907264355,4.53259164280373,4.015598638912334,0.9947669576322119,0.18171709794549562,0.0010558559354923113,0.024199714175029318,3.6354442202195174,0.44104415934269914
3,52,HD142331,2022-06-29T23:17:23.296493692Z,0.03582749992889145,1.41137104940466,0,0,0,2022062900052,310.1522470846538,1746.4697346705502,0.0033950638724688544,181.02568313637408,25.566050571406734,2.6645123263034183,316.39693063208944,0.9967386135624784,0.024728499099488866,3.635231229321322,0.00031152622867442544,2.0378524158619786,25.566050571406734,2.6645123263034183,0.9967386135624784,0.024728499099488866,0.00031152622867442544,2.0378524158619786,6.057428257740148,4.2033663592583785,1.000566087389679,0.1396422350960263,0.0007910905740562509,0.0010587819198241044,5.172587404279923,4.331178450678489,1.004970446115985,0.1307020195213735,0.0007654827781770198,0.009012848630315217,2.7167176028697364,1.0979593726297416
4,79,HD142331,2022-06-30T00:25:31.740506118Z,1.1715063922694453,1.17770853500552,0,0,0,2022062900079,314.66838033919385,1744.6423846411933,0.08321923993361476,179.96904669710335,86.63324480566177,3.321962210006943,332.78798050069975,1.006258643819855,0.01796106002370954,2.4738253334805824,0.0001859229789062555,0.10746019877774626,86.63324480566177,3.321962210006943,1.006258643819855,0.01796106002370954,0.0001859229789062555,0.10746019877774626,26.005071674790322,4.284025511668569,1.0161682139682404,0.09459763209184284,0.0004711681966886956,0.0809735937681849,19.46616184542118,3.2224040170670416,1.0152315880651428,0.08198198301698792,0.00043807698923274886,0.08096916004272732,3.3363110114370302,0.4773754689760669
5,80,HD142331,2022-06-30T00:26:14.788500807Z,1.1834641685719456,1.17613509208487,0,0,0,2022062900080,313.59225425274605,1743.7674072449888,0.08953818192638673,180.18630953035944,75.93414607387122,3.6352208163828554,315.3223136970259,1.0073684333125867,0.01968447239737754,2.5026307795781566,0.00018845106775393066,0.61857618987833,75.93414607387122,3.6352208163828554,1.0073684333125867,0.01968447239737754,0.00018845106775393066,0.61857618987833,17.494664469986056,4.534236473492373,1.0122273601818683,0.09884392274730455,0.0004780569423103194,0.1493218622986187,21.021091665616776,3.7804424637827503,1.0183512433973003,0.08487783546268086,0.0004450277003793037,0.09257724605991907,3.6559833701833275,0.4437569004342902
6,81,HD142331,2022-06-30T00:26:57.825006586Z,1.1954187535105554,1.17457629416622,0,0,0,2022062900081,316.9666279482038,1744.3569844229107,0.08296069602053875,179.90926454890442,105.56967567810707,3.6698422611729367,331.98842167210194,1.0035060948038188,0.017695631094186804,2.1926247842470574,0.00016553930442655835,0.24378863384096977,105.56967567810707,3.6698422611729367,1.0035060948038188,0.017695631094186804,0.00016553930442655835,0.24378863384096977,23.28978262797573,4.689954049393364,1.0056768625918433,0.08832841715132023,0.0004232564874413621,0.167480121706721,27.780582278553442,3.694810490534584,1.0145677649140512,0.0750622730895643,0.0003918593301190758,0.06575600312977091,3.690040922291936,0.5001662179598345
7,82,HD142331,2022-06-30T00:27:40.828993467Z,1.2073643054219456,1.17303206364712,0,0,0,2022062900082,318.09986467342856,1743.8428042729295,0.08520151410823032,179.93354597364214,104.44843938489737,2.7880892138859035,297.5983782259827,1.0025993436509129,0.014799349871329342,2.231744366765749,0.00016536252479810797,1.759942070714612,104.44843938489737,2.7880892138859035,1.0025993436509129,0.014799349871329342,0.00016536252479810797,1.759942070714612,22.261565265670093,4.232901013793882,1.0067169261188533,0.08517049746197018,0.00041919522039377834,0.017401028270639295,24.32815496633471,3.4483610301815846,1.0091843077751614,0.07471933007806862,0.0003944512968893101,0.0914045321412141,2.8216859154902973,0.7724162138657374
8,106,HD142331,2022-06-30T00:44:04.556506526Z,1.4806219479383342,1.14155327884551,0,0,0,2022062900106,307.3741582796031,1741.935655563981,0.09455396815535629,180.03441173383538,23.941942199054584,3.084376893658841,356.66782696961627,1.008565249587275,0.03441686396015628,4.441387610983587,0.00032677869217708557,0.5949311465640282,23.941942199054584,3.084376893658841,1.008565249587275,0.03441686396015628,0.00032677869217708557,0.5949311465640282,4.471905350266137,4.068108545469725,1.0189491022644277,0.17430437537088278,0.0008472529148338186,0.058406585330384564,5.668503441083983,3.587030756071153,1.017767741441879,0.15157170763723832,0.0007744664385867794,0.06307337595655726,3.115119918784514,0.532160085906416
9,107,HD142331,2022-06-30T00:44:47.597509391Z,1.4925777820675004,1.14033253793613,0,0,0,2022062900107,308.33150895526836,1740.6339722159362,0.09143072978704705,180.07467504820187,39.85013459821281,3.527193264514302,341.63249097171104,1.0008072360217881,0.028810777146049477,3.442299702194289,0.0002541302967082571,0.5320940015263543,39.85013459821281,3.527193264514302,1.0008072360217881,0.028810777146049477,0.0002541302967082571,0.5320940015263543,8.128039126967675,4.344996715814135,1.0087279169589733,0.13638109662325099,0.000658052968090712,0.13946328065561753,10.364789798540436,3.7685637774362157,1.0130885705764012,0.1178074917865703,0.0005993620930086305,0.05277894607002565,3.551395706036276,0.41174508203112037
10,108,HD142331,2022-06-30T00:45:30.537502469Z,1.504505557922501,1.13912602668049,0,0,0,2022062900108,308.63275573381424,1740.8017420814256,0.0890015487280129,180.14702259710688,63.18503568512637,3.4526601205470002,340.61837153005996,1.0084396179606845,0.020917359873437315,2.724312052915574,0.00020053699884081702,0.2673757696468544,63.18503568512637,3.4526601205470002,1.0084396179606845,0.020917359873437315,0.00020053699884081702,0.2673757696468544,11.62533192903726,3.827853875535565,1.0178808953378968,0.10381354770908312,0.0005179604480117398,0.07086553190662441,16.30553465348677,3.982352256924919,1.0174035486325572,0.0936550576939283,0.00047684463085471355,0.062436919484777746,3.472586016595108,0.3109947564038527
