,number,object,dateobs,refhour,airmass,pressure,temperature,humidity,filename,targetx_pix,targety_pix,rotangle,d2ccd,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,238,HD38666,2022-03-18T00:51:09.309163703Z,0.0,1.11518809673279,0,0,0,2022031700238,306.73956578499866,1734.7867896939329,0.2393104181009024,181.14487030706658,248.27242311587696,4.374372631682496,439.41632704401263,1.0183032015593194,0.04140039517192976,2.31257416941346,0.00015869976490483475,2.301898056922605,248.27242311587696,4.374372631682496,1.0183032015593194,0.04140039517192976,0.00015869976490483475,2.301898056922605,17.752881018973596,7.151613161568696,1.051061437755295,0.2038429001116245,0.0008568964968799177,0.05845105184895828,15.931038430658045,7.238691824843474,1.0282086443958771,0.1316413618979747,0.0005850068032722825,0.0759902230074826,4.560274494446807,0.7023258302663266
1,244,HD38666,2022-03-18T00:54:03.576809081Z,0.04840767927166656,1.12117784228887,0,0,0,2022031700244,305.8474747266127,1728.6518225290156,0.24642090617590295,181.19182639674088,482.3993052525949,5.360889005812743,415.0673775264527,1.0117900810511549,0.03354452268820137,1.6594866974191933,0.00011302666046822949,3.9180016728707696,482.3993052525949,5.360889005812743,1.0117900810511549,0.03354452268820137,0.00011302666046822949,3.9180016728707696,40.00316064403979,6.769903461786221,1.0136324315820764,0.15058599953857582,0.0006214187713053355,0.1385925698508497,37.74321334930437,6.932232500852288,1.0112108515219393,0.09751681379576753,0.0004320024131090494,0.11912433273035306,5.478904047690889,0.40777368458254554
2,245,HD38666,2022-03-18T00:54:36.495517455Z,0.05755176493111058,1.1223254831152,0,0,0,2022031700245,303.1510208913833,1729.0236994844872,0.2463680752726397,181.2241417642438,731.2012826276336,5.448154277514776,408.7042942993912,1.0173486251505426,0.026251921247469664,1.2868960339281066,9.097277184267462e-05,0.5933708264015196,731.2012826276336,5.448154277514776,1.0173486251505426,0.026251921247469664,9.097277184267462e-05,0.5933708264015196,51.611043000480905,6.358014493447453,1.0277544569439325,0.11447489251286781,0.0004925139373399321,0.1364116609075098,55.725501097572575,6.7875020584377115,1.0249101132318823,0.07371539826989204,0.00033041535544115055,0.01959840010974542,5.548049206067188,0.3382093877315024
3,251,HD38666,2022-03-18T00:57:34.825425593Z,0.1070878505249988,1.12869272583493,0,0,0,2022031700251,308.7235944083659,1737.6252325489793,0.2502476866568817,181.14473273745114,1036.8116750609372,4.306547831549426,416.3848561779838,1.0156298288576135,0.020548718095513088,1.0909492904044416,7.589098062199962e-05,8.183485457802458,1036.8116750609372,4.306547831549426,1.0156298288576135,0.020548718095513088,7.589098062199962e-05,8.183485457802458,58.307115760190236,7.307725732859757,1.0286443208589182,0.10113628544614316,0.0004167700419215077,0.018394978000798326,61.814382573290004,6.567409951292337,1.0191123899062962,0.06323827610275037,0.00028662708900863875,0.06977284471180664,4.475449770440112,0.6293320615944522
4,252,HD38666,2022-03-18T00:58:07.961601615Z,0.11629234386444498,1.12989211938692,0,0,0,2022031700252,306.05895586013565,1736.443049061325,0.24493974136205318,181.13086153535642,596.2834962506003,5.775287637364284,410.4207752780237,1.0138604118750378,0.028695217372284983,1.3459587311507848,9.550317776226394e-05,0.47678824897508987,596.2834962506003,5.775287637364284,1.0138604118750378,0.028695217372284983,9.550317776226394e-05,0.47678824897508987,62.68856017053575,7.149092510828387,1.0216029500315338,0.12539207678619074,0.0005222054880957161,0.1750719636003355,49.47659499393503,6.677707209781182,1.0189703560348484,0.07729012307038376,0.00035012275349439786,0.11662360616826672,5.8649292736952265,0.2972257552282579
5,258,HD38666,2022-03-18T01:01:05.983077318Z,0.16574275378194514,1.13649234070752,0,0,0,2022031700258,315.92831568956024,1733.3622861921697,0.24657141602598392,181.22050388958127,626.0948310778787,5.644844187901504,458.35323459231057,1.0164589953582166,0.026353035652503385,1.3545622180265766,9.502231474066861e-05,1.0710135606252755,626.0948310778787,5.644844187901504,1.0164589953582166,0.026353035652503385,9.502231474066861e-05,1.0710135606252755,50.77061167579926,7.095869731179731,1.0246319156716934,0.11998505669220653,0.0005017250573402535,0.17250147971787075,42.76961672376875,6.571081479675437,1.0157264101008106,0.07707265645805962,0.0003500728732504575,0.04798193926416475,5.727187612436466,0.2940323808624881
6,259,HD38666,2022-03-18T01:01:38.891736200Z,0.1748840479158318,1.13773198155467,0,0,0,2022031700259,314.00265077935904,1733.9956606646099,0.24559172973583673,181.1696509160065,644.2760671975409,5.012531012143931,443.28173524809887,1.0111571030081978,0.02419729163654886,1.2294610774190489,8.789811195269092e-05,1.0035900096520856,644.2760671975409,5.012531012143931,1.0111571030081978,0.02419729163654886,8.789811195269092e-05,1.0035900096520856,62.81939395647128,7.389735719277147,1.0298988557850837,0.11333244117452111,0.00046929164401487777,0.2435957535228747,78.64897426582482,6.539241333221185,1.0200053049994025,0.07011966326172679,0.0003198511819997266,0.08226520537328529,5.146580396726942,0.478813105830693
7,265,HD38666,2022-03-18T01:04:36.966902252Z,0.22434937181916492,1.14457928753239,0,0,0,2022031700265,300.1747074722527,1736.3687832343878,0.24832810563319185,181.22927421378068,462.6129607945344,5.4488372192326935,403.80709423394995,1.0160029019674321,0.03391373647795603,1.6514712006738608,0.00011609630747404648,4.997749079004764,462.6129607945344,5.4488372192326935,1.0160029019674321,0.03391373647795603,0.00011609630747404648,4.997749079004764,25.585424400669552,7.350318808083409,1.0055979186011048,0.15403430510961671,0.0006263726033716438,0.0509785895688118,31.02426829211012,6.797868062728776,1.0110555698253565,0.09620554199547492,0.00043588637734099284,0.21388424040402315,5.568415333440664,0.41285859223119903
8,266,HD38666,2022-03-18T01:05:09.882805900Z,0.2334926783880542,1.14587373417807,0,0,0,2022031700266,304.38457397104503,1736.9745171355157,0.24946676401137938,181.15617911275336,976.9877684113178,6.029102124579358,418.26673955412554,1.0095345979281432,0.023369171086804648,1.0597413892378176,7.557221121808937e-05,0.3285923098759432,976.9877684113178,6.029102124579358,1.0095345979281432,0.023369171086804648,7.557221121808937e-05,0.3285923098759432,78.16094941853076,7.367527980541581,1.0124314498089262,0.10196193727960387,0.00041666325050402513,0.20383353197724244,71.04557311829218,6.3796924638479,1.0099940601720974,0.06133130296512901,0.00028080388401506226,0.03610937885814954,6.0842541762406865,0.21885217098398782
9,272,HD38666,2022-03-18T01:08:05.345444684Z,0.2822323002724989,1.15287574299009,0,0,0,2022031700272,311.6852147194444,1734.047589434393,0.24832429759362734,180.95344013105407,646.333087590778,5.53911466118376,432.48668387497037,1.0130628728317956,0.026574687388470387,1.2654534457372035,9.10737747642378e-05,1.3005277120844063,646.333087590778,5.53911466118376,1.0130628728317956,0.026574687388470387,9.10737747642378e-05,1.3005277120844063,57.77862667152828,6.531977747915831,1.01852412265318,0.11479878960147835,0.0004901123459174903,0.17501100872130312,49.94188432542627,6.549311161533506,1.0144471858976396,0.072927175414845,0.0003346903135251602,0.06727220602681437,5.624802805728419,0.28070910524781745
