,number,object,dateobs,refhour,airmass,pressure,temperature,humidity,filename,targetx_pix,targety_pix,rotangle,d2ccd,number2,chi2,pwv,oz,grey,epwv,eoz,egrey
0,238,HD185975,2023-01-18T02:33:44.320492641Z,-1.7030963906263876,2.09416047412873,0,0,0,2023011700238,279.4969976865676,1754.38149215519,0.4647627376700959,180.00796572128638,238,6.425096847211099,4.057882423905289,249.12116270673675,0.9928005684312521,0.05928256414399961,6.105292965774349,0.0007632966912201715
1,248,HD185975,2023-01-18T03:05:13.302506988Z,-1.178379164418887,2.1096375917769,0,0,0,2023011700248,280.5526989422909,1750.9106860256823,0.4698791654420482,180.02756765645404,248,5.500349366775898,3.7417511645317383,267.7997942618614,0.9849722138858901,0.06414396836177343,6.9354294266772625,0.0008555228416971951
2,249,HD185975,2023-01-18T03:05:56.221990758Z,-1.1664570855938887,2.1099524267487,0,0,0,2023011700249,283.6914555828069,1748.1707160242825,0.46435271782681636,179.93920597680292,249,3.6270581327704448,3.7212824229714756,263.9661846962472,0.9871045335972316,0.08633288903071779,9.09384916943142,0.0011265549449847754
3,266,HD38666,2023-01-18T03:19:01.635502409Z,-0.9482866656908326,1.01055018871435,0,0,0,2023011700266,270.44471520292336,1755.4392346347736,0.1995390234181796,179.99834423497853,266,356.69037358133994,3.8409906745061186,325.02724879274075,1.01816757542428,0.0336404260951822,2.0733170933204463,0.00013140490596826818
4,275,HD38666,2023-01-18T03:24:14.043994244Z,-0.8615065290699997,1.01351761412035,0,0,0,2023011700275,269.5853762077968,1753.8964400126526,0.19632223967277243,180.40350777935225,275,3024.23935930524,3.7458126383358734,163.82218578261336,1.0012541618863662,0.012726280570787972,0.8311974547977597,5.127877112557385e-05
5,286,HD38666,2023-01-18T03:38:51.034000939Z,-0.6178981938769441,1.02409203024681,0,0,0,2023011700286,284.54311370434385,1747.4508414864972,0.22701310742638586,180.01513523887127,286,870.627708194339,2.603428647026481,360.86180244204087,1.0251419852518324,0.01554208465387518,1.149648355187225,7.538990339876272e-05
6,297,HD185975,2023-01-18T03:48:30.275498016Z,-0.4569977780222212,2.12604134690431,0,0,0,2023011700297,314.0594895705087,1758.0499583870608,0.4690051733253145,180.17214380246983,297,0.8867859996032224,3.1413525922305157,251.7578751223159,0.9906243964148992,0.19588762027731882,22.703818620485006,0.002721417502184786
7,298,HD185975,2023-01-18T03:49:13.267493074Z,-0.4450555571727772,2.12627432258283,0,0,0,2023011700298,314.11571016939536,1754.0157058053144,0.47574501182323725,180.11994098332653,298,2.075274872739658,3.1644278167009308,248.75692803675724,0.98743363477695,0.09534178629875445,11.691814715270565,0.0014140093909840396
8,316,HD38666,2023-01-18T04:05:01.883001775Z,-0.1815512492002762,1.05137151648402,0,0,0,2023011700316,303.88668558711953,1727.476844187778,0.21967078276579305,179.43733310160644,316,53015.72548206958,0.5758668846285597,429.6738811794606,0.9962758067929378,0.0013417640497600952,0.16841173598670342,1.0559309214101178e-05
9,317,HD38666,2023-01-18T04:05:44.893006140Z,-0.1696040257655529,1.05227992607233,0,0,0,2023011700317,306.41431550506957,1727.9818402210992,0.21877485942674482,179.2060508560701,317,11123.792763730095,2.0493333476316873,412.10737222847564,0.9900124710401548,0.0039055120292314435,0.32542295117812675,2.063846732478376e-05
10,325,HD38666,2023-01-18T04:10:27.989998287Z,-0.09096597239138848,1.05848530584753,0,0,0,2023011700325,299.29940431827464,1722.5225144577719,0.21847111577625783,179.98995896941238,325,63728.00000286635,0.37877092344228713,263.5498971356522,0.990851038070106,0.001347941366441469,0.19301792985047342,1.2197771272069925e-05
11,335,HD38666,2023-01-18T04:16:38.285507001Z,0.011893891140278612,1.06719744578724,0,0,0,2023011700335,329.612552338236,1731.4244522130714,0.219757894733876,179.46832292754354,335,23464.361705753916,2.151643815596977,330.88939959742936,0.9931959350162091,0.0030097644609337563,0.2354191479847079,1.5136102145729961e-05
