,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
0,0,2022-06-07T23:57:48.502,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700195_postisrccd.fits,195,HD160617,empty_1,holo4_003,2.329224680281846,30.0,0.02198146097362041,0.9262868762016296,741.95,8.7,24.0,2.1,,,,,    ,,
1,1,2022-06-07T23:58:31.522,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700196_postisrccd.fits,196,HD160617,empty_1,holo4_003,2.318281053824873,30.0,0.02198146097362041,0.9944154620170593,741.95,8.8,24.0,2.3,,,,,    ,,
2,2,2022-06-07T23:59:14.466,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700197_postisrccd.fits,197,HD160617,empty_1,holo4_003,2.307444443321244,30.0,0.02198146097362041,0.8614917397499084,741.95,8.8,24.0,2.3,,,,,    ,,
3,3,2022-06-07T23:59:57.629,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700198_postisrccd.fits,198,HD160617,empty_1,holo4_003,2.296664023464588,30.0,0.02198146097362041,0.8614917397499084,741.95,8.8,24.0,3.1,,,,,    ,,
4,4,2022-06-08T00:10:47.351,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700210_postisrccd.fits,210,HD160617,empty_1,holo4_003,2.146571600931314,30.0,0.02198146097362041,0.8570897579193115,741.9000000000001,8.8,24.0,6.8,,,,,    ,,
5,5,2022-06-08T00:11:30.244,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700211_postisrccd.fits,211,HD160617,empty_1,holo4_003,2.137395156610852,30.0,0.02198146097362041,0.7696108222007751,742.0,8.8,24.0,4.9,,,,,    ,,
6,6,2022-06-08T00:12:13.244,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700212_postisrccd.fits,212,HD160617,empty_1,holo4_003,2.12827088157929,30.0,0.02198146097362041,0.6874814033508301,742.0,8.8,24.0,4.9,,,,,    ,,
7,7,2022-06-08T00:12:56.240,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700213_postisrccd.fits,213,HD160617,empty_1,holo4_003,2.119230050341714,30.0,0.02198146097362041,0.6874814033508301,742.0,8.8,24.0,5.4,,,,,    ,,
8,8,2022-06-08T00:25:23.083,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700228_postisrccd.fits,228,HD160617,empty_1,holo4_003,1.974797245887772,30.0,0.03129572421312332,0.6016802787780762,742.0,8.8,24.0,5.8,,,,,    ,,
9,9,2022-06-08T00:26:05.979,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700229_postisrccd.fits,229,HD160617,empty_1,holo4_003,1.967152354723034,30.0,0.03129572421312332,0.5185137391090393,742.0,8.8,24.0,5.8,,,,,    ,,
10,10,2022-06-08T00:26:48.983,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700230_postisrccd.fits,230,HD160617,empty_1,holo4_003,1.959537927265059,30.0,0.03129572421312332,0.5185137391090393,742.0,8.7,24.0,5.6,,,,,    ,,
11,11,2022-06-08T00:27:31.878,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700231_postisrccd.fits,231,HD160617,empty_1,holo4_003,1.951988769375606,30.0,0.03129572421312332,0.5846471786499023,742.0,8.7,24.0,5.6,,,,,    ,,
12,12,2022-06-08T00:43:01.022,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700252_postisrccd.fits,252,HD160617,empty_1,holo4_003,1.803493326682881,30.0,0.03129572421312332,0.8918972015380859,742.0,8.7,24.0,7.0,,,,,    ,,
13,13,2022-06-08T00:43:44.092,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700253_postisrccd.fits,253,HD160617,empty_1,holo4_003,1.79723302146303,30.0,0.03129572421312332,0.8001612424850464,742.0,8.7,24.0,6.4,,,,,    ,,
14,14,2022-06-08T00:44:26.992,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700254_postisrccd.fits,254,HD160617,empty_1,holo4_003,1.791058996215959,30.0,0.03129572421312332,0.7200021743774414,742.0,8.7,24.0,6.2,,,,,    ,,
15,15,2022-06-08T00:45:09.970,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700255_postisrccd.fits,255,HD160617,empty_1,holo4_003,1.784905719195038,30.0,0.03129572421312332,0.7200021743774414,742.0,8.7,24.0,6.2,,,,,    ,,
16,16,2022-06-08T01:00:37.563,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700276_postisrccd.fits,276,HD160617,empty_1,holo4_003,1.663359930606096,30.0,0.03129572421312332,0.7614754438400269,742.0999999999999,8.6,24.0,5.3,,,,,    ,,
17,17,2022-06-08T01:01:20.533,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700277_postisrccd.fits,277,HD160617,empty_1,holo4_003,1.658202881700264,30.0,0.03129572421312332,0.7614754438400269,742.0999999999999,8.7,24.0,5.4,,,,,    ,,
18,18,2022-06-08T01:02:03.458,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700278_postisrccd.fits,278,HD160617,empty_1,holo4_003,1.65310868049367,30.0,0.03129572421312332,0.7647576332092285,742.0999999999999,8.7,24.0,5.4,,,,,    ,,
19,19,2022-06-08T01:02:46.529,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700279_postisrccd.fits,279,HD160617,empty_1,holo4_003,1.64800004910803,30.0,0.03129572421312332,0.764228880405426,742.0999999999999,8.7,24.0,5.8,,,,,    ,,
20,20,2022-06-08T01:19:00.351,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700291_postisrccd.fits,291,HD160617,empty_1,holo4_003,1.542809409392775,30.0,0.03129572421312332,0.7228600382804871,741.95,8.5,24.0,6.1,,,,,    ,,
21,21,2022-06-08T01:19:43.360,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700292_postisrccd.fits,292,HD160617,empty_1,holo4_003,1.53854747677493,30.0,0.03129572421312332,0.6838427186012268,741.95,8.5,24.0,6.3,,,,,    ,,
22,22,2022-06-08T01:20:26.266,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700293_postisrccd.fits,293,HD160617,empty_1,holo4_003,1.534335283892743,30.0,0.03129572421312332,0.6922377943992615,742.0,8.5,24.0,6.7,,,,,    ,,
23,23,2022-06-08T01:21:09.205,/sps/lsst/groups/auxtel/data/2022/empty~holo4_003/20220607,exposure_2022060700294_postisrccd.fits,294,HD160617,empty_1,holo4_003,1.530133896638811,30.0,0.03129572421312332,0.6922377943992615,742.0,8.5,24.0,6.7,,,,,    ,,
