,wavelength,newthrou,newthrouerr,oldthrou
0,500.0,1.1346696893833751e-06,4.585364473461627e-05,2.1506461620494173e-06
1,501.0,1.1359898931400807e-06,4.5912891163571055e-05,2.1529450521990363e-06
2,502.0,1.1373103260897328e-06,4.5972108717885036e-05,2.1552439423486558e-06
3,503.0,1.1386309882323314e-06,4.6031215221665014e-05,2.1575428324982752e-06
4,504.0,1.1399518795678762e-06,4.6089149091358256e-05,2.1598417226478947e-06
5,505.0,1.1412730000963674e-06,4.614642157321037e-05,2.162140612797514e-06
6,506.0,1.142594349817805e-06,4.6202362072325276e-05,2.1644395029471335e-06
7,507.0,1.1439159287321886e-06,4.6256683735153374e-05,2.1667383930967525e-06
8,508.0,3.9408969927836375e-06,0.0001593570200702552,7.463910969586775e-06
9,509.0,7.204393369861018e-06,0.00029131490854416924,1.3643562493799966e-05
10,510.0,1.0468505840987287e-05,0.00042328637818606914,1.9823214018013157e-05
11,511.0,1.3733234406162443e-05,0.0005552680591055304,2.6002865542226348e-05
12,512.0,1.6998579065386488e-05,0.000687256338402799,3.2182517066439535e-05
13,513.0,2.0264539818659423e-05,0.0008192493563013733,3.8362168590652726e-05
14,514.0,2.3531116665981243e-05,0.0009512450876138759,4.454182011486592e-05
15,515.0,2.6798309607351953e-05,0.0010832427512843272,5.072147163907911e-05
16,516.0,3.0066118642771548e-05,0.0012152420657171683,5.69011231632923e-05
17,517.0,3.333454377224003e-05,0.001347243549208187,6.308077468750548e-05
18,518.0,3.660358499575741e-05,0.001479246066538936,6.926042621171868e-05
19,519.0,3.9873242313323665e-05,0.0016112465328730332,7.544007773593186e-05
20,520.0,4.314351572493882e-05,0.0017432462952401404,8.161972926014506e-05
21,521.0,4.641440523060285e-05,0.0018752454761825595,8.779938078435825e-05
22,522.0,0.0003629682893842491,0.014663429069459138,0.000686540872955402
23,523.0,0.0009145658040998954,0.03694390946935472,0.0017297037456115983
24,524.0,0.0014662673192491172,0.05922454811203849,0.0027728666182677947
25,525.0,0.0020180728348319146,0.08150524977660085,0.003816029490923991
26,526.0,0.0025699823508482872,0.10378608753284832,0.004859192363580187
27,527.0,0.003121995867298237,0.12606705891027728,0.0059023552362363835
28,528.0,0.0036741133841817607,0.14834807356477978,0.006945518108892579
29,529.0,0.004226334901498861,0.17062933867534036,0.007988680981548776
30,530.0,0.004778660419249537,0.19291064359910684,0.009031843854204974
31,531.0,0.0053310899374337875,0.20153068587878092,0.01007500672686117
32,532.0,0.005883623456051615,0.20624716522166187,0.011118169599517365
33,533.0,0.0064362609751030175,0.20558913756196376,0.012161332472173561
34,534.0,0.006989002494587996,0.19999609019658962,0.013204495344829759
35,535.0,0.007541848014506549,0.18805827454570265,0.014247658217485954
36,536.0,0.008921243418691481,0.1874740954885745,0.016851951692353366
37,537.0,0.012367207723733847,0.20613089095922243,0.023359071672750066
38,538.0,0.015813820770518298,0.18002412136019025,0.029866191653146766
39,539.0,0.01926108255904484,0.18529359909302742,0.036373311633543466
40,540.0,0.022708993089313474,0.1932802119103861,0.042880431613940166
41,541.0,0.026157552361324197,0.1997974809698872,0.04938755159433687
42,542.0,0.02960676037507701,0.20525293282905357,0.05589467157473357
43,543.0,0.03305661713057191,0.20759062195168562,0.06240179155513027
44,544.0,0.0365071226278089,0.20546722258888797,0.06890891153552697
45,545.0,0.039958276866787976,0.1999422774892722,0.07541603151592367
46,546.0,0.04341007984750915,0.18998975694421374,0.08192315149632037
47,547.0,0.04686253156997241,0.17597042180411643,0.08843027147671707
48,548.0,0.05031563203417775,0.1519631003744459,0.09493739145711377
49,549.0,0.05376938124012519,0.12534422224277159,0.10144451143751047
50,550.0,0.05722377918781471,0.09512966175229196,0.10795163141790717
51,551.0,0.05980219064390011,0.06045221799390444,0.11280515028144056
52,552.0,0.06238108598230092,0.021817941410362193,0.11765866914497394
53,553.0,0.06496046520301714,0.016026111897242446,0.12251218800850733
54,554.0,0.06754032830604877,0.013840320341055824,0.1273657068720407
55,555.0,0.07012067529139582,0.012580574020187816,0.1322192257355741
56,556.0,0.0727015061590583,0.011567196286770484,0.13707274459910748
57,557.0,0.07528282090903618,0.010691639509568971,0.14192626346264087
58,558.0,0.07786461954132946,0.009756717768364993,0.14677978232617425
59,559.0,0.08044690205593817,0.008967353624239885,0.15163330118970764
60,560.0,0.08302966845286229,0.008256383640901192,0.15648682005324102
61,561.0,0.08561291873210183,0.0075326457322694666,0.1613403389167744
62,562.0,0.08819665289365679,0.0068741399706397826,0.1661938577803078
63,563.0,0.09078087093752715,0.006188959091178946,0.17104737664384118
64,564.0,0.09336557286371291,0.005488551624802911,0.17590089550737456
65,565.0,0.09445917004565517,0.004771401933741454,0.17794452279311423
66,566.0,0.09495627949325014,0.004083412207514911,0.17886419344773613
67,567.0,0.09545348062944843,0.0035221907879112338,0.17978386410235803
68,568.0,0.09595077345425004,0.0031287006168982633,0.18070353475697995
69,569.0,0.09644815796765496,0.0028493655568685083,0.18162320541160185
70,570.0,0.09694563416966323,0.0026413707635353826,0.18254287606622374
71,571.0,0.0974432020602748,0.002479842827293462,0.18346254672084567
72,572.0,0.09794086163948967,0.0023518624000006465,0.18438221737546756
73,573.0,0.09843861290730788,0.0022567951304647837,0.18530188803008946
74,574.0,0.09893645586372939,0.0021884220300610424,0.18622155868471135
75,575.0,0.09943439050875426,0.002138269864193426,0.18714122933933328
76,576.0,0.09993241684238241,0.002100985145784666,0.18806089999395517
77,577.0,0.10043053486461387,0.0020743537229108754,0.18898057064857707
