,wavelength,newthrou,newthrouerr,oldthrou
0,350.0,0.0048956181915688944,0.0005813578394906995,0.06194709279500001
1,351.0,0.005233055233053819,0.0005846607111067882,0.06275404064218587
2,352.0,0.005591955333610309,0.0006046728581621557,0.06356098848937172
3,353.0,0.006021654922850818,0.000648463265897778,0.06436793633655757
4,354.0,0.006538405527637588,0.000666526274598144,0.06517488418374343
5,355.0,0.006968449629550743,0.0006699143155366083,0.06598183203092929
6,356.0,0.007424259823213404,0.0006840906686148688,0.06678877987811514
7,357.0,0.0078800818260802,0.0007119409295779462,0.067595727725301
8,358.0,0.008366909355583915,0.0007573433663737666,0.06840267557248685
9,359.0,0.008947388153642414,0.0007896469600532086,0.06920962341967271
10,360.0,0.009476501900283265,0.0008230326184902172,0.07001657126685856
11,361.0,0.009984159318159663,0.0008550097471280612,0.07082351911404441
12,362.0,0.010493248475504088,0.0008857126057175188,0.07163046696123027
13,363.0,0.011191682013392453,0.0010075141196417533,0.07243741480841612
14,364.0,0.012003476197934187,0.0010915866181241427,0.07324436265560198
15,365.0,0.012602820569037963,0.0010921648061435172,0.07420920300804204
16,366.0,0.013264964120912062,0.001103175274985821,0.0752372003625838
17,367.0,0.01439026207388749,0.0012284619212691067,0.07626519771712555
18,368.0,0.015193005761373722,0.0012426677974005302,0.07729319507166729
19,369.0,0.015946819553497395,0.001261847896777649,0.07832119242620904
20,370.0,0.016734212188093445,0.0012854065290519377,0.07934918978075078
21,371.0,0.017544180663852032,0.0013073998343801642,0.08037718713529253
22,372.0,0.018373151274415724,0.0013273611926367494,0.08140518448983428
23,373.0,0.01922536886253772,0.0013470420391392276,0.08243318184437604
24,374.0,0.020039732838601405,0.0013746469204188939,0.08346117919891778
25,375.0,0.0209100168843416,0.0014172850710753044,0.08448917655345953
26,376.0,0.021809345893531312,0.001465408303277193,0.08551717390800127
27,377.0,0.022748367548682112,0.001504501794218379,0.08654517126254302
28,378.0,0.02371984334891406,0.001535882014930972,0.08757316861708478
29,379.0,0.024724311051046215,0.0015434187252052623,0.08884996151162299
30,380.0,0.02591317426847993,0.0015532665031298854,0.09045848179282313
31,381.0,0.02707852841010981,0.0015464570812852776,0.09206700207402328
32,382.0,0.028209768683851263,0.0015422088581531085,0.09367552235522342
33,383.0,0.02935565131835979,0.0015739550750653397,0.09528404263642357
34,384.0,0.030504409920103732,0.0016106327060639316,0.09689256291762371
35,385.0,0.03166675540967925,0.0016592666207708555,0.09850108319882386
36,386.0,0.0328799898465967,0.00169175966151604,0.100109603480024
37,387.0,0.034096278715932134,0.001707714992157134,0.10171812376122415
38,388.0,0.03535382418502665,0.0017041825045299977,0.1033266440424243
39,389.0,0.03654995073696297,0.0016778799633882895,0.10493516432362443
40,390.0,0.037731559928687874,0.0016623166077126595,0.10654368460482458
41,391.0,0.038915909479778306,0.001658476589043047,0.10815220488602473
42,392.0,0.0400692528820856,0.0016576670609398877,0.10976072516722488
43,393.0,0.04130455357676165,0.0016656437627266848,0.11138078260451337
