,lambdas,ratioo2o1,ratioo2o1err
0,350.0,3.927008778144908,2.9573577589563103
1,351.0,3.7707347990353166,1.4088748724271396
2,352.0,3.6124764479829348,1.3450536946399712
3,353.0,3.45312018947674,1.5777429042623181
4,354.0,3.2935524880057088,2.0283325536030925
5,355.0,3.134659808058819,0.9226580572857506
6,356.0,2.9773286141250486,0.7296931240850499
7,357.0,2.822445370693374,0.601564754162074
8,358.0,2.6708965422527724,0.45902454825705097
9,359.0,2.5235685932922216,0.44268300533925165
10,360.0,2.381347988300699,0.3646362015653005
11,361.0,2.245121191767182,0.31904739781950486
12,362.0,2.1157746681806433,0.28418117619438193
13,363.0,2.038888010740059,0.2287446717141928
14,364.0,1.8644844626927777,0.213041121904829
15,365.0,1.7278859122738817,0.19209115597303783
16,366.0,1.6330287374088956,0.16857959575506187
17,367.0,1.63002940603544,0.16265736077190251
18,368.0,1.5797423941867803,0.15196434724202437
19,369.0,1.5407059577577198,0.1306312504130826
20,370.0,1.5016881731601233,0.1240267779464822
21,371.0,1.4600422651151859,0.11012928684958212
22,372.0,1.4150827703722353,0.09701867211819945
23,373.0,1.3801331186673274,0.09924182430985277
24,374.0,1.3407123795565634,0.07859362834910556
25,375.0,1.3079808861750197,0.08138981225309198
26,376.0,1.2605093396166756,0.07601543020243227
27,377.0,1.222168498535947,0.07048395275058358
28,378.0,1.1856289135623723,0.06852131082447513
29,379.0,1.1523415435555275,0.06205896004881842
30,380.0,1.1268713137084105,0.061834299942828956
31,381.0,1.1067615283555223,0.05634952120549423
32,382.0,1.0860856345020544,0.052928435443230164
33,383.0,1.0750882493508105,0.04695910944573779
34,384.0,1.0628361239020987,0.04697776669446544
35,385.0,1.042844666749252,0.04200431695423788
36,386.0,1.0281257615317576,0.04196919695022012
37,387.0,0.9993873684351092,0.039689269711697846
38,388.0,0.9701240901189316,0.03927780832303372
39,389.0,0.9404688249516707,0.03831037319513324
40,390.0,0.9085756494062929,0.03545325026599826
41,391.0,0.8840358150489959,0.03409472546026928
42,392.0,0.8591113786515328,0.033138777900128716
43,393.0,0.8439742700781006,0.03175749745223754
44,394.0,0.8291195230623101,0.02961807407736645
45,395.0,0.8166300303733388,0.02715045768446027
46,396.0,0.8007380720609073,0.02498615627768509
47,397.0,0.7882115355409087,0.024011837518267364
48,398.0,0.7702936170233121,0.02265513453414049
49,399.0,0.7566106438817475,0.02201335079686522
50,400.0,0.7432237473575753,0.0217244372579075
51,401.0,0.7334900424465914,0.020583543730511505
52,402.0,0.7269943588992198,0.02033378358499964
53,403.0,0.7219489109396972,0.01915665477184376
54,404.0,0.7195025679281288,0.018718186289698978
55,405.0,0.7168861333042692,0.017605400824595954
56,406.0,0.7158018208763652,0.0168490885501499
57,407.0,0.7133243002518098,0.01670927056805981
58,408.0,0.7066042689237585,0.015558265126788155
59,409.0,0.6957300019348536,0.015288926311439629
60,410.0,0.6841753555435393,0.014912946475056213
61,411.0,0.6710783797425496,0.014459620917634043
62,412.0,0.656952926492206,0.013990342758681471
63,413.0,0.6445032643700458,0.014027010050836763
64,414.0,0.63233825225095,0.01361104531666933
65,415.0,0.623196020505479,0.013306618818016787
66,416.0,0.6143841333250143,0.01288043400161793
67,417.0,0.6083368075497939,0.012620461345130153
68,418.0,0.6015166079805768,0.01242815367373837
69,419.0,0.5947479710391351,0.012131146999567993
70,420.0,0.5907482177188264,0.011938972165104726
71,421.0,0.5834609599231227,0.011786573979988672
72,422.0,0.5755245970847475,0.011453381524156894
73,423.0,0.5663616077747544,0.011032035194895401
74,424.0,0.5561118714734035,0.011066593128761943
75,425.0,0.5452897753212506,0.010939412239576922
76,426.0,0.5353241632274806,0.010794554081520878
77,427.0,0.5261061650570967,0.010727683102961343
