,wavelength,throu,errthrou
0,350.0,0.010302878026777762,0.0011272565769649139
1,351.0,0.009918395299791882,0.0010160021053291525
2,352.0,0.0096170641459139,0.0009158630997020057
3,353.0,0.009396730501066486,0.0008268080145769598
4,354.0,0.00925523232103842,0.0007488339602598034
5,355.0,0.009190401433897932,0.0006819306018192668
6,356.0,0.009200065364666443,0.0006260213334630218
7,357.0,0.009282049154535343,0.0005808835616103453
8,358.0,0.009434177150069445,0.0005460628025763026
9,359.0,0.009654274770127813,0.0005208096634265553
10,360.0,0.00994017023208471,0.0005040725964303658
11,361.0,0.01028969627736842,0.0004945619872459105
12,362.0,0.010700691860620282,0.0004908690501002246
13,363.0,0.011171003790423129,0.0004915991439661685
14,364.0,0.011698488358433679,0.0004954800908898698
15,365.0,0.012281012926223411,0.0005014260704374891
16,366.0,0.012916457489382083,0.000508558828319845
17,367.0,0.013602716186369435,0.0005161990091449515
18,368.0,0.01433769879463398,0.0005238417050509923
19,369.0,0.015119332166023014,0.0005311266547492182
20,370.0,0.015945561637181527,0.0005378091750441135
21,371.0,0.016814352400160715,0.0005437346107737743
22,372.0,0.017723690821640048,0.0005488171316280155
23,373.0,0.01867158573281813,0.0005530226802175271
24,374.0,0.019656069665416,0.0005563555183462571
25,375.0,0.02067520005539336,0.000558847702700014
26,376.0,0.021727060389594044,0.0005605508691139688
27,377.0,0.022809761312373666,0.0005615298304719026
28,378.0,0.023921441698348644,0.000561857560246628
29,379.0,0.025060269654886724,0.0005616112602903989
30,380.0,0.02622444349617581,0.000560869264450812
31,381.0,0.027412192664087343,0.0005597086017339048
32,382.0,0.028621778608112436,0.0005582030798644577
33,383.0,0.02985149559231104,0.0005564218097288767
34,384.0,0.03109967149066506,0.0005544280751422926
35,385.0,0.03236466850648867,0.0005522785147907947
36,386.0,0.03364488385068398,0.0005500225633507072
37,387.0,0.03493875037793259,0.0005477021304880246
38,388.0,0.0362447371626331,0.0005453514858730546
39,389.0,0.037561350033229246,0.0005429973322827939
40,390.0,0.038887132055606344,0.00054065903406781
41,391.0,0.040220663968739245,0.0005383490012715913
42,392.0,0.041560564571682335,0.0005360731748493014
43,393.0,0.04290549106463004,0.0005338316270861823
44,394.0,0.04425413932767697,0.0005316192147998445
45,395.0,0.045605244185026095,0.0005294263016580941
46,396.0,0.046957579579611775,0.0005272394875967735
47,397.0,0.04830995874362998,0.0005250423630704512
48,398.0,0.04966123428039282,0.0005228162373803197
49,399.0,0.05101029823981662,0.0005205408462972022
50,400.0,0.052356082129335846,0.0005181950143844773
51,401.0,0.053697556880251796,0.000515757268942978
52,402.0,0.05503373277224455,0.0005132063970204202
53,403.0,0.056363659329235816,0.0005105219365376627
54,404.0,0.057686425149313436,0.0005076846065702598
55,405.0,0.059001157713737484,0.0005046766727651086
56,406.0,0.060307023148197914,0.0005014822528577487
57,407.0,0.061603225949966145,0.0004980875637096729
58,408.0,0.06288900866729819,0.0004944811100687379
59,409.0,0.06416365155564563,0.0004906538325873413
60,410.0,0.06542647219248465,0.0004865992041376053
61,411.0,0.06667682504667027,0.0004823132895374586
62,412.0,0.0679141010332387,0.00047779477064077523
63,413.0,0.06913772703182985,0.0004730449447551329
64,414.0,0.07034716535781627,0.0004680676923090684
65,415.0,0.07154191322661063,0.00046286942810839035
66,416.0,0.07272150217204398,0.0004574590287502305
67,417.0,0.07388549745337514,0.00045184775387408974
68,418.0,0.07503349741273269,0.00044604914296315137
69,419.0,0.07616513284392568,0.0004400789078649968
70,420.0,0.07728006629577067,0.00043395482208200264
71,421.0,0.07837799139724666,0.0004276965818181181
72,422.0,0.07945863211807591,0.00042132567687501915
73,423.0,0.08052174204658513,0.0004148652473889373
74,424.0,0.08156710363482489,0.0004083399272247473
75,425.0,0.0825945274282276,0.0004017756847429977
76,426.0,0.08360385126479741,0.00039519964441788184
77,427.0,0.08459493951022523,0.0003886399026737282
78,428.0,0.08556768221342281,0.0003821253266654418
79,429.0,0.08652199429980101,0.00037568533420035067
80,430.0,0.08745781474726755,0.0003693496665460554
81,431.0,0.08837510573221152,0.0003631481208461698
82,432.0,0.08927385179686098,0.00035711029220108234
83,433.0,0.09015405899117468,0.0003512652697304913
84,434.0,0.09101575402200979,0.00034564133078827334
85,435.0,0.0918589833927399,0.0003402656067721056
86,436.0,0.09268381254787528,0.0003351637512867082
87,437.0,0.09349032501449983,0.0003303595920648315
88,438.0,0.09427862154461764,0.00032587478553651147
89,439.0,0.09504881925840891,0.0003217284926310438
90,440.0,0.09580105078885026,0.0003179370683155885
91,441.0,0.09653546344679853,0.00031451379751268934
92,442.0,0.09725221837788922,0.00031146866520618307
93,443.0,0.09795148971215895,0.0003088082045933929
94,444.0,0.09863346377187554,0.0003065353993659201
95,445.0,0.09929833822525325,0.0003046496703743137
96,446.0,0.09994632128427838,0.00030314694463678423
97,447.0,0.10057763094619077,0.00030201979627660254
98,448.0,0.10119249416447929,0.00030125766917256304
99,449.0,0.10179114610309625,0.0003008471674606456
100,450.0,0.10237382938794326,0.0003007723813481219
101,451.0,0.10294079335972128,0.0003010152879215459
102,452.0,0.10349229335133714,0.0003015561461972302
103,453.0,0.10402858998168085,0.0003023739083907709
104,454.0,0.1045499484616812,0.0003034466360964837
105,455.0,0.10505663793719577,0.0003047518973486875
106,456.0,0.10554893082462513,0.0003062671276153958
107,457.0,0.10602710217654021,0.00030796996157713135
108,458.0,0.10649142907868736,0.0003098385258982953
109,459.0,0.10694219004062688,0.00031185168979416074
110,460.0,0.10737966445321945,0.0003139892724245904
