,wavelength,throu,errthrou,sedtoa,errsedtoa
0,355.0,0.010125986669522434,0.001737326098245461,6.22938311092405e-12,1.0687817600186773e-12
1,368.57142857142856,0.014730905999064063,0.001811638052719816,1.6404071224454814e-11,2.0174074596387117e-12
2,382.14285714285717,0.029272982353384765,0.002441531027820921,3.1499666568155494e-11,2.6272489889733552e-12
3,395.7142857142857,0.04832893913382351,0.0027783441839275944,4.794506558208285e-11,2.756275980715249e-12
4,409.2857142857143,0.06679533564487793,0.0021279008570854385,5.979069159978701e-11,1.9047537177945776e-12
5,422.8571428571429,0.08026945142357168,0.0013233515002686166,6.39730119180263e-11,1.054682445151999e-12
6,436.42857142857144,0.09349904667123832,0.0007525246795882534,6.707457552816024e-11,5.398480011815331e-13
7,450.0,0.10280075414589751,0.0006745978687270933,6.634430024147327e-11,4.353637667051523e-13
8,463.57142857142856,0.10825281317718623,0.0007110754354019555,6.285881320047033e-11,4.128978883182907e-13
9,477.1428571428571,0.11366811250285389,0.00154258084820457,5.898301531960724e-11,8.00453775451743e-13
10,490.7142857142857,0.1165214170493235,0.0018235107543692918,5.4940252506181275e-11,8.597916488638141e-13
11,504.2857142857143,0.11725560819242485,0.0015721150352637193,5.05667444968872e-11,6.779781413732934e-13
12,517.8571428571429,0.11923327153374297,0.0015190983723330678,4.676282440543597e-11,5.95784461218036e-13
13,531.4285714285714,0.11888161382546385,0.0017381896962493269,4.23300339789914e-11,6.189151251949676e-13
14,545.0,0.12008374648085696,0.0019204783577833403,3.891390147759766e-11,6.223432212497885e-13
15,558.5714285714286,0.11776948114896478,0.0018012552379845722,3.4839283681586555e-11,5.328582719975737e-13
16,572.1428571428571,0.11503826394305104,0.0017222160874619176,3.109594955504753e-11,4.65531578302665e-13
17,585.7142857142858,0.11398850377897489,0.0018777517037670247,2.8187736946348643e-11,4.643413091812658e-13
18,599.2857142857142,0.11175113269274782,0.0014787224414515676,2.5375185502120416e-11,3.3577159670630343e-13
19,612.8571428571429,0.11330683592329494,0.001382650591299632,2.373942317121321e-11,2.896853240788619e-13
20,626.4285714285714,0.11376195659453973,0.0017333571602232154,2.193706103631176e-11,3.3424848657507874e-13
21,640.0,0.11316955581657483,0.0013157317732162886,2.012639988250652e-11,2.3399352957424973e-13
22,653.5714285714286,0.11358568477251632,0.0016885525064005487,1.847646299042956e-11,2.7466910072681733e-13
23,667.1428571428571,0.11060404766982244,0.0018912719821367722,1.663460149330436e-11,2.844430778176742e-13
24,680.7142857142858,0.10942378873632685,0.002239708039718398,1.542205161719184e-11,3.156616435499979e-13
25,694.2857142857142,0.1111281083981069,0.004051026095162716,1.456342583706454e-11,5.308901496781027e-13
26,707.8571428571429,0.10888989544719972,0.005133488350912537,1.3263217295672217e-11,6.25279060130698e-13
27,721.4285714285714,0.10404169808764203,0.006970594344215486,1.1784655545224022e-11,7.895493326422693e-13
28,735.0,0.10304398644801342,0.007412685833943233,1.090356331107753e-11,7.843707535160659e-13
29,748.5714285714286,0.09696569069554505,0.007862861453127838,9.57883890442955e-12,7.76739511131237e-13
30,762.1428571428571,0.09434281251908253,0.008824756733944285,8.714254824252063e-12,8.151249352044728e-13
31,775.7142857142858,0.09225231189549721,0.009228991735858989,7.983139843795463e-12,7.986394067614805e-13
32,789.2857142857142,0.09485720175318056,0.0083774073850807,7.69560844332955e-12,6.796452542800918e-13
33,802.8571428571429,0.09119767026813917,0.006736915650655897,6.926107739771279e-12,5.116424958335304e-13
34,816.4285714285714,0.08690935365991882,0.00606310598478028,6.1817904773238875e-12,4.3126371628978946e-13
35,830.0,0.08488571047493229,0.006052159647720233,5.668612272011753e-12,4.041592661390587e-13
36,843.5714285714286,0.08177531081110093,0.0045771062041995375,5.138114906725497e-12,2.8758921713900597e-13
37,857.1428571428571,0.07980452369458121,0.003307242871460723,4.730371149890516e-12,1.9603508097751038e-13
38,870.7142857142857,0.07740865582097801,0.002640795122957824,4.338525326135834e-12,1.4800872590508908e-13
39,884.2857142857142,0.07289820264902393,0.0027188887570613897,3.875407959113812e-12,1.4454132950014305e-13
40,897.8571428571429,0.0683746833313798,0.001906263245219459,3.4242941788760235e-12,9.546817353981862e-14
41,911.4285714285714,0.06464993703658252,0.0019624069731090468,3.0561868320090813e-12,9.2768572177649e-14
42,925.0,0.05979924884021442,0.0021793981883553334,2.6969237907308778e-12,9.829004440100253e-14
43,938.5714285714286,0.051669374211664745,0.002386655573740906,2.2079091034763234e-12,1.0198533751421787e-13
44,952.1428571428571,0.04565679185537224,0.002015337321391714,1.8395575771418223e-12,8.11999461505442e-14
45,965.7142857142857,0.04140553914743119,0.0025816367159344393,1.5834149436493534e-12,9.872597336624802e-14
46,979.2857142857142,0.03731251944697299,0.0036266191406104046,1.3729568068575173e-12,1.3344559704838578e-13
47,992.8571428571429,0.030605745415369926,0.003763462196257417,1.0565986208044652e-12,1.2992557155684838e-13
48,1006.4285714285714,0.026690233874342696,0.004612424477513212,7.980131088142429e-13,1.379071915892635e-13
49,1020.0,0.04703951436750387,0.013156128436068877,6.88509698498283e-13,1.9256410583141689e-13
