,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
0,0,2022-06-29T23:22:07.653,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900058_postisrccd.fits,58,HD142331,FELH0600,holo4_003,1.390072068139448,30.0,0.03785790130496025,1.134055018424988,743.85,9.5,12.0,4.8,,,,,    ,,
1,1,2022-06-30T00:31:41.959,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900087_postisrccd.fits,87,HD142331,FELH0600,holo4_003,1.165381670420173,30.0,0.03785790130496025,1.131939888000488,744.35,9.6,13.0,0.7,,,,,    ,,
2,2,2022-06-30T00:32:24.968,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900088_postisrccd.fits,88,HD142331,FELH0600,holo4_003,1.163922821023995,30.0,0.03785790130496025,1.26569664478302,744.35,9.6,13.0,0.7,,,,,    ,,
3,3,2022-06-30T00:33:07.863,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900089_postisrccd.fits,89,HD142331,FELH0600,holo4_003,1.162486348908618,30.0,0.03785790130496025,1.213284015655518,744.35,9.5,14.0,1.7,,,,,    ,,
4,4,2022-06-30T00:52:23.696,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900117_postisrccd.fits,117,HD142331,FELH0600,holo4_003,1.128723263966569,30.0,0.03785790130496025,0.9917506575584412,744.35,9.9,17.0,3.1,,,,,    ,,
5,5,2022-06-30T01:08:49.834,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900141_postisrccd.fits,141,HD142331,FELH0600,holo4_003,1.106952067146654,30.0,0.03785790130496025,1.13364851474762,744.2,9.6,15.0,3.6,,,,,    ,,
6,6,2022-06-30T01:10:15.702,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900143_postisrccd.fits,143,HD142331,FELH0600,holo4_003,1.105333447680365,30.0,0.03785790130496025,1.18587338924408,744.3,9.7,16.0,3.8,,,,,    ,,
7,7,2022-06-30T01:27:24.254,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900168_postisrccd.fits,168,HD142331,FELH0600,holo4_003,1.089373161427793,30.0,0.03785790130496025,1.144349575042725,744.25,9.9,16.0,3.9,,,,,    ,,
8,8,2022-06-30T01:28:07.244,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900169_postisrccd.fits,169,HD142331,FELH0600,holo4_003,1.0888373734493,30.0,0.03785790130496025,1.062623143196106,744.25,9.9,16.0,3.9,,,,,    ,,
9,9,2022-06-30T01:28:50.147,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900170_postisrccd.fits,170,HD142331,FELH0600,holo4_003,1.088308732898198,30.0,0.03785790130496025,1.087812066078186,744.25,9.9,16.0,4.5,,,,,    ,,
10,10,2022-06-30T01:29:33.187,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900171_postisrccd.fits,171,HD142331,FELH0600,holo4_003,1.087790988504372,30.0,0.03785790130496025,1.087812066078186,744.25,9.9,16.0,3.9,,,,,    ,,
11,11,2022-06-30T01:57:20.485,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900206_postisrccd.fits,206,HD142331,FELH0600,holo4_003,1.075539832685095,30.0,0.07826894521713257,1.178518891334534,744.4000000000001,9.9,15.0,3.4,,,,,    ,,
12,12,2022-06-30T01:58:03.623,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900207_postisrccd.fits,207,HD142331,FELH0600,holo4_003,1.075415918483453,30.0,0.07826894521713257,1.238295435905457,744.4000000000001,9.9,15.0,3.4,,,,,    ,,
13,13,2022-06-30T01:58:46.638,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900208_postisrccd.fits,208,HD142331,FELH0600,holo4_003,1.075301563964814,30.0,0.07826894521713257,1.141113877296448,744.4000000000001,9.9,15.0,3.6,,,,,    ,,
14,14,2022-06-30T03:22:09.829,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900302_postisrccd.fits,302,HD142331,FELH0600,holo4_003,1.130469754288948,30.0,0.07188194990158081,1.108825922012329,744.3,10.0,9.0,5.4,,,,,    ,,
15,15,2022-06-30T03:22:52.740,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900303_postisrccd.fits,303,HD142331,FELH0600,holo4_003,1.13157796558048,30.0,0.07188194990158081,1.161957979202271,744.3,10.0,9.0,5.4,,,,,    ,,
16,16,2022-06-30T03:23:35.885,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900304_postisrccd.fits,304,HD142331,FELH0600,holo4_003,1.132698494073957,30.0,0.07188194990158081,1.161957979202271,744.3,10.1,9.0,4.7,,,,,    ,,
17,17,2022-06-30T03:24:18.888,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900305_postisrccd.fits,305,HD142331,FELH0600,holo4_003,1.133832735824428,30.0,0.07188194990158081,1.134055018424988,744.3,10.0,9.0,5.1,,,,,    ,,
18,18,2022-06-30T03:43:02.636,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900330_postisrccd.fits,330,HD142331,FELH0600,holo4_003,1.16808998596005,30.0,0.07188194990158081,1.030543684959412,744.0999999999999,10.1,10.0,7.8,,,,,    ,,
19,19,2022-06-30T03:43:45.785,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900331_postisrccd.fits,331,HD142331,FELH0600,holo4_003,1.16959023609416,30.0,0.07188194990158081,0.9445899724960327,744.05,10.1,9.0,7.1,,,,,    ,,
20,20,2022-06-30T04:08:42.285,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900363_postisrccd.fits,363,HD185975,FELH0600,holo4_003,1.867618848936224,30.0,0.114897795021534,0.8954232335090637,743.85,10.2,10.0,8.7,,,,,    ,,
21,21,2022-06-30T04:09:25.198,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900364_postisrccd.fits,364,HD185975,FELH0600,holo4_003,1.86735207460636,30.0,0.114897795021534,0.8954232335090637,743.85,10.1,10.0,9.4,,,,,    ,,
22,22,2022-06-30T04:10:51.362,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900366_postisrccd.fits,366,HD185975,FELH0600,holo4_003,1.866817807432044,30.0,0.114897795021534,0.9467924237251282,743.8,10.1,10.0,8.5,,,,,    ,,
23,23,2022-06-30T04:28:23.515,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900390_postisrccd.fits,390,HD142331,FELH0600,holo4_003,1.294805221155604,30.0,0.114897795021534,1.015302658081055,743.7,10.2,11.0,8.9,,,,,    ,,
24,24,2022-06-30T04:30:32.373,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900393_postisrccd.fits,393,HD142331,FELH0600,holo4_003,1.302677804744462,30.0,0.114897795021534,0.9940603971481323,743.75,10.2,10.0,7.8,,,,,    ,,
25,25,2022-06-30T04:47:33.080,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900418_postisrccd.fits,418,HD142331,FELH0600,holo4_003,1.372641503536451,30.0,0.114897795021534,0.9476174712181091,743.65,10.1,11.0,10.4,,,,,    ,,
26,26,2022-06-30T04:48:16.092,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900419_postisrccd.fits,419,HD142331,FELH0600,holo4_003,1.375904407181907,30.0,0.114897795021534,0.9476174712181091,743.65,10.1,11.0,8.3,,,,,    ,,
27,27,2022-06-30T04:48:59.039,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900420_postisrccd.fits,420,HD142331,FELH0600,holo4_003,1.3791949478093,30.0,0.114897795021534,0.8846251964569092,743.65,10.1,11.0,8.3,,,,,    ,,
28,28,2022-06-30T05:14:03.795,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900450_postisrccd.fits,450,HD142331,FELH0600,holo4_003,1.513899537496122,30.0,0.09495504200458527,0.913480281829834,743.7,10.3,12.0,8.3,,,,,    ,,
29,29,2022-06-30T05:14:46.698,/sps/lsst/groups/auxtel/data/2022/FELH0600~holo4_003/20220629,exposure_2022062900451_postisrccd.fits,451,HD142331,FELH0600,holo4_003,1.518367877214337,30.0,0.09495504200458527,0.9785336852073669,743.7,10.2,12.0,8.2,,,,,    ,,
