,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,4,2023022800039,2023-03-01T00:40:14.104491209Z,HD185975,empty,2.11737399765921,0,0,0,-208.7846238118685,151.8799969061911,29.15082484637102,1,HD185975,-6.4999999999999e-05,holo4_003,0.514196451600072,187.3137009070306,0.0,151.8799969061911,155.3542023570071,880.562860350731,597.2571590735706,0.06891998621739229,0.5508869697088672,256.3554292851975,7.682272743552446,1.0,2.11737399765921,5.723055879344631,2.4,2,2023-03-01T00:40:14.104491209Z,30.0,2.11737399765921,-87.4986976790679,-208.7846238118685,0,0,0,empty,29.15082484637102,-416.9547330751118,82.56286035073099,572,1709,798,983,1137,185,2,22666.66666666667,-416.9547330751118,82.56286035073099,572,1709,798,983,2,22666.66666666667,1137,185,39,37.26354604097299,1.9543767121384523,287.58220803495556,0.9978325451843314,0.05834153026995798,8.82372153391179,0.0011221927386867079,0.23088608295170143,13.712359237727522,1.952355676401154,0.9966221579429212,0.05359101599543973,0.002014165354513445,0.37681088616763914,8.606931323071139,2.2312479086676555,1.0054333275351306,0.17885614189844817,0.001671483866401913,0.041344495277855726,8.82200280692077,2.2528709035302423,1.005197944934133,0.20891920805685052,0.0017355167080376538,0.009634617758403755,1.9756221579584683,0.18921158096090862
1,5,2023022800040,2023-03-01T00:40:57.110992661Z,HD185975,empty,2.11765398522377,0,0,0,-208.6049708885535,152.055793878638,29.150966628747,1,HD185975,-6.4999999999999e-05,holo4_003,0.5067269874120349,187.3530003158672,0.0,152.055793878638,155.8748763394046,880.0744430551781,597.2571590735706,0.09712287847736392,1.339483906324865,213.0154172068718,10.02300628810103,1.0,2.11765398522377,5.518086576887585,2.4,2,2023-03-01T00:40:57.110992661Z,30.0,2.11765398522377,-87.4986907901233,-208.6049708885535,0,0,0,empty,29.150966628747,-417.5147590944522,83.07444305517808,573,1710,797,982,1137,185,2,22666.66666666667,-417.5147590944522,83.07444305517808,573,1710,797,982,2,22666.66666666667,1137,185,40,80.40265517830217,1.4436072206696713,318.6122630265158,0.9992213832965595,0.07362092459709445,12.959174873438798,0.001636775976624878,4.546863804604371,35.45473019305911,1.6571000836377319,1.0174102016925413,0.0854094621693786,0.0032364050923860163,2.72895476656628,17.08090497235252,1.7288956025894884,1.0039272066880627,0.21263863088107027,0.002196173651913057,0.18463605981322312,14.60301397266217,2.2785334647300513,1.0031920506274763,0.2542978413971238,0.0021473893455870633,0.001431875775684774,1.57860697472885,0.3663570201360469
2,14,2023022800095,2023-03-01T01:18:43.464502763Z,HD185975,empty,2.13089068760863,0,0,0,-199.0013095999555,161.4472244712447,19.71113746108003,1,HD185975,-6.4999999999999e-05,holo4_003,0.5047788289449955,187.3741675867193,0.0,161.4472244712447,155.5157721215591,877.0187671081471,597.2571590735706,0.008459998265758353,0.7301927221318478,221.0714879534702,5.229537189327367,1.0,2.13089068760863,6.528559285376677,2.4,2,2023-03-01T01:18:43.464502763Z,30.0,2.13089068760863,-87.4924955506619,-199.0013095999555,0,0,0,empty,19.71113746108003,-417.6853252423312,83.01876710814719,573,1710,794,979,1137,185,2,22666.66666666667,-417.6853252423312,83.01876710814719,573,1710,794,979,2,22666.66666666667,1137,185,95,57.83058645492446,2.2449813251723145,231.8230608288777,0.9984014663279007,0.08243964448618747,10.911434044890257,0.0014115794684242007,1.5488105190431987,18.654653382247552,1.972548212690377,0.9784989787347306,0.06384252189164581,0.002363903907042279,0.04625996802002184,12.08079046946975,1.96649376435196,0.9943456299042454,0.19950967894249913,0.0019531185114589303,0.005598448754450719,6.815891618796035,2.0517038733124995,1.0054149385975064,0.1856334090241651,0.0015479999825281933,0.05332694619539616,2.067102252767011,0.11285013172962127
3,15,2023022800096,2023-03-01T01:19:26.374500538Z,HD185975,empty,2.13108935566713,0,0,0,-198.8220647651595,161.6223633635407,19.71130014386497,1,HD185975,-6.4999999999999e-05,holo4_003,0.4992985340425264,187.3420534000503,0.0,161.6223633635407,157.2205691845517,877.1852882472839,597.2571590735706,0.1592084676022107,0.4625141245093131,215.4023614470764,4.179349863766144,1.0,2.13108935566713,7.401686314915128,2.4,2,2023-03-01T01:19:26.374500538Z,30.0,2.13108935566713,-87.4925019119582,-198.8220647651595,0,0,0,empty,19.71130014386497,-418.1087386633978,83.18528824728395,575,1711,794,979,1136,185,2,22666.66666666667,-418.1087386633978,83.18528824728395,575,1711,794,979,2,22666.66666666667,1136,185,96,38.93858860538719,1.9391664115137217,219.61107291549774,0.9953883261777297,0.05871373875001289,8.943078380551935,0.001153190493580823,0.12362359575942634,18.083734931809058,1.7049047690979566,0.9793388972152582,0.0620111675906149,0.002302783472116229,0.7590915595651513,6.45138622903383,2.1670543724126476,0.9913300095853136,0.16642270926030472,0.0014902437654905787,0.052015690510814616,4.4883026264218815,2.226030941759917,0.9989085968215592,0.15570907522368294,0.001283013636745382,0.016802711434899992,1.8740485989566988,0.2462691198746077
4,20,2023022800124,2023-03-01T01:38:37.279990491Z,HD185975,empty,2.13653114046635,0,0,0,-193.7834553929405,166.5456092103609,14.797688524422,1,HD185975,-6.4999999999999e-05,holo4_003,0.5068613245067578,187.3757678306873,0.0,166.5456092103609,148.6122766255119,876.5971992260788,597.2571590735706,0.1432110968961949,0.454726223338773,243.0063276301286,5.296935311971636,1.0,2.13653114046635,6.171329216603632,2.4,2,2023-03-01T01:38:37.279990491Z,30.0,2.13653114046635,-87.4813628019291,-193.7834553929405,0,0,0,empty,14.797688524422,-417.7546239225967,82.5971992260788,566,1703,794,979,1137,185,2,22666.66666666667,-417.7546239225967,82.5971992260788,566,1703,794,979,2,22666.66666666667,1137,185,124,36.145862057143184,1.775532296931843,310.3097949667533,1.006554905650642,0.05860509095877259,8.703316861185908,0.0011289068829061016,0.4846006520983799,16.47702889673234,1.6959561754250985,1.0025989213262338,0.06040309235667792,0.0022751157307523335,0.6413611905570424,7.190720214342523,2.045824878375389,1.00295872761027,0.17087771635811877,0.0015790443745839857,0.0006552359186249747,5.766820824320478,2.2743160787207626,1.0064905641752395,0.17432282986565345,0.001451616907508587,0.04354620743755534,1.7816360826732176,0.28280187454576544
5,21,2023022800125,2023-03-01T01:39:20.178993247Z,HD185975,empty,2.13668581368542,0,0,0,-193.6040913034925,166.7207578179998,14.79758281074797,1,HD185975,-6.4999999999999e-05,holo4_003,0.5096606159103794,187.4019097231934,0.0,166.7207578179998,147.7259294933081,875.688131058794,597.2571590735706,0.172929672872833,0.2019819217669241,248.6447503578561,3.709548443306564,1.0,2.13668581368542,6.35185459507052,2.4,2,2023-03-01T01:39:20.178993247Z,30.0,2.13668581368542,-87.4813609114165,-193.6040913034925,0,0,0,empty,14.79758281074797,-418.6612150438419,82.688131058794,566,1702,793,978,1136,185,2,22666.66666666667,-418.6612150438419,82.688131058794,566,1702,793,978,2,22666.66666666667,1136,185,125,24.26994188270021,2.215323785717937,282.3231922706518,1.008700973044283,0.053353786089139384,7.071594078138615,0.0009300883442153066,0.5820056915386511,12.922802417239522,1.8975795838277305,0.9875092639292619,0.052934862045600925,0.001990433879513981,0.4123027485655734,5.13277625937916,2.231927092021423,1.0045501703236805,0.15334122359305163,0.0013817316865083423,0.07949970886066829,3.445552138862225,2.2597774963756714,1.013240447491494,0.13738592380217918,0.0011484697027924165,0.025461591452194315,2.07803767222492,0.16441100619608462
6,22,2023022800135,2023-03-01T01:47:14.420504827Z,HD185975,empty,2.13843436423835,0,0,0,-191.5773113937525,168.6998663963305,12.72828127754502,1,HD185975,-6.4999999999999e-05,holo4_003,0.5257998391860303,187.4673012842909,0.0,168.6998663963305,150.2476445827815,875.7353000712545,597.2571590735706,-0.04080263260559384,0.0869085491743231,310.4977754212273,5.281420503839224,1.0,2.13843436423835,5.450006521303072,2.4,2,2023-03-01T01:47:14.420504827Z,30.0,2.13843436423835,-87.4800193021681,-191.5773113937525,0,0,0,empty,12.72828127754502,-417.7795414536301,82.73530007125456,568,1705,793,978,1137,185,2,22666.66666666667,-417.7795414536301,82.73530007125456,568,1705,793,978,2,22666.66666666667,1137,185,135,27.695350643773065,2.3745752682298464,269.66480075982616,0.9977694632556448,0.0566850937113409,7.589791684639226,0.0009792299872901041,1.02342917074947,13.31854222524622,2.1043493060936704,0.9785476521758183,0.06177049011817068,0.0020210112229117343,0.19231071949638437,4.527864166790157,2.666307220118524,0.9980541555421187,0.14701815791414602,0.0012799631679225388,0.0869404137764246,2.708154846741944,2.1784412087298266,1.0030298486845102,0.11945213399646394,0.0009910470672936,0.001763071885937615,2.2715226104023785,0.22532520906727982
7,23,2023022800136,2023-03-01T01:47:57.332493860Z,HD185975,empty,2.1385682050251,0,0,0,-191.3978526350415,168.8750750917969,12.72817524296801,1,HD185975,-6.4999999999999e-05,holo4_003,0.5105441428490421,187.4494384796515,0.0,168.8750750917969,151.55079068217,875.0634108579559,597.2571590735706,0.02404220232096199,0.1744817466104272,268.9913260719005,4.437815479755549,1.0,2.1385682050251,5.408682654054955,2.4,2,2023-03-01T01:47:57.332493860Z,30.0,2.1385682050251,-87.4800221422995,-191.3978526350415,0,0,0,empty,12.72817524296801,-417.3716914817302,83.06341085795589,568,1705,792,977,1137,185,2,22666.66666666667,-417.3716914817302,83.06341085795589,568,1705,792,977,2,22666.66666666667,1137,185,136,21.98886754314949,2.176399603003028,289.1665456325879,1.0024939766812158,0.05005211101742042,6.719116584661272,0.0008757868289904104,0.361678066120155,13.24002236426299,1.9294120076861265,0.9868062207906259,0.05268291271902231,0.0019883923910594932,0.40023980830493183,4.385863424748393,2.4522539206729794,1.0002697293191385,0.13501375575330474,0.0012340257797607663,0.09399836691626454,3.1856431966117817,2.376496051557151,1.0053132547762753,0.1278277558830182,0.0010692283190212606,0.01707132893547884,2.106030159011807,0.2393577459549286
8,26,2023022800156,2023-03-01T02:26:38.850991030Z,HD185975,empty,2.143392384996,0,0,0,-181.7766252175315,178.2662322650463,3.108021685531014,1,HD185975,-6.4999999999999e-05,holo4_003,0.5194389570408462,187.4546559643097,0.0,178.2662322650463,149.8267191091843,873.1729746678282,597.2571590735706,-0.00118220098205499,0.03232213203396075,352.1667181922188,6.107279015202558,1.0,2.143392384996,5.833386302249933,2.4,2,2023-03-01T02:26:38.850991030Z,30.0,2.143392384996,-87.4742851891583,-181.7766252175315,0,0,0,empty,3.108021685531014,-418.1839130772358,82.17297466782819,568,1704,791,976,1136,185,2,22666.66666666667,-418.1839130772358,82.17297466782819,568,1704,791,976,2,22666.66666666667,1136,185,156,31.565886228568832,1.3215904130742377,306.7302949323999,0.994700388663801,0.04547515082307901,8.06008475272674,0.001030152632833546,0.9248908170009003,15.233313095019192,1.3015283240694266,0.9975408365998653,0.04719941821783859,0.002090280483975816,0.7108408225763394,4.740232363663427,2.3532712826555002,0.9913449154645514,0.140826029994477,0.001271287102203703,0.013806739764160456,1.6217694833207372,2.110325925747787,0.9935298008049702,0.09199083071556417,0.0007644866734417421,0.011980654502291993,1.4453118939658272,0.5706607209592192
9,27,2023022800157,2023-03-01T02:27:21.747993786Z,HD185975,empty,2.14343195672828,0,0,0,-181.5975619615765,178.4409769768045,3.108302509373004,1,HD185975,-6.4999999999999e-05,holo4_003,0.4964408854523025,187.4190723426509,0.0,178.4409769768045,150.332421628839,874.3200172406091,597.2571590735706,0.05837314962521631,0.3865338211004955,243.9019751627224,5.611700131802053,1.0,2.14343195672828,5.854569191536966,2.4,2,2023-03-01T02:27:21.747993786Z,30.0,2.14343195672828,-87.4742829602773,-181.5975619615765,0,0,0,empty,3.108302509373004,-417.9166389641828,83.32001724060913,568,1705,791,976,1137,185,2,22666.66666666667,-417.9166389641828,83.32001724060913,568,1705,791,976,2,22666.66666666667,1137,185,157,33.764109961332935,1.5309628028860998,309.65871655884087,0.9982007849293739,0.056983405962660515,8.340662934096109,0.0010747911730012618,1.499354594338211,20.989143374603742,1.4578218374801835,0.9956600813483695,0.05554448021576436,0.0024600402453848194,1.5049405975461037,6.283224623971482,2.0901144602430923,0.9980162587159905,0.15684989225978246,0.001430813561616369,0.004248369098441435,6.291535535295398,1.9727941562314264,0.9986045694355056,0.16944621419962683,0.001459872211428071,0.021350040604364635,1.5513271768269992,0.345356376700776
