,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,0,2023011700238,2023-01-18T02:33:44.320492641Z,HD185975,empty,2.09416047412873,0,0,0,-221.2032683754205,139.7098947694917,41.849028309224,1,HD185975,-6.4999999999999e-05,holo4_003,0.4847761187261571,187.2720743567153,0.0,139.7098947694917,141.7982789101973,876.3712169575992,597.2571590735706,0.1599844435985067,0.07951288290624249,223.6183096032786,3.122383754479636,1.0,2.09416047412873,9.835273524030763,2.4,2,2023-01-18T02:33:44.320492641Z,30.0,2.09416047412873,-87.5074303006914,-221.2032683754205,0,0,0,empty,41.849028309224,-418.5106652855368,83.3712169575992,560,1696,793,978,1136,185,2,22666.66666666667,-418.5106652855368,83.3712169575992,560,1696,793,978,2,22666.66666666667,1136,185,238,14.814659538021138,3.5411145098747365,307.4694708065186,1.0112203460090798,0.061663653133700196,6.143641061053463,0.000798147484648219,0.10479232385569134,5.252277285745415,3.363628595165389,1.004777216824318,0.05374333145576705,0.0014514083826927628,0.18307367743637804,1.822760596461298,4.301787716490193,1.0095987927154184,0.13114987692384808,0.000983504683718921,0.08202034330551747,1.677237326315275,4.064791390036809,1.0154046526643414,0.13100002289353085,0.0009573962373591373,0.028359186105394518,3.559431198986185,0.4596619090544733
1,1,2023011700239,2023-01-18T02:34:27.138506292Z,HD185975,empty,2.0945249427585,0,0,0,-221.0241614599746,139.8856185915726,41.84906585121999,1,HD185975,-6.4999999999999e-05,holo4_003,0.4661472375863995,187.2714007699195,0.0,139.8856185915726,141.6802352533641,876.8236664929735,597.2571590735706,-0.00626376012864488,0.03348208541662129,226.1940635366976,5.094582519290531,1.0,2.0945249427585,11.20354825800654,2.4,2,2023-01-18T02:34:27.138506292Z,30.0,2.0945249427585,-87.5074392508782,-221.0241614599746,0,0,0,empty,41.84906585121999,-418.2891000325679,83.82366649297356,560,1696,793,978,1136,185,2,22666.66666666667,-418.2891000325679,83.82366649297356,560,1696,793,978,2,22666.66666666667,1136,185,239,15.314824282223068,3.2747715188155824,299.3305022471839,1.0101797380647226,0.057636920430440296,6.17945138683927,0.000804559199550496,0.17537888461967113,5.961995759882258,3.127248517159148,1.0069523649574599,0.0576701612455479,0.0015592589305579968,0.16222299415511196,1.3284973091229642,4.361287018646375,1.0114610278479297,0.11452269386032601,0.0008648717241315528,0.0815639167566278,1.5950882525048282,4.092130997449984,1.0126219040651798,0.132568775163112,0.0009728520061063897,0.0471779765904833,3.390434466286061,0.6159499698651286
2,4,2023011700248,2023-01-18T03:05:13.302506988Z,HD185975,empty,2.1096375917769,0,0,0,-213.2141648845035,147.5434819772907,34.05938660829202,1,HD185975,-6.4999999999999e-05,holo4_003,0.4783493099599048,187.2778711756141,0.0,147.5434819772907,140.8265378218034,874.7809476926159,597.2571590735706,0.190381380993909,0.2700458453148187,211.3389586147572,5.861099277929354,1.0,2.1096375917769,9.393362384002643,2.4,2,2023-01-18T03:05:13.302506988Z,30.0,2.1096375917769,-87.4996609402329,-213.2141648845035,0,0,0,empty,34.05938660829202,-417.7411075639857,83.78094769261594,558,1695,791,976,1137,185,2,22666.66666666667,-417.7411075639857,83.78094769261594,558,1695,791,976,2,22666.66666666667,1137,185,248,23.745220526716654,3.332023008385848,309.8235059002923,1.0002913552686645,0.06989888479783662,7.733150963992867,0.0009937913169312253,0.22470031427397633,8.657306730130433,3.1477437808212985,0.9931399179324909,0.0678817944274784,0.0018011499763925817,0.3865573560401814,4.71425995083641,3.72522606917376,0.9958677088401059,0.1900195890685412,0.001475713897325277,0.09874675125109353,4.075384884678414,3.787810180442928,1.0015302576866503,0.1879697782842511,0.0014068364782658868,0.020357052984986107,3.298105407532234,0.33391684842466157
3,5,2023011700249,2023-01-18T03:05:56.221990758Z,HD185975,empty,2.1099524267487,0,0,0,-213.0348256413715,147.7191167556124,34.05948402419301,1,HD185975,-6.4999999999999e-05,holo4_003,0.4854017590151345,187.2438830225377,0.0,147.7191167556124,142.3624583451721,873.2308670781292,597.2571590735706,0.2117621878227226,0.1727825980507861,200.7426015714032,5.357829321451486,1.0,2.1099524267487,11.04380528176025,2.4,2,2023-01-18T03:05:56.221990758Z,30.0,2.1099524267487,-87.4996580825214,-213.0348256413715,0,0,0,empty,34.05948402419301,-418.4452771707494,83.23086707812924,560,1696,790,975,1136,185,2,22666.66666666667,-418.4452771707494,83.23086707812924,560,1696,790,975,2,22666.66666666667,1136,185,249,18.474258898276048,3.1920141698952054,299.8320902481785,1.002129242553114,0.06342819280238175,6.769877941015753,0.000881450038739772,0.1923374538606506,6.230073848103066,3.0447946143176177,0.9969456208764296,0.058524649977253713,0.0015591101843154956,0.2642816475316263,2.741302882075916,3.452591478996244,0.9984054778007733,0.1445992636769606,0.0011633060936973151,0.0908499811375155,3.721150783963076,3.743247934888009,1.0031642616561798,0.189474546777448,0.0014139526943693136,0.007630370811520112,3.1674034387750685,0.32732541679109906
4,12,2023011700297,2023-01-18T03:48:30.275498016Z,HD185975,empty,2.12604134690431,0,0,0,-202.9405741525175,157.5957068698925,23.45642293621501,1,HD185975,-6.4999999999999e-05,holo4_003,0.4759027062020111,187.2566693259753,0.0,157.5957068698925,157.7160822521773,878.3598607125934,597.2571590735706,0.07014300759784202,0.04109131124078107,243.1213514510126,3.317395493564517,1.0,2.12604134690431,9.583855290328193,2.4,2,2023-01-18T03:48:30.275498016Z,30.0,2.12604134690431,-87.4998813487372,-202.9405741525175,0,0,0,empty,23.45642293621501,-417.6148463009006,83.35986071259339,575,1712,795,980,1137,185,2,22666.66666666667,-417.6148463009006,83.35986071259339,575,1712,795,980,2,22666.66666666667,1137,185,297,14.001936878774812,2.7915387006159675,303.34084723405863,1.006811334431207,0.04906757205345911,5.8798745108024715,0.0007638695317635883,0.27475299861242586,7.164229920261357,2.724972469621188,1.0059391288366295,0.05558027069084715,0.0016595835442687037,0.24321976807306703,2.0772033572883255,3.66154168464659,1.0074569969180789,0.13022160175073025,0.0010288351036153967,0.06803163224222564,1.5138580367115162,3.622861224062903,1.01219972216355,0.11653817044868656,0.0008906849576733536,0.031718784338270724,2.8959000150908554,0.5373051449756937
5,13,2023011700298,2023-01-18T03:49:13.267493074Z,HD185975,empty,2.12627432258283,0,0,0,-202.7602783809185,157.7719684601122,23.45593373715803,1,HD185975,-6.4999999999999e-05,holo4_003,0.4909941573852272,187.3032022117302,0.0,157.7719684601122,157.3668260032643,876.2327019237447,597.2571590735706,-0.00711391540283356,0.2461075856789557,216.8979806167616,3.306472434959035,1.0,2.12627432258283,8.794673693386379,2.4,2,2023-01-18T03:49:13.267493074Z,30.0,2.12627432258283,-87.4999032541258,-202.7602783809185,0,0,0,empty,23.45593373715803,-417.7828623239942,83.23270192374468,575,1712,793,978,1137,185,2,22666.66666666667,-417.7828623239942,83.23270192374468,575,1712,793,978,2,22666.66666666667,1137,185,298,19.462839827919193,2.8340249551824557,311.68567327071526,1.005868236419552,0.05774404097559416,6.926988233002014,0.0009013279045027777,0.5344217733326854,9.819902006205513,2.8008542693208995,1.006603706403995,0.06453909027022,0.0019167978494395888,0.4199899086338283,4.88435937319801,3.7056161084974755,1.006395317947312,0.19155940831462978,0.0015122476487486863,0.016678474515684723,3.6627464262075518,3.5307464079207196,1.0122931354619211,0.1746719850342297,0.001325927072691513,0.0057172416820617696,2.898397461201248,0.5160246187860911
6,20,2023011700348,2023-01-18T04:27:59.378503148Z,HD185975,empty,2.13705443120447,0,0,0,-192.8885081746235,167.4183766978299,13.79296410772798,1,HD185975,-6.4999999999999e-05,holo4_003,0.4810034757145186,187.2597279139739,0.0,167.4183766978299,152.8375572897944,874.9807923187171,597.2571590735706,0.02126368786278171,0.03877595475798395,231.0605874586393,4.379407184245824,1.0,2.13705443120447,10.73309441946857,2.4,2,2023-01-18T04:27:59.378503148Z,30.0,2.13705443120447,-87.4911146344898,-192.8885081746235,0,0,0,empty,13.79296410772798,-418.3304628631514,82.98079231871709,571,1707,792,977,1136,185,2,22666.66666666667,-418.3304628631514,82.98079231871709,571,1707,792,977,2,22666.66666666667,1136,185,348,14.596467610503401,3.5185373893667733,301.7331428414751,0.9959349515676856,0.06048698891472839,6.0577007324905745,0.0007884586832910506,0.1932280681915842,6.414933666775067,3.4285048768306505,0.9943830085022743,0.05861824270776114,0.0015885853580138107,0.17187685194471955,1.2815551104311627,4.306200680102096,0.9967870022743573,0.10936914095139426,0.0008266747630884029,0.0640246219724124,1.6719693700558942,4.329122869283835,1.0003251846850836,0.13026797335581192,0.0009655995835690029,0.049849744857718585,3.6421988871271247,0.49338631780809755
7,21,2023011700349,2023-01-18T04:28:42.290506469Z,HD185975,empty,2.13719912209138,0,0,0,-192.7077963301445,167.5948396989926,13.79175652649599,1,HD185975,-6.4999999999999e-05,holo4_003,0.4913853489439836,187.3762311770799,0.0,167.5948396989926,152.5600497279261,874.8180010249878,597.2571590735706,-0.08523050938020305,0.04322027242593859,260.9236585153999,2.620917683253108,1.0,2.13719912209138,8.314189924770417,2.4,2,2023-01-18T04:28:42.290506469Z,30.0,2.13719912209138,-87.4911518690871,-192.7077963301445,0,0,0,empty,13.79175652649599,-418.3500647704994,82.8180010249878,571,1707,792,977,1136,185,2,22666.66666666667,-418.3500647704994,82.8180010249878,571,1707,792,977,2,22666.66666666667,1136,185,349,14.353091125389707,3.1371122515576277,325.197307878408,1.0071715378600732,0.05399632772277744,5.906200983046105,0.000777972743941091,0.49049703485830015,7.878896410733174,3.195118342750356,1.0135869366127273,0.0634805049732089,0.001743563335588679,0.29635426614737903,1.9249116577237808,4.364057088048777,1.011964795669652,0.1277966339322918,0.000982666385021476,0.03331298603894838,1.9901335292746678,4.066601487985996,1.0132921360476068,0.13308294877627586,0.0009931569797380566,0.000620379816921663,3.337443892536665,0.641481640559644
8,26,2023011700389,2023-01-18T05:02:33.121509356Z,HD185975,empty,2.14264167429961,0,0,0,-184.1921382035735,175.9087740813874,5.335994571508991,1,HD185975,-6.4999999999999e-05,holo4_003,0.4917952684005725,187.2698288301732,0.0,175.9087740813874,151.7410084531811,872.6542847326898,597.2571590735706,0.09404130522970516,0.2169888908981533,230.2997571322169,3.695677151144056,1.0,2.14264167429961,7.481053276260727,2.4,2,2023-01-18T05:02:33.121509356Z,30.0,2.14264167429961,-87.4784002049763,-184.1921382035735,0,0,0,empty,5.335994571508991,-418.0128030391709,82.65428473268976,570,1706,790,975,1136,185,2,22666.66666666667,-418.0128030391709,82.65428473268976,570,1706,790,975,2,22666.66666666667,1136,185,389,20.39219112898446,3.0700303661642416,330.5345567153628,1.004541189785342,0.06361110895370116,6.9855378593044435,0.000916589327291244,0.4399177850457694,9.069247475810146,3.1457989734202476,1.0077501122489452,0.06777605501241633,0.0018381213393542342,0.3450968556334776,7.5550808572995996,2.8727462416300114,1.0032475075864196,0.20614810875493508,0.0017823218545840022,0.05468316657055514,3.2983347403750023,3.744953708724826,1.0096170671678442,0.1595706482823581,0.0012144129193452588,0.018808437094868385,3.1427292566857625,0.33198632159180685
9,27,2023011700390,2023-01-18T05:03:16.039495757Z,HD185975,empty,2.14270458643345,0,0,0,-184.0128517878405,176.0837505943169,5.336123168063011,1,HD185975,-6.4999999999999e-05,holo4_003,0.4907832954868819,187.2379909025841,0.0,176.0837505943169,152.3124585141874,871.843783363145,597.2571590735706,0.08875148361513764,0.3073441845646625,217.4872899274676,4.235695589161209,1.0,2.14270458643345,7.971691562990744,2.4,2,2023-01-18T05:03:16.039495757Z,30.0,2.14270458643345,-87.4784011429351,-184.0128517878405,0,0,0,empty,5.336123168063011,-418.9032358130643,82.84378336314504,571,1707,789,974,1136,185,2,22666.66666666667,-418.9032358130643,82.84378336314504,571,1707,789,974,2,22666.66666666667,1136,185,390,24.933000766215866,2.958460700627617,326.8214478015885,1.0022538070740032,0.06329267898525595,7.707820462678987,0.0010042314582131002,0.6128093911830721,10.638052267778543,3.031569148254504,1.0062715330336507,0.07293232701369291,0.001970512739167236,0.4485558350947348,8.477341515343273,2.7289256867148888,1.0005232182548005,0.2162362601663051,0.001854547790631561,0.0463913356979527,4.544634602200536,3.639409073674003,1.0066612194599502,0.18605640195481635,0.0014124804478229038,0.013973489882447836,3.0168870698539383,0.3442690109008629
