,index,exposure,spec_date_obs,spec_target_label,spec_filter_label,spec_airmass,spec_pressure,spec_temperature,spec_humidity,spec_hour_angle,spec_parallactic_angle,spec_camera_angle,spec_order,spec_header_target,spec_header_redshift,spec_header_grating,spec_header_rotangle,spec_header_d2ccd,spec_header_lshift,spec_header_parangle,spec_header_targetx,spec_header_targety,spec_header_lbda_ref,spec_header_pixshift,spec_header_psf_reg,spec_header_trace_r,spec_header_chi2_fit,spec_header_a2_fit,spec_header_am_fit,spec_header_meanfwhm,spec_header_version,spec_header_rebin,spec_header_date-obs,spec_header_exptime,spec_header_airmass,spec_header_dec,spec_header_ha,spec_header_outtemp,spec_header_outpress,spec_header_outhum,spec_header_filter,spec_header_cam_rot,spec_header_s_x0,spec_header_s_y0,spec_header_s_xmin,spec_header_s_xmax,spec_header_s_ymin,spec_header_s_ymax,spec_header_s_nx,spec_header_s_ny,spec_header_s_dec,spec_header_s_sat,spec_spectrogram_x0,spec_spectrogram_y0,spec_spectrogram_xmin,spec_spectrogram_xmax,spec_spectrogram_ymin,spec_spectrogram_ymax,spec_spectrogram_deg,spec_spectrogram_saturation,spec_spectrogram_Nx,spec_spectrogram_Ny,me_az_rms,me_el_rms,me_rot_rms,me_image_az_rms,me_image_el_rms,me_image_rot_rms,number,chi2_1,pwv_1,oz_1,grey_1,epwv_1,eoz_1,egrey_1,SNR_1,chi2_2,pwv_2,grey_2,epwv_2,egrey_2,SNR_2,chi2_3,pwv_3,grey_3,epwv_3,egrey_3,SNR_3,chi2_4,pwv_4,grey_4,epwv_4,egrey_4,SNR_4,pwv_avg,pwv_sig
0,0,2023031500617,2023-03-16T05:11:21.499995014Z,HD185975,empty,2.08009019139918,0,0,0,-126.1948434157015,-127.3587595877659,-51.77500369824298,1,HD185975,-6.4999999999999e-05,holo4_003,0.5249062528208477,187.40810873051,0.0,-127.3587595877659,147.3024729521677,884.2527064470478,597.2571590735706,0.02940417110763556,0.3473361611172956,298.5476819440347,10.32260792927881,1.0,2.08009019139918,4.30669333352735,2.4,2,2023-03-16T05:11:21.499995014Z,30.0,2.08009019139918,-87.4294695819789,-126.1948434157015,0,0,0,empty,-51.77500369824298,-417.7539824130423,83.2527064470478,565,1702,801,986,1137,185,2,22666.66666666667,-417.7539824130423,83.2527064470478,565,1702,801,986,2,22666.66666666667,1137,185,0.0175212923514513,0.0144468395661677,0.1187503846373602,0.0153778557479842,0.0144468395661677,0.0001612010711057,617,49.94440684869949,6.618830782456618,343.7822215975963,1.0053060010364465,0.1366208851537184,10.445468345228896,0.0013391729641971262,2.2738297347850454,28.17119641239075,6.914525658959205,1.023906547454399,0.17577168935137488,0.0029239006091332036,0.7121619968827889,16.598473519022324,8.269557301088694,1.0165112311873925,0.4137382676066026,0.002509226822060544,0.08876416205311125,11.92106324511565,8.702960505795975,1.0251133528786722,0.3384130296256808,0.0020753630600368477,0.03471178691649361,6.991032844590368,1.0850931788992888
1,1,2023031500618,2023-03-16T05:12:04.498004925Z,HD185975,empty,2.07966874677314,0,0,0,-126.0146744663075,-127.1814542071109,-51.77528807836802,1,HD185975,-6.4999999999999e-05,holo4_003,0.4985600259362894,187.306036435624,0.0,-127.1814542071109,148.3714884360003,884.9979318927877,597.2571590735706,0.124271286871617,0.6197977566745131,234.7228045632269,13.83405691039395,1.0,2.07966874677314,5.22851277679569,2.4,2,2023-03-16T05:12:04.498004925Z,30.0,2.07966874677314,-87.4294642624483,-126.0146744663075,0,0,0,empty,-51.77528807836802,-416.9960393955499,82.99793189278776,565,1702,802,987,1137,185,2,22666.66666666667,-416.9960393955499,82.99793189278776,565,1702,802,987,2,22666.66666666667,1137,185,0.0154815508985272,0.0284917571661447,0.1053758635575563,0.0135868148488583,0.0284917571661447,0.000143045448872,618,55.86840418186683,7.889601627962177,342.29044103308763,1.003577332453904,0.15763863609775705,11.079799618301276,0.0014262206053284082,0.04087031738021922,25.15499411788334,7.47924830689776,0.9955343561952245,0.17890243845910575,0.002758993256078883,0.07330319126117972,25.129449780883753,8.079520973210618,0.9977556540986284,0.5100854496343119,0.003094666258907586,0.033608401003480524,15.242912115700582,8.73397952889975,1.013500442855375,0.38815676526704035,0.002356730220386426,0.10014329906120938,7.810461016675205,0.5102070163436773
2,10,2023031500670,2023-03-16T05:57:51.033505160Z,HD185975,empty,2.05175852055234,0,0,0,-114.7681735868305,-116.0946314293845,-63.30378462115601,1,HD185975,-6.4999999999999e-05,holo4_003,0.5257099535788328,187.3666392699683,0.0,-116.0946314293845,141.8192901957948,886.8396605003134,597.2571590735706,0.09968789700693588,1.038125837119143,236.8893207134436,40.73135409344044,1.0,2.05175852055234,4.443750814830347,2.4,2,2023-03-16T05:57:51.033505160Z,30.0,2.05175852055234,-87.4245571456655,-114.7681735868305,0,0,0,empty,-63.30378462115601,-417.4932322165279,82.83966050031336,559,1696,804,989,1137,185,2,22666.66666666667,-417.4932322165279,82.83966050031336,559,1696,804,989,2,22666.66666666667,1137,185,0.0178877341080907,0.0181330279760872,0.1072802769335634,0.0156337409087892,0.0181330279760872,0.0001456306487177,670,343.22178421984336,5.4908981417597555,298.1626466561784,0.9890174693762689,0.30745814868470817,27.793242283083863,0.003477996650349053,2.323602318047129,39.18188359894521,7.201582863587037,1.032891344356608,0.2203152220336237,0.0034858520662450656,0.2787146351926024,38.07352613511762,4.915375686341693,1.043716219877816,0.4409664089785635,0.0035013733268362966,0.10967646075321526,28.287169178639154,8.30756657242726,1.033703306423261,0.4956689447433736,0.003110771465068235,0.02551260449835989,6.573951143807943,1.3530724651117891
3,11,2023031500671,2023-03-16T05:58:34.036506612Z,HD185975,empty,2.05129160288991,0,0,0,-114.5882265183066,-115.9168470210927,-63.30392869542601,1,HD185975,-6.4999999999999e-05,holo4_003,0.5234994001352078,187.3677988126711,0.0,-115.9168470210927,142.2203714056512,887.1645215019772,597.2571590735706,0.09664686294416937,0.7893143527322077,258.7011231763406,14.31508743885893,1.0,2.05129160288991,5.025513767363252,2.4,2,2023-03-16T05:58:34.036506612Z,30.0,2.05129160288991,-87.4245488243817,-114.5882265183066,0,0,0,empty,-63.30392869542601,-417.3895644442327,83.16452150197716,559,1696,804,989,1137,185,2,22666.66666666667,-417.3895644442327,83.16452150197716,559,1696,804,989,2,22666.66666666667,1137,185,0.0165040803171507,0.0070142521452917,0.0913740830336547,0.0144234145871132,0.0070142521452917,0.0001240383355499,671,115.65977973868297,6.7756748300878105,351.3361723578104,0.9958186250950863,0.20542218060190182,16.29102994031613,0.0020211028415547455,1.3366545073773288,34.27718942765634,6.972695631610188,1.00599583461901,0.1940304700957604,0.0031660924206146977,0.37448762860355156,29.03669667547831,7.286981844535923,1.0014130717740466,0.49926889236303745,0.0031960702586836935,0.11111292555098663,18.604385565260888,8.168117967168618,1.0127700887011797,0.4129450744325175,0.0025309491890881256,0.09599312664622588,7.03259692454873,0.5965980332827419
4,20,2023031500710,2023-03-16T06:22:47.841995080Z,HD185975,empty,2.03552070431424,0,0,0,-108.6316762343035,-110.0255131142149,-69.62980938728202,1,HD185975,-6.4999999999999e-05,holo4_003,0.5524889386598603,187.4699559454197,0.0,-110.0255131142149,141.9216013042592,889.9788313774186,597.2571590735706,-0.01363237343128816,0.2723877046509061,340.8695816580398,13.41577279666117,1.0,2.03552070431424,3.947501834810971,2.4,2,2023-03-16T06:22:47.841995080Z,30.0,2.03552070431424,-87.4232392807212,-108.6316762343035,0,0,0,empty,-69.62980938728202,-417.0181165595147,82.97883137741854,559,1696,807,992,1137,185,2,22666.66666666667,-417.0181165595147,82.97883137741854,559,1696,807,992,2,22666.66666666667,1137,185,0.0164391178166925,0.0187273323313763,0.0974550647724015,0.014331771956674,0.0187273323313763,0.0001322931363462,710,197.76176056385455,6.4175523214027805,343.0743878742342,1.0065864060110659,0.25258381141305525,21.08905824695056,0.0026379954214379715,1.055138581860499,23.611503688062218,6.714708412875292,1.019324804659955,0.1610345411311461,0.0026509180262348562,0.1662668492900487,14.465389309133847,7.90763079060242,1.0188644968742973,0.3691203942166024,0.0023210782322511756,0.09936101115468413,9.021017909045641,7.86573086729316,1.0271311330688402,0.28090754341556323,0.0017723443876879793,0.02511584306092277,6.966353881054459,0.7175287062820545
5,30,2023031500757,2023-03-16T06:57:40.981994736Z,HD185975,empty,2.01192466599686,0,0,0,-99.89972763767952,-101.3616073251951,-78.31366313298201,1,HD185975,-6.4999999999999e-05,holo4_003,0.5136898620578209,187.4764941516104,0.0,-101.3616073251951,146.5567996835337,889.895569171008,597.2571590735706,-0.02720195237168163,0.1622977503489752,338.0321393100691,9.492050912734975,1.0,2.01192466599686,3.838932472090202,2.4,2,2023-03-16T06:57:40.981994736Z,30.0,2.01192466599686,-87.4249696920671,-99.89972763767952,0,0,0,empty,-78.31366313298201,-417.4568934324068,82.895569171008,564,1701,807,992,1137,185,2,22666.66666666667,-417.4568934324068,82.895569171008,564,1701,807,992,2,22666.66666666667,1137,185,0.0124235739773384,0.0239647980960667,0.1126604661502321,0.0107902422514154,0.0239647980960667,0.0001529341388674,757,32.80657781323294,6.8730731517285975,356.9164922494543,1.0162284671380453,0.11036478915384479,8.753409503898128,0.0010910461076586797,0.7811284326838771,21.810524117218982,6.952106500299386,1.0242422755079963,0.15643225589328608,0.002584467528788626,0.13079348477598773,12.536561301479958,8.315207411133251,1.0245942919433406,0.35893282042970265,0.002185060648131068,0.023938526388214035,9.721369562854253,8.214083674089377,1.030017614108857,0.3016833407154978,0.0018675819293844803,0.019122267185481524,7.078825328224659,0.847915648262919
6,31,2023031500758,2023-03-16T06:58:23.990493274Z,HD185975,empty,2.0114318497976,0,0,0,-99.7195540748555,-101.1825330377051,-78.31388841323798,1,HD185975,-6.4999999999999e-05,holo4_003,0.5313823132386318,187.4781328219153,0.0,-101.1825330377051,146.8184318908883,889.8987070099215,597.2571590735706,-0.04347764782239866,0.2688824768211711,333.8742203684257,12.50781679188297,1.0,2.0114318497976,3.620963670426224,2.4,2,2023-03-16T06:58:23.990493274Z,30.0,2.0114318497976,-87.4249480572319,-99.7195540748555,0,0,0,empty,-78.31388841323798,-417.1864831869431,82.8987070099215,564,1701,807,992,1137,185,2,22666.66666666667,-417.1864831869431,82.8987070099215,564,1701,807,992,2,22666.66666666667,1137,185,0.0108681562099957,0.0219490767705844,0.1152124434928827,0.0094385569068707,0.0219490767705844,0.0001563983927503,758,43.583847726820174,6.353971151202577,367.5604598863535,1.0100159500826646,0.11986057332755996,10.062916079170963,0.0012425326356839041,2.1571054377684433,28.713740333688044,6.563492971975311,1.0262039445556062,0.17799521241306793,0.0029205440500420367,0.6577077513079739,15.08851462721917,7.796926770500947,1.0186831148580193,0.3749758860050559,0.0023265866906506264,0.10948975660034099,11.068249466136287,8.133110839998324,1.0234747928089776,0.3172525478546571,0.0019437786939344498,0.025880174055801227,6.646248888351934,0.9522464057492066
7,40,2023031500804,2023-03-16T07:32:23.148493299Z,HD185975,empty,1.98824343496557,0,0,0,-91.22496678073247,-92.72191697944602,-86.78034533313098,1,HD185975,-6.4999999999999e-05,holo4_003,0.511355638343959,187.3917280459903,0.0,-92.72191697944602,151.8596212096435,888.9641227326803,597.2571590735706,0.06313447593969923,0.4144765840379389,297.2680128693044,12.00758976830731,1.0,1.98824343496557,4.09232947685828,2.4,2,2023-03-16T07:32:23.148493299Z,30.0,1.98824343496557,-87.4269949772366,-91.22496678073247,0,0,0,empty,-86.78034533313098,-418.3088414966089,82.96412273268027,570,1706,806,991,1136,185,2,22666.66666666667,-418.3088414966089,82.96412273268027,570,1706,806,991,2,22666.66666666667,1136,185,0.0094769592157386,0.0191025227850009,0.1066239082635146,0.0081986045953511,0.0191025227850009,0.0001447396424866,804,83.59467558720004,5.379031956490631,396.3524635376672,1.021186548612251,0.15696147719829798,14.069925156191513,0.001742224848752246,6.579285306918931,102.65884556023147,5.840567844812316,1.055738049850264,0.3001080115728671,0.0056271468849189675,3.388084264804524,15.268471125169302,7.194200381926655,1.026849440051101,0.3741149850460883,0.0023655009117212263,0.050687578959598176,10.729848283211888,7.589219299919987,1.0288492808544616,0.3137949075492348,0.001947227055292929,0.04755350986246631,5.966618485492532,1.0607706406799058
8,41,2023031500805,2023-03-16T07:33:06.205502841Z,HD185975,empty,1.9877521726463,0,0,0,-91.0451983855995,-92.54256221944283,-86.78017794885801,1,HD185975,-6.4999999999999e-05,holo4_003,0.5040449458065369,187.3511935337773,0.0,-92.54256221944283,151.2684710896696,888.4012623461506,597.2571590735706,0.03185504945695308,0.4874583341620253,282.8470498821083,14.22562979590797,1.0,1.9877521726463,3.811934778754775,2.4,2,2023-03-16T07:33:06.205502841Z,30.0,1.9877521726463,-87.4269656351769,-91.0451983855995,0,0,0,empty,-86.78017794885801,-418.8341511207024,83.4012623461506,570,1706,805,990,1136,185,2,22666.66666666667,-418.8341511207024,83.4012623461506,570,1706,805,990,2,22666.66666666667,1136,185,0.0094248463176438,0.0156156711479901,0.1014604629641792,0.0081528388484596,0.0156156711479901,0.0001377303775028,805,70.54380124652276,5.716774446038518,384.2359155676315,1.0186344044549234,0.15060578659364718,12.898161153376256,0.0015962724547581276,5.5650224830041255,83.38886343598183,5.983136500856013,1.0441272667683223,0.2692269289329812,0.0050248166728248285,2.908376126113852,18.78713568757681,7.198031726271382,1.0205058902294717,0.4171443693303602,0.002584227835460139,0.10640880931103999,13.132432995780913,7.697608241472575,1.0242905051097244,0.34182254682769436,0.0021224433104276214,0.020244553766362267,6.120440100867961,0.9785782153643782
9,48,2023031500851,2023-03-16T08:24:30.032497507Z,HD185975,empty,1.95424395015393,0,0,0,-78.69642186537247,-80.18856677272261,260.2563083009771,1,HD185975,-6.4999999999999e-05,holo4_003,0.4644814927303691,187.3503404129868,0.0,-80.18856677272261,157.07897763536,869.1664040148922,597.2571590735706,0.08494811383936042,0.8339211718884236,228.0408417095803,7.575356399829907,1.0,1.95424395015393,5.170411544758135,2.4,2,2023-03-16T08:24:30.032497507Z,30.0,1.95424395015393,-87.4217615324746,-78.69642186537247,0,0,0,empty,260.2563083009771,-418.1118523453323,84.16640401489221,575,1711,785,970,1136,185,2,22666.66666666667,-418.1118523453323,84.16640401489221,575,1711,785,970,2,22666.66666666667,1136,185,0.0394179439614459,0.0151430125296896,0.0924653411615668,0.0338975696328466,0.0151430125296896,0.000125519694786,851,55.6597852156195,6.128160880287674,334.23439238559484,1.0149875755970141,0.14335374361427425,11.672802192392647,0.001423892684551296,0.7718267732962977,28.103427729614243,6.007094033623755,1.0155790755105918,0.17326568306384899,0.0029536636801606015,0.37809517602274795,21.657826186211523,6.680508843801866,1.0149840257378282,0.4415135594872039,0.002801581455745235,0.028106334317487602,17.308662663607677,7.28708727382041,1.0269481131329619,0.3983110803496424,0.0024939486265597786,0.08421279121988087,6.193528589317475,0.6066405743209878
