,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
0,0,2023-01-18T02:34:49.018,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700239_pseudo-postisrccd.fits,239,HD185975,empty_1,holo4_003,2.094524942758505,30.0,0.0,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
1,1,2023-01-18T02:44:20.249,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700243_pseudo-postisrccd.fits,243,HD074000,empty_1,holo4_003,1.335267001314697,30.0,0.0,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
2,2,2023-01-18T02:45:03.252,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700244_pseudo-postisrccd.fits,244,HD074000,empty_1,holo4_003,1.332128337387632,30.0,0.0,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
3,3,2023-01-18T03:05:35.183,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700248_pseudo-postisrccd.fits,248,HD185975,empty_1,holo4_003,2.109637591776897,30.0,0.0,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
4,4,2023-01-18T03:06:18.107,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700249_pseudo-postisrccd.fits,249,HD185975,empty_1,holo4_003,2.1099524267487,30.0,0.0,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
5,5,2023-01-18T03:18:40.594,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700265_pseudo-postisrccd.fits,265,HD38666,empty_1,holo4_003,1.010173689489589,30.0,-0.00462257815524935,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
6,6,2023-01-18T03:19:23.524,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700266_pseudo-postisrccd.fits,266,HD38666,empty_1,holo4_003,1.010550188714348,30.0,-0.00462257815524935,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
7,7,2023-01-18T03:24:35.922,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700275_pseudo-postisrccd.fits,275,HD38666,empty_1,holo4_003,1.013517614120347,30.0,-0.00462257815524935,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
8,8,2023-01-18T03:25:18.849,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700276_pseudo-postisrccd.fits,276,HD38666,empty_1,holo4_003,1.013958214613969,30.0,-0.00462257815524935,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
9,9,2023-01-18T03:38:30.056,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700285_pseudo-postisrccd.fits,285,HD38666,empty_1,holo4_003,1.023500417219535,30.0,-0.00462257815524935,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
10,10,2023-01-18T03:39:12.919,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700286_pseudo-postisrccd.fits,286,HD38666,empty_1,holo4_003,1.024092030246807,30.0,-0.00462257815524935,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
11,11,2023-01-18T03:48:52.160,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700297_pseudo-postisrccd.fits,297,HD185975,empty_1,holo4_003,2.12604134690431,30.0,0.001801822101697326,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
12,12,2023-01-18T03:49:35.150,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700298_pseudo-postisrccd.fits,298,HD185975,empty_1,holo4_003,2.126274322582832,30.0,0.001801822101697326,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
13,13,2023-01-18T04:05:23.766,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700316_pseudo-postisrccd.fits,316,HD38666,empty_1,holo4_003,1.051371516484024,30.0,0.1328775137662888,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
14,14,2023-01-18T04:06:06.773,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700317_pseudo-postisrccd.fits,317,HD38666,empty_1,holo4_003,1.052279926072329,30.0,0.1328775137662888,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
15,15,2023-01-18T04:10:49.868,/sps/lsst/groups/auxtel/data/hack_usdf/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700325_pseudo-postisrccd.fits,325,HD38666,empty_1,holo4_003,1.058485305847529,30.0,0.1328775137662888,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
