,id,day_obs,seq_num,exposure,mjd,time,med,sig,N,band,physical_filter
25,25,20230117,420,2023011700420,59962.23191445602,2023-01-18 05:33:57.409,42.69440129785511,10.272614210320013,16288000.0,white,empty~holo4_003
26,26,20230117,688,2023011700688,59962.36753255787,2023-01-18 08:49:14.813,83.32380529415117,17.777332591759382,16288000.0,white,empty~holo4_003
27,27,20230117,589,2023011700589,59962.3158359838,2023-01-18 07:34:48.229,56.49020619977638,17.850887403469056,16288000.0,white,empty~holo4_003
28,28,20230117,285,2023011700285,59962.15173675926,2023-01-18 03:38:30.056,28.01058724022305,9.657444305266228,16288000.0,white,empty~holo4_003
29,29,20230117,553,2023011700553,59962.29670763889,2023-01-18 07:07:15.540,39.99801368124913,9.228774924341831,16288000.0,white,empty~holo4_003
30,30,20230117,297,2023011700297,59962.158937037035,2023-01-18 03:48:52.160,41.92824982882166,10.36507814679331,16288000.0,white,empty~holo4_003
31,31,20230117,266,2023011700266,59962.13846671296,2023-01-18 03:19:23.524,27.813764447907694,9.768921871309525,16288000.0,white,empty~holo4_003
32,32,20230117,632,2023011700632,59962.33802631944,2023-01-18 08:06:45.474,43.34875425054374,9.811422897021659,16288000.0,white,empty~holo4_003
33,33,20230117,524,2023011700524,59962.28331612269,2023-01-18 06:47:58.513,40.67068344093,13.105728851350888,16288000.0,white,empty~holo4_003
34,34,20230117,326,2023011700326,59962.174686018516,2023-01-18 04:11:32.872,29.244154996550577,10.042943998524972,16288000.0,white,empty~holo4_003
35,35,20230117,486,2023011700486,59962.26069996528,2023-01-18 06:15:24.477,37.94307823058533,12.439569735687481,16288000.0,white,empty~holo4_003
36,36,20230117,647,2023011700647,59962.3469146875,2023-01-18 08:19:33.429,60.641250665783964,14.366570414439552,16288000.0,white,empty~holo4_003
37,37,20230117,476,2023011700476,59962.25659773148,2023-01-18 06:09:30.044,36.5578114262607,11.980763983704037,16288000.0,white,empty~holo4_003
38,38,20230117,265,2023011700265,59962.13796983796,2023-01-18 03:18:40.594,27.924622023373633,9.809059445081845,16288000.0,white,empty~holo4_003
39,39,20230117,608,2023011700608,59962.32493141204,2023-01-18 07:47:54.074,50.17407234020954,16.29336335427769,16288000.0,white,empty~holo4_003
40,40,20230117,438,2023011700438,59962.23971555556,2023-01-18 05:45:11.424,39.49712118563485,8.637419022560351,16288000.0,white,empty~holo4_003
41,41,20230117,661,2023011700661,59962.35525717593,2023-01-18 08:31:34.220,35.33286587255006,8.315006129140018,16288000.0,white,empty~holo4_003
42,42,20230117,325,2023011700325,59962.174188287034,2023-01-18 04:10:49.868,29.107740227569682,10.03311315910009,16288000.0,white,empty~holo4_003
43,43,20230117,487,2023011700487,59962.261197430555,2023-01-18 06:16:07.458,37.77516240907108,12.382543368106415,16288000.0,white,empty~holo4_003
44,44,20230117,590,2023011700590,59962.316333599534,2023-01-18 07:35:31.223,57.08119747376042,17.918981990301784,16288000.0,white,empty~holo4_003
45,45,20230117,534,2023011700534,59962.28744290509,2023-01-18 06:53:55.067,43.035973085322546,13.842980795403477,16288000.0,white,empty~holo4_003
46,46,20230117,248,2023011700248,59962.12887943287,2023-01-18 03:05:35.183,40.51896420086003,9.197932068802986,16288000.0,white,empty~holo4_003
47,47,20230117,348,2023011700348,59962.1863571875,2023-01-18 04:28:21.261,44.67031714732989,11.79787756700337,16288000.0,white,empty~holo4_003
48,48,20230117,249,2023011700249,59962.12937623842,2023-01-18 03:06:18.107,40.480963494576486,9.234642481912733,16288000.0,white,empty~holo4_003
49,49,20230117,375,2023011700375,59962.20202626158,2023-01-18 04:50:55.069,26.706988692987963,7.337738157595525,16288000.0,white,empty~holo4_003
50,50,20230117,515,2023011700515,59962.27393771991,2023-01-18 06:34:28.219,41.733627109943924,9.147623316727893,16288000.0,white,empty~holo4_003
51,51,20230117,316,2023011700316,59962.17041395833,2023-01-18 04:05:23.766,27.721336109968654,9.654611370542074,16288000.0,white,empty~holo4_003
52,52,20230117,448,2023011700448,59962.244520231485,2023-01-18 05:52:06.548,42.76110288034737,11.142480606831773,16288000.0,white,empty~holo4_003
53,53,20230117,505,2023011700505,59962.26909349537,2023-01-18 06:27:29.678,43.77112092828111,10.759001048675513,16288000.0,white,empty~holo4_003
54,54,20230117,457,2023011700457,59962.24867075231,2023-01-18 05:58:05.153,33.72435717941594,11.213033444798157,16288000.0,white,empty~holo4_003
55,55,20230117,286,2023011700286,59962.152232858796,2023-01-18 03:39:12.919,27.906222824800867,9.634001016386451,16288000.0,white,empty~holo4_003
56,56,20230117,334,2023011700334,59962.177978611115,2023-01-18 04:16:17.352,30.10382304594976,10.290263888714934,16288000.0,white,empty~holo4_003
57,57,20230117,607,2023011700607,59962.32443434028,2023-01-18 07:47:11.127,51.629030885331105,16.732926602317356,16288000.0,white,empty~holo4_003
58,58,20230117,543,2023011700543,59962.29174936342,2023-01-18 07:00:07.145,56.165865151434744,13.18306845253231,16288000.0,white,empty~holo4_003
59,59,20230117,633,2023011700633,59962.33852324074,2023-01-18 08:07:28.408,43.65825865862788,9.912635542212051,16288000.0,white,empty~holo4_003
60,60,20230117,467,2023011700467,59962.2527978588,2023-01-18 06:04:01.735,34.687478425620874,11.484931579109702,16288000.0,white,empty~holo4_003
61,61,20230117,376,2023011700376,59962.20252414352,2023-01-18 04:51:38.086,27.117506020777547,7.283233539813178,16288000.0,white,empty~holo4_003
62,62,20230117,244,2023011700244,59962.11462097222,2023-01-18 02:45:03.252,23.31106396089708,5.706798310466601,16288000.0,white,empty~holo4_003
63,63,20230117,335,2023011700335,59962.178474155095,2023-01-18 04:17:00.167,30.529598463939646,10.398530101225898,16288000.0,white,empty~holo4_003
64,64,20230117,514,2023011700514,59962.27344012731,2023-01-18 06:33:45.227,41.476703999856426,9.067560123504608,16288000.0,white,empty~holo4_003
65,65,20230117,298,2023011700298,59962.15943460648,2023-01-18 03:49:35.150,42.058367671010686,10.291979800238265,16288000.0,white,empty~holo4_003
66,66,20230117,571,2023011700571,59962.304526388885,2023-01-18 07:18:31.080,41.77014546339753,9.167419061242281,16288000.0,white,empty~holo4_003
67,67,20230117,447,2023011700447,59962.24402462963,2023-01-18 05:51:23.728,42.354313702000105,11.27090223060119,16288000.0,white,empty~holo4_003
68,68,20230117,497,2023011700497,59962.265278136576,2023-01-18 06:22:00.031,38.77955419562464,12.65017787762634,16288000.0,white,empty~holo4_003
69,69,20230117,660,2023011700660,59962.35476112268,2023-01-18 08:30:51.361,35.929328812286485,8.394426034418062,16288000.0,white,empty~holo4_003
70,70,20230117,477,2023011700477,59962.25709547454,2023-01-18 06:10:13.049,36.495453038531615,11.995348319109828,16288000.0,white,empty~holo4_003
71,71,20230117,421,2023011700421,59962.232410185185,2023-01-18 05:34:40.240,42.51395504120701,10.172479069156703,16288000.0,white,empty~holo4_003
72,72,20230117,599,2023011700599,59962.3206077662,2023-01-18 07:41:40.511,59.21296075945182,14.22145989296734,16288000.0,white,empty~holo4_003
73,73,20230117,238,2023011700238,59962.10701629629,2023-01-18 02:34:06.208,35.79900060056698,7.911731244987994,16288000.0,white,empty~holo4_003
74,74,20230117,458,2023011700458,59962.24916828704,2023-01-18 05:58:48.140,34.04117936188682,11.294494342266603,16288000.0,white,empty~holo4_003
75,75,20230117,468,2023011700468,59962.25329340278,2023-01-18 06:04:44.550,34.85644970629694,11.559881641240304,16288000.0,white,empty~holo4_003
76,76,20230117,535,2023011700535,59962.28794015046,2023-01-18 06:54:38.029,43.25186019033852,13.908158077834544,16288000.0,white,empty~holo4_003
77,77,20230117,616,2023011700616,59962.32823894676,2023-01-18 07:52:39.845,49.015843181719944,16.35995060233513,16288000.0,white,empty~holo4_003
78,78,20230117,349,2023011700349,59962.186853831015,2023-01-18 04:29:04.171,44.035437341238534,11.457537102548855,16288000.0,white,empty~holo4_003
79,79,20230117,389,2023011700389,59962.210358854165,2023-01-18 05:02:55.005,40.387214185548686,10.900564918267122,16288000.0,white,empty~holo4_003
80,80,20230117,562,2023011700562,59962.30050837963,2023-01-18 07:12:43.924,40.624045491983644,9.425915660737905,16288000.0,white,empty~holo4_003
81,81,20230117,239,2023011700239,59962.10751178241,2023-01-18 02:34:49.018,35.922017385950184,8.042213026773439,16288000.0,white,empty~holo4_003
82,82,20230117,561,2023011700561,59962.30001274306,2023-01-18 07:12:01.101,40.560805623278156,9.505746269314546,16288000.0,white,empty~holo4_003
83,83,20230117,552,2023011700552,59962.296211030094,2023-01-18 07:06:32.633,39.99165885580799,9.40455126178669,16288000.0,white,empty~holo4_003
