,id,day_obs,seq_num,exposure,mjd,time,med,sig,N,band,physical_filter
16,16,20230201,549,2023020100549,59977.17725943287,2023-02-02 04:15:15.215,45.54627001224659,11.246704861127599,16288000.0,white,empty~holo4_003
17,17,20230201,423,2023020100423,59977.11488565972,2023-02-02 02:45:26.121,54.518540033888144,10.042481268972718,16288000.0,white,empty~holo4_003
18,18,20230201,463,2023020100463,59977.1345821412,2023-02-02 03:13:47.897,53.038586751307754,14.041504604912806,16288000.0,white,empty~holo4_003
19,19,20230201,406,2023020100406,59977.107361979164,2023-02-02 02:34:36.075,52.53858837556818,9.903321912428636,16288000.0,white,empty~holo4_003
20,20,20230201,500,2023020100500,59977.15382011574,2023-02-02 03:41:30.058,45.9962857519888,11.600888479333545,16288000.0,white,empty~holo4_003
21,21,20230201,539,2023020100539,59977.17274739583,2023-02-02 04:08:45.375,52.563730080752094,14.047626408597496,16288000.0,white,empty~holo4_003
22,22,20230201,677,2023020100677,59977.23977453704,2023-02-02 05:45:16.520,59.71467298225346,11.123313465947254,16288000.0,white,empty~holo4_003
23,23,20230201,508,2023020100508,59977.15730893519,2023-02-02 03:46:31.492,54.02303338028709,14.3837902202685,16288000.0,white,empty~holo4_003
24,24,20230201,548,2023020100548,59977.17676180555,2023-02-02 04:14:32.220,45.440893455791155,11.226166340406524,16288000.0,white,empty~holo4_003
25,25,20230201,696,2023020100696,59977.248119641205,2023-02-02 05:57:17.537,50.609859616136404,10.445298446864825,16288000.0,white,empty~holo4_003
26,26,20230201,624,2023020100624,59977.21518811343,2023-02-02 05:09:52.253,86.50235516751819,17.366465788314102,16288000.0,white,empty~holo4_003
27,27,20230201,530,2023020100530,59977.16892674768,2023-02-02 04:03:15.271,82.06817113936675,15.673638228027222,16288000.0,white,empty~holo4_003
28,28,20230201,490,2023020100490,59977.14932171296,2023-02-02 03:35:01.396,52.33706361205474,9.984306178928474,16288000.0,white,empty~holo4_003
29,29,20230201,529,2023020100529,59977.16842974537,2023-02-02 04:02:32.330,82.47492243727947,15.782831748495466,16288000.0,white,empty~holo4_003
30,30,20230201,642,2023020100642,59977.22362123842,2023-02-02 05:22:00.875,65.47160378883,12.002750963338583,16288000.0,white,empty~holo4_003
31,31,20230201,424,2023020100424,59977.11538299768,2023-02-02 02:46:09.091,54.620422530870194,9.986375520417045,16288000.0,white,empty~holo4_003
32,32,20230201,561,2023020100561,59977.184397164354,2023-02-02 04:25:31.915,84.28282800962951,14.533651311264084,16288000.0,white,empty~holo4_003
33,33,20230201,678,2023020100678,59977.24027012732,2023-02-02 05:45:59.339,59.631421360632025,11.181584972591535,16288000.0,white,empty~holo4_003
34,34,20230201,388,2023020100388,59977.09745898148,2023-02-02 02:20:20.456,80.59908713535546,14.592510622849,16288000.0,white,empty~holo4_003
35,35,20230201,509,2023020100509,59977.157807951386,2023-02-02 03:47:14.607,53.8011289101801,14.311844566701293,16288000.0,white,empty~holo4_003
36,36,20230201,499,2023020100499,59977.153323506944,2023-02-02 03:40:47.151,46.25245741271296,11.68207838304003,16288000.0,white,empty~holo4_003
37,37,20230201,579,2023020100579,59977.193107858795,2023-02-02 04:38:04.519,81.98909580377763,14.370920748432733,16288000.0,white,empty~holo4_003
38,38,20230201,632,2023020100632,59977.219133935185,2023-02-02 05:15:33.172,65.73446412494842,13.000996829443807,16288000.0,white,empty~holo4_003
39,39,20230201,444,2023020100444,59977.12607342593,2023-02-02 03:01:32.744,51.24999947100343,13.532896722262818,16288000.0,white,empty~holo4_003
40,40,20230201,569,2023020100569,59977.18828967593,2023-02-02 04:31:08.228,85.20369447662603,16.10460471812242,16288000.0,white,empty~holo4_003
41,41,20230201,597,2023020100597,59977.20079949074,2023-02-02 04:49:09.076,77.58493670732341,13.91032578259611,16288000.0,white,empty~holo4_003
42,42,20230201,614,2023020100614,59977.21027253472,2023-02-02 05:02:47.547,73.59663326273866,13.33801260191635,16288000.0,white,empty~holo4_003
43,43,20230201,435,2023020100435,59977.12193998843,2023-02-02 02:55:35.615,81.98213647383977,15.075761884813765,16288000.0,white,empty~holo4_003
44,44,20230201,453,2023020100453,59977.130103854164,2023-02-02 03:07:20.973,44.957081748618464,11.409049464422107,16288000.0,white,empty~holo4_003
45,45,20230201,462,2023020100462,59977.134085405094,2023-02-02 03:13:04.979,52.706597764842854,13.921348522263624,16288000.0,white,empty~holo4_003
46,46,20230201,387,2023020100387,59977.09696333333,2023-02-02 02:19:37.632,81.04929865676097,14.642363278888828,16288000.0,white,empty~holo4_003
47,47,20230201,687,2023020100687,59977.24412383102,2023-02-02 05:51:32.299,55.01297735928538,10.176228786493269,16288000.0,white,empty~holo4_003
48,48,20230201,615,2023020100615,59977.210770185186,2023-02-02 05:03:30.544,73.02456150066581,13.146718299435976,16288000.0,white,empty~holo4_003
49,49,20230201,518,2023020100518,59977.161817291664,2023-02-02 03:53:01.014,44.18316392572557,11.124132956998244,16288000.0,white,empty~holo4_003
50,50,20230201,540,2023020100540,59977.173244143516,2023-02-02 04:09:28.294,52.315692023227356,13.967085609358088,16288000.0,white,empty~holo4_003
51,51,20230201,578,2023020100578,59977.19261025463,2023-02-02 04:37:21.526,82.45061257317212,14.454371101658927,16288000.0,white,empty~holo4_003
52,52,20230201,623,2023020100623,59977.21469248843,2023-02-02 05:09:09.431,86.45524892042113,17.31980418929748,16288000.0,white,empty~holo4_003
53,53,20230201,659,2023020100659,59977.23091798611,2023-02-02 05:32:31.314,59.54100177360159,11.828042373970785,16288000.0,white,empty~holo4_003
54,54,20230201,491,2023020100491,59977.14981829861,2023-02-02 03:35:44.301,52.320104954860334,9.960225756311596,16288000.0,white,empty~holo4_003
55,55,20230201,436,2023020100436,59977.12243552083,2023-02-02 02:56:18.429,82.53390506294426,15.213923269732767,16288000.0,white,empty~holo4_003
56,56,20230201,650,2023020100650,59977.22709332176,2023-02-02 05:27:00.863,60.878214328606155,12.098975672867503,16288000.0,white,empty~holo4_003
57,57,20230201,445,2023020100445,59977.12657111111,2023-02-02 03:02:15.744,51.730956031317966,13.677811599082322,16288000.0,white,empty~holo4_003
58,58,20230201,669,2023020100669,59977.23591836805,2023-02-02 05:39:43.347,85.04467940610031,16.725496814235825,16288000.0,white,empty~holo4_003
59,59,20230201,686,2023020100686,59977.24362664352,2023-02-02 05:50:49.342,55.748734238123795,10.303327986137202,16288000.0,white,empty~holo4_003
60,60,20230201,695,2023020100695,59977.24762289352,2023-02-02 05:56:34.618,51.270232501330014,10.519418571776631,16288000.0,white,empty~holo4_003
61,61,20230201,588,2023020100588,59977.19695358796,2023-02-02 04:43:36.790,79.08485023857503,14.115468089469195,16288000.0,white,empty~holo4_003
62,62,20230201,570,2023020100570,59977.188785150465,2023-02-02 04:31:51.037,85.01029878430373,15.93572627940843,16288000.0,white,empty~holo4_003
63,63,20230201,397,2023020100397,59977.10162527778,2023-02-02 02:26:20.424,60.40353230412399,15.592358869318394,16288000.0,white,empty~holo4_003
64,64,20230201,587,2023020100587,59977.19645758102,2023-02-02 04:42:53.935,79.53297177866509,14.06504524016602,16288000.0,white,empty~holo4_003
65,65,20230201,481,2023020100481,59977.14548247685,2023-02-02 03:29:29.686,85.76698501299786,16.40712829677748,16288000.0,white,empty~holo4_003
66,66,20230201,668,2023020100668,59977.2354216088,2023-02-02 05:39:00.427,85.8588081780783,16.724669695449133,16288000.0,white,empty~holo4_003
67,67,20230201,660,2023020100660,59977.23141545139,2023-02-02 05:33:14.295,59.775465400796115,12.029874945168793,16288000.0,white,empty~holo4_003
