,id,day_obs,seq_num,exposure,mjd,time,med,sig,N,band,physical_filter
20,20,20230118,420,2023011800420,59963.164698472225,2023-01-19 03:57:09.948,25.13605812683792,9.063819010674942,16288000.0,white,empty~holo4_003
21,21,20230118,288,2023011800288,59963.08073405093,2023-01-19 01:56:15.422,44.119020332052514,10.879126222444997,16288000.0,white,empty~holo4_003
22,22,20230118,617,2023011800617,59963.28579699074,2023-01-19 06:51:32.860,36.91526468429198,12.27085158576155,16288000.0,white,empty~holo4_003
23,23,20230118,635,2023011800635,59963.29329356481,2023-01-19 07:02:20.564,38.46029397359362,12.683582742289799,16288000.0,white,empty~holo4_003
24,24,20230118,539,2023011800539,59963.251225810185,2023-01-19 06:01:45.910,34.91121747264448,9.842733110521772,16288000.0,white,empty~holo4_003
25,25,20230118,699,2023011800699,59963.32152056713,2023-01-19 07:42:59.377,40.694173098636355,10.577917515666119,16288000.0,white,empty~holo4_003
26,26,20230118,454,2023011800454,59963.18294885417,2023-01-19 04:23:26.781,23.473360841648734,8.478598416696302,16288000.0,white,empty~holo4_003
27,27,20230118,313,2023011800313,59963.10163788195,2023-01-19 02:26:21.513,47.55388230189229,11.409608146293355,16288000.0,white,empty~holo4_003
28,28,20230118,671,2023011800671,59963.30930158565,2023-01-19 07:25:23.657,44.32435297623172,14.46533321904596,16288000.0,white,empty~holo4_003
29,29,20230118,721,2023011800721,59963.334226631945,2023-01-19 08:01:17.181,25.467310788646394,5.504362395556797,16288000.0,white,empty~holo4_003
30,30,20230118,395,2023011800395,59963.149825231485,2023-01-19 03:35:44.900,23.9605849754039,8.644215807915643,16288000.0,white,empty~holo4_003
31,31,20230118,644,2023011800644,59963.29751271991,2023-01-19 07:08:25.099,38.75652072829102,10.05585288765939,16288000.0,white,empty~holo4_003
32,32,20230118,455,2023011800455,59963.183444409726,2023-01-19 04:24:09.597,23.05890063888215,8.388794339748454,16288000.0,white,empty~holo4_003
33,33,20230118,300,2023011800300,59963.08692769676,2023-01-19 02:05:10.553,28.182425501705353,9.963656118290048,16288000.0,white,empty~holo4_003
34,34,20230118,627,2023011800627,59963.29003853009,2023-01-19 06:57:39.329,36.63074339389195,12.207196521780542,16288000.0,white,empty~holo4_003
35,35,20230118,444,2023011800444,59963.17887809028,2023-01-19 04:17:35.067,22.865763092690205,8.33091042561526,16288000.0,white,empty~holo4_003
36,36,20230118,654,2023011800654,59963.30230333333,2023-01-19 07:15:19.008,41.36368674191931,13.532502578149607,16288000.0,white,empty~holo4_003
37,37,20230118,208,2023011800208,59963.0365521875,2023-01-19 00:52:38.109,56.75064822037874,16.566974065384343,16288000.0,white,empty~holo4_003
38,38,20230118,753,2023011800753,59963.35083888889,2023-01-19 08:25:12.480,47.35662962645063,12.220823426369407,16288000.0,white,empty~holo4_003
39,39,20230118,217,2023011800217,59963.04034412037,2023-01-19 00:58:05.732,38.77456646316636,12.241550092273359,16288000.0,white,empty~holo4_003
40,40,20230118,698,2023011800698,59963.32102378472,2023-01-19 07:42:16.455,40.26766239781998,10.595468513159407,16288000.0,white,empty~holo4_003
41,41,20230118,419,2023011800419,59963.164202210646,2023-01-19 03:56:27.071,25.085885955809704,9.034399574380771,16288000.0,white,empty~holo4_003
42,42,20230118,264,2023011800264,59963.06824673611,2023-01-19 01:38:16.518,28.053018572873174,9.70798150926858,16288000.0,white,empty~holo4_003
43,43,20230118,227,2023011800227,59963.0444468287,2023-01-19 01:04:00.206,27.90833025862006,5.918143491891607,16288000.0,white,empty~holo4_003
44,44,20230118,321,2023011800321,59963.105627060184,2023-01-19 02:32:06.178,32.29924031135678,8.379657305278409,16288000.0,white,empty~holo4_003
45,45,20230118,464,2023011800464,59963.187254027776,2023-01-19 04:29:38.748,24.32559652501431,8.745381246772581,16288000.0,white,empty~holo4_003
46,46,20230118,408,2023011800408,59963.15750804398,2023-01-19 03:46:48.695,38.59508234470665,10.074701914453561,16288000.0,white,empty~holo4_003
47,47,20230118,287,2023011800287,59963.08023626157,2023-01-19 01:55:32.413,43.760323759098384,10.776279397388043,16288000.0,white,empty~holo4_003
48,48,20230118,483,2023011800483,59963.210578067126,2023-01-19 05:03:13.945,36.945747418647045,10.489727892626211,16288000.0,white,empty~holo4_003
49,49,20230118,555,2023011800555,59963.25899560185,2023-01-19 06:12:57.220,30.792917865708436,10.503703151082416,16288000.0,white,empty~holo4_003
50,50,20230118,618,2023011800618,59963.28629251158,2023-01-19 06:52:15.673,36.665010354109874,12.190054495722814,16288000.0,white,empty~holo4_003
51,51,20230118,248,2023011800248,59963.059043726855,2023-01-19 01:25:01.378,39.22495561941417,9.143126079936284,16288000.0,white,empty~holo4_003
52,52,20230118,591,2023011800591,59963.274510104166,2023-01-19 06:35:17.673,39.36559961108286,10.530826013890849,16288000.0,white,empty~holo4_003
53,53,20230118,540,2023011800540,59963.251721458335,2023-01-19 06:02:28.734,34.67357664601803,9.665448634924795,16288000.0,white,empty~holo4_003
54,54,20230118,472,2023011800472,59963.19057140046,2023-01-19 04:34:25.369,25.286328701175286,9.002330818113668,16288000.0,white,empty~holo4_003
55,55,20230118,599,2023011800599,59963.27830637732,2023-01-19 06:40:45.671,35.384882465942354,11.833082563568947,16288000.0,white,empty~holo4_003
56,56,20230118,707,2023011800707,59963.32529663194,2023-01-19 07:48:25.629,43.270715905395065,14.85985888973438,16288000.0,white,empty~holo4_003
57,57,20230118,572,2023011800572,59963.26603215278,2023-01-19 06:23:05.178,31.858935386889623,10.796748074282219,16288000.0,white,empty~holo4_003
58,58,20230118,590,2023011800590,59963.27401414352,2023-01-19 06:34:34.822,39.262230114776116,10.318493029300546,16288000.0,white,empty~holo4_003
59,59,20230118,347,2023011800347,59963.12001329861,2023-01-19 02:52:49.149,30.41361916290865,7.790056100191187,16288000.0,white,empty~holo4_003
60,60,20230118,312,2023011800312,59963.1011418287,2023-01-19 02:25:38.654,47.453300622212524,11.571374524478593,16288000.0,white,empty~holo4_003
61,61,20230118,564,2023011800564,59963.26276150463,2023-01-19 06:18:22.594,31.264945634571742,10.650763275214214,16288000.0,white,empty~holo4_003
62,62,20230118,689,2023011800689,59963.31680172453,2023-01-19 07:36:11.669,48.364397359151376,15.698314457110804,16288000.0,white,empty~holo4_003
63,63,20230118,573,2023011800573,59963.26652755787,2023-01-19 06:23:47.981,31.986406917166722,10.845885048271452,16288000.0,white,empty~holo4_003
64,64,20230118,432,2023011800432,59963.17187440972,2023-01-19 04:07:29.949,35.19305663616865,8.885336711973657,16288000.0,white,empty~holo4_003
65,65,20230118,653,2023011800653,59963.30180738426,2023-01-19 07:14:36.158,40.92528096036933,13.419594309851165,16288000.0,white,empty~holo4_003
66,66,20230118,299,2023011800299,59963.08643170139,2023-01-19 02:04:27.699,28.112547631573502,9.951194810157155,16288000.0,white,empty~holo4_003
67,67,20230118,216,2023011800216,59963.03984751157,2023-01-19 00:57:22.825,40.15438150222623,12.602686277906843,16288000.0,white,empty~holo4_003
68,68,20230118,274,2023011800274,59963.072330497685,2023-01-19 01:44:09.355,28.154706947688172,9.728296386531158,16288000.0,white,empty~holo4_003
69,69,20230118,563,2023011800563,59963.26226592593,2023-01-19 06:17:39.776,31.075746675178838,10.605345309816148,16288000.0,white,empty~holo4_003
70,70,20230118,207,2023011800207,59963.03605653935,2023-01-19 00:51:55.285,61.13917946858863,17.62423069780959,16288000.0,white,empty~holo4_003
71,71,20230118,407,2023011800407,59963.157012476855,2023-01-19 03:46:05.878,39.22783740899441,10.214496485915705,16288000.0,white,empty~holo4_003
72,72,20230118,356,2023011800356,59963.124326875,2023-01-19 02:59:01.842,26.345790501778446,8.010406319684874,16288000.0,white,empty~holo4_003
73,73,20230118,672,2023011800672,59963.3097971875,2023-01-19 07:26:06.477,44.291897865212675,14.409969121890061,16288000.0,white,empty~holo4_003
74,74,20230118,273,2023011800273,59963.07183476852,2023-01-19 01:43:26.524,28.039659251200327,9.711467657396724,16288000.0,white,empty~holo4_003
75,75,20230118,731,2023011800731,59963.33872650463,2023-01-19 08:07:45.970,24.223335724283306,5.793655235072029,16288000.0,white,empty~holo4_003
76,76,20230118,663,2023011800663,59963.306052037035,2023-01-19 07:20:42.896,43.04005091168416,14.08077403188935,16288000.0,white,empty~holo4_003
77,77,20230118,739,2023011800739,59963.34227313657,2023-01-19 08:12:52.399,25.589839408859223,5.488047769841132,16288000.0,white,empty~holo4_003
78,78,20230118,338,2023011800338,59963.11571201389,2023-01-19 02:46:37.518,28.505550456196744,8.741324587776198,16288000.0,white,empty~holo4_003
79,79,20230118,626,2023011800626,59963.28954291667,2023-01-19 06:56:56.508,36.36674095907732,12.16048828359656,16288000.0,white,empty~holo4_003
80,80,20230118,226,2023011800226,59963.04395115741,2023-01-19 01:03:17.380,28.73396313964594,6.033964070825574,16288000.0,white,empty~holo4_003
81,81,20230118,662,2023011800662,59963.30555452546,2023-01-19 07:19:59.911,43.30673315839292,14.169578094999588,16288000.0,white,empty~holo4_003
82,82,20230118,581,2023011800581,59963.269775532404,2023-01-19 06:28:28.606,32.087675318388705,10.873551645055008,16288000.0,white,empty~holo4_003
83,83,20230118,375,2023011800375,59963.135547337966,2023-01-19 03:15:11.290,39.274851410011294,9.706352269534651,16288000.0,white,empty~holo4_003
84,84,20230118,681,2023011800681,59963.313547349535,2023-01-19 07:31:30.491,47.54302273092774,15.388636025641375,16288000.0,white,empty~holo4_003
85,85,20230118,374,2023011800374,59963.1350521875,2023-01-19 03:14:28.509,39.54996471296538,9.779616590453106,16288000.0,white,empty~holo4_003
86,86,20230118,322,2023011800322,59963.10612379629,2023-01-19 02:32:49.096,32.07812468010675,8.379735364590317,16288000.0,white,empty~holo4_003
87,87,20230118,463,2023011800463,59963.18675847222,2023-01-19 04:28:55.932,24.576201422665836,8.843838830314509,16288000.0,white,empty~holo4_003
88,88,20230118,431,2023011800431,59963.171379259256,2023-01-19 04:06:47.168,34.71819045516081,9.264359445219155,16288000.0,white,empty~holo4_003
89,89,20230118,502,2023011800502,59963.221587141205,2023-01-19 05:19:05.129,27.672975771829407,9.722736056595952,16288000.0,white,empty~holo4_003
90,90,20230118,582,2023011800582,59963.2702715162,2023-01-19 06:29:11.459,32.38478441269196,10.94789657310192,16288000.0,white,empty~holo4_003
91,91,20230118,645,2023011800645,59963.29800836805,2023-01-19 07:09:07.923,41.02705735391721,10.707670845848162,16288000.0,white,empty~holo4_003
92,92,20230118,473,2023011800473,59963.19106700231,2023-01-19 04:35:08.189,25.133164116968477,8.975473791392787,16288000.0,white,empty~holo4_003
93,93,20230118,754,2023011800754,59963.351334652776,2023-01-19 08:25:55.314,46.75997282047811,12.209392021931667,16288000.0,white,empty~holo4_003
