,wavelength,newthrou,newthrouerr,oldthrou
0,350.0,0.007166063681173226,0.00035401736257969184,0.06194709279500001
1,351.0,0.007642047641263074,0.0003568799298149615,0.06275404064218587
2,352.0,0.008163836975010516,0.00034573990381237267,0.06356098848937172
3,353.0,0.008752069051063936,0.00032558117842475026,0.06436793633655757
4,354.0,0.009375386750974365,0.00031214395231604164,0.06517488418374343
5,355.0,0.009996777916264847,0.00031071358440095157,0.06598183203092929
6,356.0,0.01068956317191043,0.0003126747156941576,0.06678877987811514
7,357.0,0.011408854905115482,0.00032156086042191696,0.067595727725301
8,358.0,0.012175464485026707,0.00031852949302605955,0.06840267557248685
9,359.0,0.012965210290101493,0.00031867774954424065,0.06920962341967271
10,360.0,0.013744486224978758,0.00031954510239433495,0.07001657126685856
11,361.0,0.014506396052228728,0.0003216442463287614,0.07082351911404441
12,362.0,0.015281101426683836,0.0003286531324557326,0.07163046696123027
13,363.0,0.016174834846358836,0.0003227601147021917,0.07243741480841612
14,364.0,0.017036114276873522,0.0003146121531105869,0.07324436265560198
15,365.0,0.01786900529007835,0.0003037113588769039,0.07420920300804204
16,366.0,0.018793980046270135,0.0002922328829571166,0.0752372003625838
17,367.0,0.019917722011575743,0.0002912173220046846,0.07626519771712555
18,368.0,0.020970634733436962,0.00028342055467393975,0.07729319507166729
19,369.0,0.022071779291553396,0.00027629664766058395,0.07832119242620904
20,370.0,0.02322001171790119,0.00027471170893664015,0.07934918978075078
21,371.0,0.02437603928827225,0.00027531315251083725,0.08037718713529253
22,372.0,0.02552404509775174,0.0002745201015694026,0.08140518448983428
23,373.0,0.0266933072305997,0.00026645676703588157,0.08243318184437604
24,374.0,0.027857110720384243,0.0002609882540329533,0.08346117919891778
25,375.0,0.029060454510167495,0.0002558533500378258,0.08448917655345953
26,376.0,0.0303046400515047,0.0002542735181768248,0.08551717390800127
27,377.0,0.03158324688049895,0.00025027397892867013,0.08654517126254302
28,378.0,0.0328888940159867,0.00024846896881367746,0.08757316861708478
29,379.0,0.03430194324523849,0.00024241816796749448,0.08884996151162299
30,380.0,0.03595246666864248,0.00023312417610305597,0.09045848179282313
31,381.0,0.037496131598005036,0.000223095746144472,0.09206700207402328
32,382.0,0.03907518355163155,0.00022824008095505386,0.09367552235522342
33,383.0,0.04071795398439325,0.0002272516980456052,0.09528404263642357
34,384.0,0.04236265404782411,0.0002050855160681607,0.09689256291762371
35,385.0,0.044010806381385395,0.00020433567333086468,0.09850108319882386
36,386.0,0.045692924896390014,0.00019473830554555914,0.100109603480024
37,387.0,0.047427026298723966,0.00018323462261446468,0.10171812376122415
38,388.0,0.04917572240895845,0.00021059826588623492,0.1033266440424243
39,389.0,0.05092795954084776,0.00024901025510221645,0.10493516432362443
40,390.0,0.05268715194850506,0.00027825099291759224,0.10654368460482458
41,391.0,0.05441833057242274,0.0003123457011664908,0.10815220488602473
42,392.0,0.05614353658719381,0.00034820972486513855,0.10976072516722488
43,393.0,0.05797423511173252,0.000426804146164591,0.11138078260451337
44,394.0,0.05985144128011325,0.0005335594184241256,0.11307006297833194
45,395.0,0.06162756730417826,0.000599415445765599,0.11475934335215052
46,396.0,0.06330963411771333,0.0006151602344033744,0.11644862372596909
47,397.0,0.06505498803958873,0.000602840685622193,0.11813790409978767
48,398.0,0.06684083608103839,0.0006310760928012077,0.11982718447360624
49,399.0,0.06864546724707261,0.0006680193419147842,0.12151646484742482
50,400.0,0.07052779467770262,0.0007081281447580536,0.12320574522124339
51,401.0,0.07244895544511262,0.0007587675612451555,0.12489502559506196
52,402.0,0.07421721470980397,0.0007690091343133676,0.12658430596888054
53,403.0,0.07607548365453538,0.000768487545195349,0.12827358634269911
54,404.0,0.07811262413941912,0.0007653229137981502,0.1299628667165177
55,405.0,0.08004702316369845,0.0007561483780457802,0.13165214709033626
56,406.0,0.08184180039966323,0.0007642319785179139,0.13334142746415484
57,407.0,0.08358838110874318,0.0007713768999270666,0.1350307078379734
58,408.0,0.08531510854167043,0.000816475313473363,0.1367885171880003
59,409.0,0.08713179405626355,0.000877785427564084,0.13855774803406193
60,410.0,0.08890493852398372,0.0009401732341657689,0.14032697888012358
61,411.0,0.0907252402497626,0.0009818158244310113,0.1420962097261852
62,412.0,0.09267771482144076,0.000987362058126347,0.14386544057224682
63,413.0,0.09457724386735407,0.0009591699914712831,0.14563467141830846
64,414.0,0.09634152508802077,0.0009208594032770008,0.14740390226437008
65,415.0,0.09804347684725494,0.0008962626612155718,0.14917313311043173
66,416.0,0.09984615725668924,0.0009008394562994086,0.15094236395649335
67,417.0,0.10151006499847416,0.0009160195031158215,0.15271159480255497
68,418.0,0.10315864106012568,0.0009474675747594792,0.15448082564861662
69,419.0,0.10482294398111928,0.0009597939399490845,0.15625005649467824
70,420.0,0.10643728490854043,0.0009658726966959967,0.15801928734073986
71,421.0,0.10809553478600854,0.0009822127957258054,0.1597885181868015
72,422.0,0.1095762660276712,0.0010069108625859436,0.1611876243795311
73,423.0,0.11090635964994712,0.0010329060098150144,0.16230913708226163
74,424.0,0.11199905879366269,0.0010393440465838837,0.1634306497849922
75,425.0,0.11321106267558696,0.001026471645476985,0.16455216248772273
76,426.0,0.11460107532813531,0.0010111392352221713,0.16567367519045328
77,427.0,0.11585920113184368,0.000987742861804878,0.16679518789318384
78,428.0,0.11668973274969215,0.0009588856092135851,0.16791670059591438
79,429.0,0.11777263640673356,0.0009472000318880573,0.16903821329864493
80,430.0,0.11883210269410913,0.0009559452236301805,0.17015972600137547
81,431.0,0.11981425411618923,0.0009709887865093748,0.17128123870410603
